"Name"|"Status"|"Fall"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Elephant Moraine 87673"|"Official"|" "|"1987"|"Antarctica"|"L6"|"3.8 g"|"12(3) ANSMET"|"(-76.283390, 156.435250)  "
"Elephant Moraine 87674"|"Official"|" "|"1987"|"Antarctica"|"H5"|"3.9 g"|"12(3) ANSMET"|"(-76.268370, 156.467600)  "
"Elephant Moraine 87675"|"Official"|" "|"1987"|"Antarctica"|"L5"|"1.6 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87676"|"Official"|" "|"1987"|"Antarctica"|"L6"|"67.5 g"|"12(3) ANSMET"|"(-76.269340, 156.462920)  "
"Elephant Moraine 87677"|"Official"|" "|"1987"|"Antarctica"|"H5"|"54 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87678"|"Official"|" "|"1987"|"Antarctica"|"L6"|"55.8 g"|"12(3) ANSMET"|"(-76.280920, 156.440960)  "
"Elephant Moraine 87679"|"Official"|" "|"1987"|"Antarctica"|"L6"|"5.8 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87680"|"Official"|" "|"1987"|"Antarctica"|"L6"|"48.1 g"|"12(3) ANSMET"|"(-76.283080, 156.441720)  "
"Elephant Moraine 87681"|"Official"|" "|"1987"|"Antarctica"|"H5"|"32 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87682"|"Official"|" "|"1987"|"Antarctica"|"L6"|"3 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87683"|"Official"|" "|"1987"|"Antarctica"|"H5"|"10.9 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87684"|"Official"|" "|"1987"|"Antarctica"|"L6"|"27.9 g"|"12(3) ANSMET"|"(-76.282770, 156.436810)  "
"Elephant Moraine 87685"|"Official"|" "|"1987"|"Antarctica"|"L5"|"44.3 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87686"|"Official"|" "|"1987"|"Antarctica"|"L6"|"23.4 g"|"12(3) ANSMET"|"(-76.281990, 156.438670)  "
"Elephant Moraine 87687"|"Official"|" "|"1987"|"Antarctica"|"H5"|"10.5 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87688"|"Official"|" "|"1987"|"Antarctica"|"L6"|"59.1 g"|"12(3) ANSMET"|"(-76.282830, 156.436240)  "
"Elephant Moraine 87689"|"Official"|" "|"1987"|"Antarctica"|"H5"|"58.6 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87690"|"Official"|" "|"1987"|"Antarctica"|"L6"|"54 g"|"12(3) ANSMET"|"(-76.282750, 156.439880)  "
"Elephant Moraine 87691"|"Official"|" "|"1987"|"Antarctica"|"L6"|"39.2 g"|"12(3) ANSMET"|"(-76.280740, 156.441040)  "
"Elephant Moraine 87692"|"Official"|" "|"1987"|"Antarctica"|"H6"|"1.4 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87693"|"Official"|" "|"1987"|"Antarctica"|"H6"|"11.3 g"|"12(3) ANSMET"|"(-76.268300, 156.465390)  "
"Elephant Moraine 87694"|"Official"|" "|"1987"|"Antarctica"|"L6"|"23.4 g"|"12(3) ANSMET"|"(-76.282040, 156.441390)  "
"Elephant Moraine 87695"|"Official"|" "|"1987"|"Antarctica"|"H5"|"118.5 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87696"|"Official"|" "|"1987"|"Antarctica"|"L6"|"10.7 g"|"12(3) ANSMET"|"(-76.282630, 156.436180)  "
"Elephant Moraine 87697"|"Official"|" "|"1987"|"Antarctica"|"L6"|"79 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87698"|"Official"|" "|"1987"|"Antarctica"|"L6"|"9 g"|"12(3) ANSMET"|"(-76.283280, 156.436810)  "
"Elephant Moraine 87699"|"Official"|" "|"1987"|"Antarctica"|"H5"|"46.3 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87700"|"Official"|" "|"1987"|"Antarctica"|"L6"|"43.6 g"|"12(3) ANSMET"|"(-76.273900, 156.491310)  "
"Elephant Moraine 87701"|"Official"|" "|"1987"|"Antarctica"|"L6"|"65.3 g"|"12(3) ANSMET"|"(-76.058350, 156.387370)  "
"Elephant Moraine 87702"|"Official"|" "|"1987"|"Antarctica"|"L6"|"43.7 g"|"12(3) ANSMET"|"(-76.282970, 156.458650)  "
"Elephant Moraine 87703"|"Official"|" "|"1987"|"Antarctica"|"L6"|"8.1 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87704"|"Official"|" "|"1987"|"Antarctica"|"L6"|"26.8 g"|"12(3) ANSMET"|"(-76.280720, 156.452970)  "
"Elephant Moraine 87705"|"Official"|" "|"1987"|"Antarctica"|"L6"|"2.3 g"|"12(3) ANSMET"|"(-76.265700, 156.483710)  "
"Elephant Moraine 87706"|"Official"|" "|"1987"|"Antarctica"|"L6"|"16.8 g"|"12(3) ANSMET"|"(-76.273960, 156.510760)  "
"Elephant Moraine 87707"|"Official"|" "|"1987"|"Antarctica"|"L6"|"69.2 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87708"|"Official"|" "|"1987"|"Antarctica"|"L6"|"32.2 g"|"12(3) ANSMET"|"(-76.271890, 156.479620)  "
"Elephant Moraine 87709"|"Official"|" "|"1987"|"Antarctica"|"L5"|"110 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87710"|"Official"|" "|"1987"|"Antarctica"|"L6"|"14.4 g"|"12(3) ANSMET"|"(-76.281880, 156.456740)  "
"Elephant Moraine 87711 **"|"Official"|" "|"1987"|"Antarctica"|"CR2"|"5.7 g"|"12(3) ANSMET"|"(-76.043880, 156.086210)  "
"Elephant Moraine 87712"|"Official"|" "|"1987"|"Antarctica"|"H5"|"35.4 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87713"|"Official"|" "|"1987"|"Antarctica"|"H6"|"3.5 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87714"|"Official"|" "|"1987"|"Antarctica"|"L6"|"4.8 g"|"12(3) ANSMET"|"(-76.270830, 156.474510)  "
"Elephant Moraine 87715"|"Official"|" "|"1987"|"Antarctica"|"L6"|"21.4 g"|"12(3) ANSMET"|"(-76.283170, 156.447790)  "
"Elephant Moraine 87716"|"Official"|" "|"1987"|"Antarctica"|"L6"|"56 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87717 **"|"Official"|" "|"1987"|"Antarctica"|"Ureilite"|"27.2 g"|"11(2) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87718"|"Official"|" "|"1987"|"Antarctica"|"H5"|"5.8 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87719"|"Official"|" "|"1987"|"Antarctica"|"H6"|"65.7 g"|"12(3) ANSMET"|"(-76.266470, 156.494360)  "
"Elephant Moraine 87720 **"|"Official"|" "|"1987"|"Antarctica"|"Ureilite-pmict"|"91.3 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87721"|"Official"|" "|"1987"|"Antarctica"|"L6"|"13.9 g"|"12(3) ANSMET"|"(-76.282410, 156.459920)  "
"Elephant Moraine 87722"|"Official"|" "|"1987"|"Antarctica"|"L6"|"21.8 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87723"|"Official"|" "|"1987"|"Antarctica"|"L6"|"27.9 g"|"12(3) ANSMET"|"(-76.284780, 156.454860)  "
"Elephant Moraine 87724"|"Official"|" "|"1987"|"Antarctica"|"L6"|"115 g"|"12(3) ANSMET"|"(-76.268810, 156.482780)  "
"Elephant Moraine 87725"|"Official"|" "|"1987"|"Antarctica"|"L6"|"12.5 g"|"12(3) ANSMET"|"(-76.271520, 156.482770)  "
"Elephant Moraine 87726 **"|"Official"|" "|"1987"|"Antarctica"|"H3.9"|"82.5 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87727"|"Official"|" "|"1987"|"Antarctica"|"L6"|"28.5 g"|"12(3) ANSMET"|"(-76.282220, 156.453200)  "
"Elephant Moraine 87728"|"Official"|" "|"1987"|"Antarctica"|"L6"|"3.4 g"|"12(3) ANSMET"|"(-76.271380, 157.202110)  "
"Elephant Moraine 87729"|"Official"|" "|"1987"|"Antarctica"|"L6"|"1.4 g"|"12(3) ANSMET"|"(-76.042900, 156.096170)  "
"Elephant Moraine 87730"|"Official"|" "|"1987"|"Antarctica"|"L6"|"70.4 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87731"|"Official"|" "|"1987"|"Antarctica"|"H5"|"8.3 g"|"12(3) ANSMET"|"(-76.268250, 156.462690)  "
"Elephant Moraine 87732"|"Official"|" "|"1987"|"Antarctica"|"L6"|"4.2 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87733"|"Official"|" "|"1987"|"Antarctica"|"L6"|"26.9 g"|"12(3) ANSMET"|"(-76.279470, 156.456330)  "
"Elephant Moraine 87734"|"Official"|" "|"1987"|"Antarctica"|"H5"|"7.2 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87735 **"|"Official"|" "|"1987"|"Antarctica"|"L3.4"|"4.2 g"|"12(3) ANSMET"|"(-76.273660, 156.476000)  "
"Elephant Moraine 87736"|"Official"|" "|"1987"|"Antarctica"|"L6"|"3.3 g"|"12(3) ANSMET"|"(-76.272590, 156.483540)  "
"Elephant Moraine 87737"|"Official"|" "|"1987"|"Antarctica"|"L6"|"24.9 g"|"12(3) ANSMET"|"(-76.283570, 156.450250)  "
"Elephant Moraine 87738"|"Official"|" "|"1987"|"Antarctica"|"L6"|"3 g"|"12(3) ANSMET"|"(-76.271070, 156.472640)  "
"Elephant Moraine 87739"|"Official"|" "|"1987"|"Antarctica"|"H6"|"8.4 g"|"12(3) ANSMET"|"(-76.284620, 156.451290)  "
"Elephant Moraine 87740"|"Official"|" "|"1987"|"Antarctica"|"H5"|"39 g"|"12(3) ANSMET"|"(-76.264940, 157.100530)  "
"Elephant Moraine 87741"|"Official"|" "|"1987"|"Antarctica"|"L6"|"39 g"|"12(3) ANSMET"|"(-76.280380, 156.452360)  "
"Elephant Moraine 87742"|"Official"|" "|"1987"|"Antarctica"|"L6"|"19.6 g"|"12(3) ANSMET"|"(-76.283610, 157.195240)  "
"Elephant Moraine 87743"|"Official"|" "|"1987"|"Antarctica"|"H5"|"53.6 g"|"12(3) ANSMET"|"(-76.284240, 156.451300)  "
"Elephant Moraine 87744"|"Official"|" "|"1987"|"Antarctica"|"L6"|"129.8 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87745"|"Official"|" "|"1987"|"Antarctica"|"H5"|"123 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87746 **"|"Official"|" "|"1987"|"Antarctica"|"EH4"|"142.3 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87747 **"|"Official"|" "|"1987"|"Antarctica"|"CR2"|"38.2 g"|"12(3) ANSMET"|"(-76.047180, 156.076700)  "
"Elephant Moraine 87748"|"Official"|" "|"1987"|"Antarctica"|"L6"|"3.9 g"|"12(3) ANSMET"|"(-76.282370, 156.449560)  "
"Elephant Moraine 87749"|"Official"|" "|"1987"|"Antarctica"|"LL6"|"4 g"|"12(3) ANSMET"|"(-76.265340, 156.504120)  "
"Elephant Moraine 87750"|"Official"|" "|"1987"|"Antarctica"|"L6"|"23.1 g"|"12(3) ANSMET"|"(-76.283800, 156.455640)  "
"Elephant Moraine 87751"|"Official"|" "|"1987"|"Antarctica"|"H6"|"3.2 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87752"|"Official"|" "|"1987"|"Antarctica"|"L6"|"9.2 g"|"12(3) ANSMET"|"(-76.267960, 156.513780)  "
"Elephant Moraine 87753"|"Official"|" "|"1987"|"Antarctica"|"L6"|"7.8 g"|"12(3) ANSMET"|"(-76.285280, 156.454380)  "
"Elephant Moraine 87754"|"Official"|" "|"1987"|"Antarctica"|"H5"|"34.4 g"|"12(3) ANSMET"|"(-76.274420, 156.492500)  "
"Elephant Moraine 87755"|"Official"|" "|"1987"|"Antarctica"|"H5"|"88.4 g"|"12(3) ANSMET"|"(-76.045300, 156.475530)  "
"Elephant Moraine 87756"|"Official"|" "|"1987"|"Antarctica"|"L6"|"170.5 g"|"12(3) ANSMET"|"(-76.275590, 156.502640)  "
"Elephant Moraine 87757"|"Official"|" "|"1987"|"Antarctica"|"H6"|"54.8 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87758"|"Official"|" "|"1987"|"Antarctica"|"L6"|"38.1 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87759"|"Official"|" "|"1987"|"Antarctica"|"L6"|"110.8 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87760"|"Official"|" "|"1987"|"Antarctica"|"L6"|"19.4 g"|"12(3) ANSMET"|"(-76.282350, 156.453560)  "
"Elephant Moraine 87761"|"Official"|" "|"1987"|"Antarctica"|"L6"|"12.5 g"|"12(3) ANSMET"|"(-76.282240, 156.459860)  "
"Elephant Moraine 87762"|"Official"|" "|"1987"|"Antarctica"|"L6"|"27.4 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87763"|"Official"|" "|"1987"|"Antarctica"|"L6"|"26.5 g"|"12(3) ANSMET"|"(-76.281910, 156.458980)  "
"Elephant Moraine 87764"|"Official"|" "|"1987"|"Antarctica"|"L6"|"38.7 g"|"12(3) ANSMET"|"(-76.283030, 156.453560)  "
"Elephant Moraine 87765"|"Official"|" "|"1987"|"Antarctica"|"L6"|"41.4 g"|"12(3) ANSMET"|"(-76.282650, 157.174200)  "
"Elephant Moraine 87766"|"Official"|" "|"1987"|"Antarctica"|"L6"|"18.9 g"|"12(3) ANSMET"|"(-76.282630, 156.454950)  "
"Elephant Moraine 87767"|"Official"|" "|"1987"|"Antarctica"|"H5"|"27.9 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87768"|"Official"|" "|"1987"|"Antarctica"|"L6"|"58.6 g"|"12(3) ANSMET"|"(-76.307840, 157.313260)  "
"Elephant Moraine 87769"|"Official"|" "|"1987"|"Antarctica"|"L6"|"13.9 g"|"12(3) ANSMET"|"(-76.285270, 156.452180)  "
"Elephant Moraine 87770 **"|"Official"|" "|"1987"|"Antarctica"|"CR2"|"38.6 g"|"12(3) ANSMET"|"(-76.036990, 156.027330)  "
"Elephant Moraine 87771"|"Official"|" "|"1987"|"Antarctica"|"LL5"|"56.6 g"|"12(3) ANSMET"|"(-76.283640, 157.186550)  "
"Elephant Moraine 87772"|"Official"|" "|"1987"|"Antarctica"|"H5"|"23.9 g"|"12(3) ANSMET"|"(-76.052240, 156.433640)  "
"Elephant Moraine 87773"|"Official"|" "|"1987"|"Antarctica"|"L6"|"18.4 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87774"|"Official"|" "|"1987"|"Antarctica"|"L5"|"65.6 g"|"12(3) ANSMET"|"(-76.266230, 157.162380)  "
"Elephant Moraine 87775"|"Official"|" "|"1987"|"Antarctica"|"L6"|"16.8 g"|"12(3) ANSMET"|"(-76.282620, 156.456660)  "
"Elephant Moraine 87776"|"Official"|" "|"1987"|"Antarctica"|"L6"|"29.9 g"|"12(3) ANSMET"|"(-76.266820, 156.465710)  "
"Elephant Moraine 87777"|"Official"|" "|"1987"|"Antarctica"|"L6"|"8.4 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87778 **"|"Official"|" "|"1987"|"Antarctica"|"H3.9"|"161.7 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87779"|"Official"|" "|"1987"|"Antarctica"|"L6"|"21.6 g"|"12(3) ANSMET"|"(-76.282920, 156.456290)  "
"Elephant Moraine 87780"|"Official"|" "|"1987"|"Antarctica"|"L6"|"18.4 g"|"12(3) ANSMET"|"(-76.281450, 156.461000)  "
"Elephant Moraine 87781"|"Official"|" "|"1987"|"Antarctica"|"H5"|"10.8 g"|"12(3) ANSMET"|"(-76.041420, 156.095410)  "
"Elephant Moraine 87782"|"Official"|" "|"1987"|"Antarctica"|"L6"|"7.1 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87783"|"Official"|" "|"1987"|"Antarctica"|"L6"|"5.3 g"|"12(3) ANSMET"|"(-76.281250, 156.452220)  "
"Elephant Moraine 87784"|"Official"|" "|"1987"|"Antarctica"|"L6"|"15.1 g"|"12(3) ANSMET"|"(-76.281540, 156.456680)  "
"Elephant Moraine 87785"|"Official"|" "|"1987"|"Antarctica"|"H6"|"14.1 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87786"|"Official"|" "|"1987"|"Antarctica"|"H6"|"0.6 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87787"|"Official"|" "|"1987"|"Antarctica"|"H5"|"20.8 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87788"|"Official"|" "|"1987"|"Antarctica"|"L6"|"83.8 g"|"12(3) ANSMET"|"(-76.272820, 156.514850)  "
"Elephant Moraine 87789"|"Official"|" "|"1987"|"Antarctica"|"L6"|"45.9 g"|"12(3) ANSMET"|"(-76.282630, 156.455220)  "
"Elephant Moraine 87790"|"Official"|" "|"1987"|"Antarctica"|"H5"|"175.4 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87791"|"Official"|" "|"1987"|"Antarctica"|"L6"|"5.5 g"|"12(3) ANSMET"|"(-76.282590, 156.458770)  "
"Elephant Moraine 87792"|"Official"|" "|"1987"|"Antarctica"|"H6"|"36.4 g"|"12(3) ANSMET"|"(-76.261370, 157.150940)  "
"Elephant Moraine 87793"|"Official"|" "|"1987"|"Antarctica"|"H6"|"1.3 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87794"|"Official"|" "|"1987"|"Antarctica"|"L6"|"77 g"|"12(3) ANSMET"|"(-76.262070, 157.068760)  "
"Elephant Moraine 87795"|"Official"|" "|"1987"|"Antarctica"|"L6"|"5.8 g"|"12(3) ANSMET"|"(-76.284740, 156.449280)  "
"Elephant Moraine 87796"|"Official"|" "|"1987"|"Antarctica"|"L6"|"12.5 g"|"12(3) ANSMET"|"(-76.281400, 156.450610)  "
"Elephant Moraine 87797"|"Official"|" "|"1987"|"Antarctica"|"L6"|"2.2 g"|"12(3) ANSMET"|"(-76.282180, 156.448790)  "
"Elephant Moraine 87798"|"Official"|" "|"1987"|"Antarctica"|"H5"|"35.7 g"|"12(3) ANSMET"|"(-76.270220, 156.460790)  "
"Elephant Moraine 87799"|"Official"|" "|"1987"|"Antarctica"|"L6"|"12.4 g"|"12(3) ANSMET"|"(-76.282560, 156.458130)  "
"Elephant Moraine 87800"|"Official"|" "|"1987"|"Antarctica"|"L6"|"20.3 g"|"12(3) ANSMET"|"(-76.281870, 156.456760)  "
"Elephant Moraine 87801"|"Official"|" "|"1987"|"Antarctica"|"L5"|"6.8 g"|"12(3) ANSMET"|"(-76.285410, 156.452740)  "
"Elephant Moraine 87802"|"Official"|" "|"1987"|"Antarctica"|"L6"|"1.3 g"|"12(3) ANSMET"|"(-76.284780, 156.452770)  "
"Elephant Moraine 87803"|"Official"|" "|"1987"|"Antarctica"|"L6"|"9 g"|"12(3) ANSMET"|"(-76.268300, 156.486200)  "
"Elephant Moraine 87804"|"Official"|" "|"1987"|"Antarctica"|"L6"|"40.2 g"|"12(3) ANSMET"|"(-76.280360, 156.456850)  "
"Elephant Moraine 87805 **"|"Official"|" "|"1987"|"Antarctica"|"H3.7"|"62.7 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87806"|"Official"|" "|"1987"|"Antarctica"|"LL5"|"79.4 g"|"12(3) ANSMET"|"(-76.282840, 157.171490)  "
"Elephant Moraine 87807"|"Official"|" "|"1987"|"Antarctica"|"L6"|"120.1 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87808"|"Official"|" "|"1987"|"Antarctica"|"H4"|"6.6 g"|"12(3) ANSMET"|"(-76.043640, 156.086260)  "
"Elephant Moraine 87809"|"Official"|" "|"1987"|"Antarctica"|"L6"|"33.4 g"|"12(3) ANSMET"|"(-76.283530, 156.448330)  "
"Elephant Moraine 87810"|"Official"|" "|"1987"|"Antarctica"|"L6"|"12.9 g"|"12(3) ANSMET"|"(-76.282640, 156.453550)  "
"Elephant Moraine 87811"|"Official"|" "|"1987"|"Antarctica"|"L6"|"18.1 g"|"12(3) ANSMET"|"(-76.268610, 156.481470)  "
"Elephant Moraine 87812 **"|"Official"|" "|"1987"|"Antarctica"|"CR2"|"11.9 g"|"12(3) ANSMET"|"(-76.039620, 156.045980)  "
"Elephant Moraine 87813"|"Official"|" "|"1987"|"Antarctica"|"L6"|"0.9 g"|"12(3) ANSMET"|"(-76.037550, 156.105960)  "
"Elephant Moraine 87814"|"Official"|" "|"1987"|"Antarctica"|"L6"|"13.5 g"|"12(3) ANSMET"|"(-76.282580, 156.452470)  "
"Elephant Moraine 87815"|"Official"|" "|"1987"|"Antarctica"|"H6"|"24.2 g"|"12(3) ANSMET"|"(-76.283830, 156.456940)  "
"Elephant Moraine 87816"|"Official"|" "|"1987"|"Antarctica"|"H6"|"3.3 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87817"|"Official"|" "|"1987"|"Antarctica"|"L6"|"61.8 g"|"12(3) ANSMET"|"(-76.270540, 156.464740)  "
"Elephant Moraine 87818"|"Official"|" "|"1987"|"Antarctica"|"L6"|"90.6 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87819"|"Official"|" "|"1987"|"Antarctica"|"L6"|"25.9 g"|"12(3) ANSMET"|"(-76.283460, 156.451590)  "
"Elephant Moraine 87820"|"Official"|" "|"1987"|"Antarctica"|"H6"|"221 g"|"12(3) ANSMET"|"(-76.268100, 156.470820)  "
"Elephant Moraine 87821"|"Official"|" "|"1987"|"Antarctica"|"H5"|"152.5 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87822"|"Official"|" "|"1987"|"Antarctica"|"H5"|"96.2 g"|"12(3) ANSMET"|"(-76.045400, 156.476090)  "
"Elephant Moraine 87823 **"|"Official"|" "|"1987"|"Antarctica"|"H3.9"|"95.4 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87824"|"Official"|" "|"1987"|"Antarctica"|"H6"|"20.1 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87825"|"Official"|" "|"1987"|"Antarctica"|"L6"|"30.9 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87826"|"Official"|" "|"1987"|"Antarctica"|"L6"|"24.5 g"|"12(3) ANSMET"|"(-76.284860, 156.452980)  "
"Elephant Moraine 87827"|"Official"|" "|"1987"|"Antarctica"|"L6"|"67.8 g"|"12(3) ANSMET"|"(-76.183330, 157.166670)  "
"Elephant Moraine 87828"|"Official"|" "|"1987"|"Antarctica"|"L6"|"14.8 g"|"12(3) ANSMET"|"(-76.283910, 156.453950)  "
"Elephant Moraine 87829"|"Official"|" "|"1987"|"Antarctica"|"L6"|"116.2 g"|"12(3) ANSMET"|"(-76.281310, 156.454690)  "
"Elephant Moraine 87830"|"Official"|" "|"1987"|"Antarctica"|"L6"|"70.8 g"|"12(3) ANSMET"|"(-76.284090, 156.455090)  "
"Elephant Moraine 87831"|"Official"|" "|"1987"|"Antarctica"|"L6"|"16.7 g"|"12(3) ANSMET"|"(-76.284690, 156.448350)  "
"Elephant Moraine 87832"|"Official"|" "|"1987"|"Antarctica"|"H5"|"12.6 g"|"12(3) ANSMET"|"(-76.267780, 156.485980)  "
