"Name"|"Status"|"Fall"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Dhofar 751"|"Official"|" "|"2000"|"Zufar, Oman"|"H6"|"1155 g"|" "|"(18.892130, 54.712850)  "
"Dhofar 752"|"Official"|" "|"2000"|"Zufar, Oman"|"L6"|"444 g"|" "|"(18.727430, 54.767050)  "
"Dhofar 753"|"Official"|" "|"2000"|"Zufar, Oman"|"H3/4"|"550 g"|" "|"(18.265850, 54.321070)  "
"Dhofar 754"|"Official"|" "|"2000"|"Zufar, Oman"|"H4"|"538 g"|" "|"(18.853670, 54.647050)  "
"Dhofar 755"|"Official"|" "|"2000"|"Zufar, Oman"|"L6"|"547 g"|" "|"(18.316670, 54.235780)  "
"Dhofar 756"|"Official"|" "|"2000"|"Zufar, Oman"|"H5"|"362 g"|" "|"(18.421120, 54.588530)  "
"Dhofar 757"|"Official"|" "|"2000"|"Zufar, Oman"|"H5"|"471 g"|" "|"(18.853830, 54.647000)  "
"Dhofar 758"|"Official"|" "|"2000"|"Zufar, Oman"|"L6"|"253 g"|" "|"(18.964500, 54.757220)  "
"Dhofar 759"|"Official"|" "|"2000"|"Zufar, Oman"|"H4/5"|"441 g"|" "|"(18.731270, 54.820030)  "
"Dhofar 760"|"Official"|" "|"2000"|"Zufar, Oman"|"L5"|"163 g"|" "|"(18.944550, 54.674030)  "
"Dhofar 761"|"Official"|" "|"2000"|"Zufar, Oman"|"H6"|"107 g"|" "|"(19.060580, 54.521130)  "
"Dhofar 762"|"Official"|" "|"2000"|"Zufar, Oman"|"H6"|"235 g"|" "|"(18.751330, 54.719080)  "
"Dhofar 763"|"Official"|" "|"2000"|"Zufar, Oman"|"L5"|"190 g"|" "|"(18.864920, 54.649720)  "
"Dhofar 764"|"Official"|" "|"2000"|"Zufar, Oman"|"H5"|"195 g"|" "|"(18.830620, 54.766450)  "
"Dhofar 765"|"Official"|" "|"2000"|"Zufar, Oman"|"L5"|"135 g"|" "|"(18.943620, 54.670670)  "
"Dhofar 766"|"Official"|" "|"2000"|"Zufar, Oman"|"H6"|"152 g"|" "|"(18.277600, 54.323580)  "
"Dhofar 767"|"Official"|" "|"2000"|"Zufar, Oman"|"H6"|"317 g"|" "|"(18.832300, 54.765830)  "
"Dhofar 768"|"Official"|" "|"2000"|"Zufar, Oman"|"H5/6"|"195 g"|" "|"(18.819280, 54.614270)  "
"Dhofar 769"|"Official"|" "|"2000"|"Zufar, Oman"|"L6"|"250 g"|" "|"(18.962650, 54.751080)  "
"Dhofar 770"|"Official"|" "|"2000"|"Zufar, Oman"|"H5/6"|"376 g"|" "|"(18.245000, 54.409120)  "
"Dhofar 771"|"Official"|" "|"2000"|"Zufar, Oman"|"H5"|"114 g"|" "|"(18.850120, 54.623270)  "
"Dhofar 772"|"Official"|" "|"2000"|"Zufar, Oman"|"L6"|"9.19 kg"|" "|"(19.085500, 54.762430)  "
"Dhofar 773"|"Official"|" "|"2000"|"Zufar, Oman"|"H5"|"295 g"|" "|"(18.847300, 54.535380)  "
"Dhofar 774"|"Official"|" "|"2000"|"Zufar, Oman"|"L6"|"115 g"|" "|"(18.692250, 54.591180)  "
"Dhofar 775"|"Official"|" "|"2000"|"Zufar, Oman"|"H5"|"212 g"|" "|"(18.903330, 54.704520)  "
"Dhofar 776"|"Official"|" "|"2000"|"Zufar, Oman"|"L5"|"121 g"|" "|"(18.862080, 54.679370)  "
"Dhofar 777"|"Official"|" "|"2000"|"Zufar, Oman"|"LL6"|"102 g"|" "|"(18.841220, 54.756400)  "
"Dhofar 778"|"Official"|" "|"2000"|"Zufar, Oman"|"Diogenite"|"156 g"|" "|"(18.725420, 54.730480)  "
"Dhofar 779"|"Official"|" "|"2000"|"Zufar, Oman"|"L5"|"126 g"|" "|"(18.941370, 54.695450)  "
"Dhofar 780"|"Official"|" "|"2000"|"Zufar, Oman"|"H5/6"|"1856 g"|" "|"(19.721370, 54.678970)  "
"Dhofar 781"|"Official"|" "|"2000"|"Zufar, Oman"|"H5"|"1200 g"|" "|"(18.571350, 54.714780)  "
"Dhofar 782"|"Official"|" "|"2000"|"Zufar, Oman"|"L6"|"708 g"|" "|"(18.412120, 54.628930)  "
"Dhofar 783"|"Official"|" "|"2000"|"Zufar, Oman"|"H6"|"426 g"|" "|"(18.620470, 54.715450)  "
"Dhofar 784"|"Official"|" "|"2000"|"Zufar, Oman"|"H5"|"590 g"|" "|"(18.954720, 54.804680)  "
"Dhofar 785"|"Official"|" "|"2001"|"Zufar, Oman"|"H4/5"|"98.5 g"|" "|"(19.082350, 54.452280)  "
"Dhofar 786"|"Official"|" "|"2001"|"Zufar, Oman"|"H4/5"|"36.3 g"|" "|"(19.066930, 54.519320)  "
"Dhofar 787"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"383 g"|" "|"(19.029220, 54.544730)  "
"Dhofar 788"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"274 g"|" "|"(19.029480, 54.544370)  "
"Dhofar 789"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"431 g"|" "|"(19.037920, 54.537030)  "
"Dhofar 790"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"20.5 g"|" "|"(19.066320, 54.521970)  "
"Dhofar 791"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"146.5 g"|" "|"(19.069430, 54.521350)  "
"Dhofar 792"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"519 g"|" "|"(19.068430, 54.535020)  "
"Dhofar 793"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"151.1 g"|" "|"(19.041830, 54.556470)  "
"Dhofar 794"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"432 g"|" "|"(19.051620, 54.463380)  "
"Dhofar 795"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"32.2 g"|" "|"(19.048700, 54.529100)  "
"Dhofar 796"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"246 g"|" "|"(19.059070, 54.536930)  "
"Dhofar 797"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"132.2 g"|" "|"(19.060400, 54.536720)  "
"Dhofar 798"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"18.4 g"|" "|"(19.060500, 54.536770)  "
"Dhofar 799"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"56.1 g"|" "|"(19.070400, 54.538380)  "
"Dhofar 800"|"Official"|" "|"2001"|"Zufar, Oman"|"L4"|"55.9 g"|" "|"(19.062520, 54.550480)  "
"Dhofar 801"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"119.2 g"|" "|"(19.055680, 54.551080)  "
"Dhofar 802"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"199.4 g"|" "|"(19.052330, 54.541950)  "
"Dhofar 803"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"22.4 g"|" "|"(19.058600, 54.535030)  "
"Dhofar 804"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"44.4 g"|" "|"(19.061550, 54.534620)  "
"Dhofar 805"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"238 g"|" "|"(18.919250, 54.266920)  "
"Dhofar 806"|"Official"|" "|"2001"|"Zufar, Oman"|"L5"|"117.2 g"|" "|"(18.565280, 54.080700)  "
"Dhofar 807"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"1260 g"|" "|"(18.504280, 54.085900)  "
"Dhofar 808"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"2.5 g"|" "|"(18.179980, 54.203670)  "
"Dhofar 809"|"Official"|" "|"2001"|"Zufar, Oman"|"L4"|"25.4 g"|" "|"(18.564500, 54.096270)  "
"Dhofar 810"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"82.6 g"|" "|"(18.560950, 54.099830)  "
"Dhofar 811"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"19.3 g"|" "|"(18.558100, 54.103900)  "
"Dhofar 812"|"Official"|" "|"2001"|"Zufar, Oman"|"L5"|"24.9 g"|" "|"(18.562400, 54.108950)  "
"Dhofar 813"|"Official"|" "|"2001"|"Zufar, Oman"|"L5"|"75.9 g"|" "|"(18.549700, 54.120230)  "
"Dhofar 814"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"99.8 g"|" "|"(18.962200, 54.590120)  "
"Dhofar 815"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"89.5 g"|" "|"(18.962200, 54.590120)  "
"Dhofar 816"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"23.9 g"|" "|"(18.979230, 54.628180)  "
"Dhofar 817"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"164.8 g"|" "|"(19.019820, 54.513980)  "
"Dhofar 818"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"82.4 g"|" "|"(19.025420, 54.506330)  "
"Dhofar 819"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"72.1 g"|" "|"(19.040280, 54.493870)  "
"Dhofar 820"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"49.3 g"|" "|"(19.045870, 54.494520)  "
"Dhofar 821"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"133.2 g"|" "|"(19.045600, 54.494000)  "
"Dhofar 822"|"Official"|" "|"2001"|"Zufar, Oman"|"L5"|"39.3 g"|" "|"(19.048920, 54.492670)  "
"Dhofar 823"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"23.3 g"|" "|"(19.050250, 54.492420)  "
"Dhofar 824"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"12.1 g"|" "|"(19.060130, 54.531820)  "
"Dhofar 825"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"50.4 g"|" "|"(19.060270, 54.543480)  "
"Dhofar 826"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"64 g"|" "|"(19.060450, 54.543670)  "
"Dhofar 827"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"135 g"|" "|"(19.058770, 54.547380)  "
"Dhofar 828"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"226 g"|" "|"(19.059780, 54.562680)  "
"Dhofar 829"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"19.7 g"|" "|"(19.060030, 54.578800)  "
"Dhofar 830"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"15.7 g"|" "|"(19.044930, 54.476370)  "
"Dhofar 831"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"22.3 g"|" "|"(19.047970, 54.489120)  "
"Dhofar 832"|"Official"|" "|"2001"|"Zufar, Oman"|"H4/5"|"7.8 g"|" "|"(19.050400, 54.490600)  "
"Dhofar 833"|"Official"|" "|"2001"|"Zufar, Oman"|"H4/5"|"4.58 g"|" "|"(19.053350, 54.493230)  "
"Dhofar 834"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"4.04 g"|" "|"(19.062280, 54.497350)  "
"Dhofar 835"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"160.1 g"|" "|"(18.644820, 54.003930)  "
"Dhofar 836 **"|"Official"|" "|"2000"|"Zufar, Oman"|"Ureilite"|"995 g"|" "|"(18.348670, 54.214000)  "
"Dhofar 837 **"|"Official"|" "|"2000"|"Zufar, Oman"|"Ureilite"|"900 g"|" "|"(18.305830, 54.149670)  "
"Dhofar 838"|"Official"|" "|"2002"|"Zufar, Oman"|"H6"|"170 g"|" "|"(19.328330, 54.763330)  "
"Dhofar 839"|"Official"|" "|"2002"|"Zufar, Oman"|"H5"|"126 g"|" "|"(18.528330, 54.003330)  "
"Dhofar 840"|"Official"|" "|"2002"|"Zufar, Oman"|"H4"|"126 g"|" "|"(19.341670, 54.560000)  "
"Dhofar 841"|"Official"|" "|"2002"|"Zufar, Oman"|"H6"|"100 g"|" "|"(18.630000, 54.050000)  "
"Dhofar 842"|"Official"|" "|"2001"|"Zufar, Oman"|"L5"|"136.8 g"|" "|"(19.188330, 54.798330)  "
"Dhofar 843"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"147 g"|" "|"(19.176670, 54.678330)  "
"Dhofar 844"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"182 g"|" "|"(18.391670, 54.160000)  "
"Dhofar 845"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"190 g"|" "|"(18.408330, 54.130000)  "
"Dhofar 846"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"156 g"|" "|"(18.343330, 54.093330)  "
"Dhofar 847"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"130 g"|" "|"(18.461670, 54.010000)  "
"Dhofar 848"|"Official"|" "|"2001"|"Zufar, Oman"|"L5"|"162 g"|" "|"(18.201670, 54.280000)  "
"Dhofar 849"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"146 g"|" "|"(18.181670, 54.096670)  "
"Dhofar 850 **"|"Official"|" "|"2002"|"Zufar, Oman"|"LL3"|"208 g"|" "|"(18.618330, 54.155000)  "
"Dhofar 851"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"62 g"|" "|"(18.458330, 54.571670)  "
"Dhofar 852"|"Official"|" "|"2001"|"Zufar, Oman"|"H4"|"122 g"|" "|"(18.243330, 54.135000)  "
"Dhofar 853"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"50 g"|" "|"(18.980000, 54.541670)  "
"Dhofar 854"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"142 g"|" "|"(18.880000, 54.616670)  "
"Dhofar 855"|"Official"|" "|"2001"|"Zufar, Oman"|"LL4"|"196 g"|" "|"(18.311670, 54.145000)  "
"Dhofar 856"|"Official"|" "|"2001"|"Zufar, Oman"|"L6"|"145 g"|" "|"(18.395000, 54.270000)  "
"Dhofar 857"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"126 g"|" "|"(18.395000, 54.136670)  "
"Dhofar 858"|"Official"|" "|"2001"|"Zufar, Oman"|"H3.9"|"88 g"|" "|"(18.221670, 54.100000)  "
"Dhofar 859"|"Official"|" "|"2001"|"Zufar, Oman"|"H5"|"93.5 g"|" "|"(19.178330, 54.825000)  "
"Dhofar 860"|"Official"|" "|"2003"|"Zufar, Oman"|"OC"|"394 g"|" "|"(19.300000, 54.668330)  "
"Dhofar 861"|"Official"|" "|"2001"|"Zufar, Oman"|"H6"|"182 g"|" "|"(19.031670, 54.511670)  "
"Dhofar 862"|"Official"|" "|"2002"|"Zufar, Oman"|"H5"|"50 g"|" "|"(19.160000, 54.586670)  "
"Dhofar 863"|"Official"|" "|"2002"|"Zufar, Oman"|"L5"|"102 g"|" "|"(19.383330, 54.593330)  "
"Dhofar 864"|"Official"|" "|"2002"|"Zufar, Oman"|"L6"|"1233 g"|" "|"(18.163330, 54.160000)  "
"Dhofar 908"|"Official"|" "|"2003"|"Zufar, Oman"|"Lunar (anorth)"|"245 g"|" "|"(19.331670, 54.783330)  "
"Dhofar 909"|"Official"|" "|"2003"|"Zufar, Oman"|"Lunar (anorth)"|"3.9 g"|" "|"(19.330150, 54.779720)  "
"Dhofar 910"|"Official"|" "|" "|"Zufar, Oman"|"Lunar (anorth)"|"142 g"|" "|"(19.331730, 54.778900)  "
"Dhofar 911"|"Official"|" "|" "|"Zufar, Oman"|"Lunar (anorth)"|"194 g"|" "|"(19.331670, 54.776670)  "
"Dhofar 912"|"Official"|" "|"2003"|"Zufar, Oman"|"H4"|"19 g"|" "|"(18.978330, 54.408330)  "
"Dhofar 913"|"Official"|" "|"2003"|"Zufar, Oman"|"H4"|"88 g"|" "|"(18.695000, 54.250000)  "
"Dhofar 914"|"Official"|" "|"2003"|"Zufar, Oman"|"LL6"|"76 g"|" "|"(18.913330, 54.416670)  "
"Dhofar 915"|"Official"|" "|"2003"|"Zufar, Oman"|"H5"|"8 g"|" "|"(19.205000, 54.526670)  "
"Dhofar 916"|"Official"|" "|"2002"|"Zufar, Oman"|"H4"|"1350 g"|" "|"(19.096670, 54.791670)  "
"Dhofar 917"|"Official"|" "|"2003"|"Zufar, Oman"|"LL6"|"12 g"|" "|"(19.306670, 54.551670)  "
"Dhofar 918"|"Official"|" "|"2003"|"Zufar, Oman"|"LL5-6"|"134 g"|" "|"(19.260000, 54.488330)  "
"Dhofar 919"|"Official"|" "|"2003"|"Zufar, Oman"|"H5"|"60 g"|" "|"(18.666670, 54.160000)  "
"Dhofar 920"|"Official"|" "|"2003"|"Zufar, Oman"|"L6"|"26 g"|" "|"(18.918330, 54.408330)  "
"Dhofar 921"|"Official"|" "|"2003"|"Zufar, Oman"|"L6"|"144 g"|" "|"(18.625000, 54.430000)  "
"Dhofar 922"|"Official"|" "|"2003"|"Zufar, Oman"|"L6"|"2.27 kg"|" "|"(19.405000, 54.570000)  "
"Dhofar 923"|"Official"|" "|"2002"|"Zufar, Oman"|"H3.9"|"190 g"|" "|"(19.335000, 54.663330)  "
"Dhofar 924"|"Official"|" "|"2002"|"Zufar, Oman"|"L6"|"185 g"|" "|"(19.163330, 54.668330)  "
"Dhofar 925 **"|"Official"|" "|"2003"|"Zufar, Oman"|"Lunar (basalt)"|"49 g"|" "|"(19.396670, 54.563330)  "
"Dhofar 926"|"Official"|" "|"2002"|"Zufar, Oman"|"L5"|"411 g"|" "|"(19.073330, 54.748330)  "
"Dhofar 927"|"Official"|" "|"2002"|"Zufar, Oman"|"H5"|"795 g"|" "|"(19.136670, 54.563330)  "
"Dhofar 928"|"Official"|" "|"2002"|"Zufar, Oman"|"L5"|"178 g"|" "|"(19.113330, 54.750000)  "
"Dhofar 929"|"Official"|" "|"2002"|"Zufar, Oman"|"L5"|"602 g"|" "|"(18.516670, 54.228330)  "
"Dhofar 930 **"|"Official"|" "|"2003"|"Zufar, Oman"|"Eucrite-pmict"|"18 g"|" "|"(19.390000, 54.558330)  "
"Dhofar 931"|"Official"|" "|"2002"|"Zufar, Oman"|"L6"|"105 g"|" "|"(19.105000, 54.818330)  "
"Dhofar 932"|"Official"|" "|"2001"|"Zufar, Oman"|"L4"|"64 g"|" "|"(19.166670, 54.871670)  "
"Dhofar 933"|"Official"|" "|"2000"|"Zufar, Oman"|"H4"|"48 g"|" "|"(19.288330, 54.695000)  "
"Dhofar 934"|"Official"|" "|"2000"|"Zufar, Oman"|"H4"|"68 g"|" "|"(18.925000, 54.598330)  "
"Dhofar 935"|"Official"|" "|"2002"|"Zufar, Oman"|"H5"|"1500 g"|" "|"(19.105000, 54.811670)  "
"Dhofar 936"|"Official"|" "|"2000"|"Zufar, Oman"|"H4"|"62 g"|" "|"(18.893330, 54.731670)  "
"Dhofar 937"|"Official"|" "|"2002"|"Zufar, Oman"|"L5"|"67 g"|" "|"(19.181670, 54.578330)  "
"Dhofar 938"|"Official"|" "|"2002"|"Zufar, Oman"|"LL5"|"1248 g"|" "|"(19.405000, 54.575000)  "
"Dhofar 939"|"Official"|" "|"2002"|"Zufar, Oman"|"H5"|"508 g"|" "|"(18.208330, 54.120000)  "
"Dhofar 941"|"Official"|" "|"2002"|"Zufar, Oman"|"L6"|"74 g"|" "|"(18.581670, 54.196670)  "
"Dhofar 942"|"Official"|" "|"2002"|"Zufar, Oman"|"L5"|"113 g"|" "|"(19.166670, 54.403330)  "
"Dhofar 943"|"Official"|" "|"2002"|"Zufar, Oman"|"L5"|"166 g"|" "|"(19.051670, 54.765000)  "
"Dhofar 944"|"Official"|" "|"2002"|"Zufar, Oman"|"H5"|"86 g"|" "|"(19.243330, 54.536670)  "
"Dhofar 945"|"Official"|" "|"2002"|"Zufar, Oman"|"H5"|"74 g"|" "|"(19.095000, 54.731670)  "
"Dhofar 946"|"Official"|" "|"2002"|"Zufar, Oman"|"LL5"|"2.41 kg"|" "|"(19.165000, 54.403330)  "
"Dhofar 947"|"Official"|" "|"2002"|"Zufar, Oman"|"L5-6"|"170 g"|" "|"(18.353330, 54.235000)  "
"Dhofar 948"|"Official"|" "|"2002"|"Zufar, Oman"|"L5"|"158 g"|" "|"(19.398330, 54.595000)  "
"Dhofar 949"|"Official"|" "|"2002"|"Zufar, Oman"|"H5"|"38 g"|" "|"(19.125000, 54.678330)  "
"Dhofar 950 **"|"Official"|" "|"2003"|"Zufar, Oman"|"Lunar (anorth)"|"21.7 g"|" "|"(19.325000, 54.781670)  "
"Dhofar 951"|"Official"|" "|"2002"|"Zufar, Oman"|"H6"|"274 g"|" "|"(18.631670, 54.231670)  "
"Dhofar 952"|"Official"|" "|"2002"|"Zufar, Oman"|"H6"|"68 g"|" "|"(19.065000, 54.761670)  "
"Dhofar 953"|"Official"|" "|"2002"|"Zufar, Oman"|"H4"|"45 g"|" "|"(19.135000, 54.565000)  "
"Dhofar 954"|"Official"|" "|"2002"|"Zufar, Oman"|"H4"|"212 g"|" "|"(18.535000, 54.133330)  "
"Dhofar 955 **"|"Official"|" "|"2003"|"Zufar, Oman"|"CM2"|"16 g"|" "|"(19.055000, 54.753330)  "
"Dhofar 956"|"Official"|" "|"2002"|"Zufar, Oman"|"L4"|"114 g"|" "|"(19.216670, 54.656670)  "
"Dhofar 957"|"Official"|" "|"2002"|"Zufar, Oman"|"H4"|"550 g"|" "|"(19.091670, 54.386670)  "
"Dhofar 958"|"Official"|" "|"2002"|"Zufar, Oman"|"H5"|"400 g"|" "|"(19.085000, 54.770000)  "
"Dhofar 959"|"Official"|" "|"2002"|"Zufar, Oman"|"L6"|"702 g"|" "|"(19.386670, 54.576670)  "
"Dhofar 960 **"|"Official"|" "|"2003"|"Zufar, Oman"|"Lunar (anorth)"|"35.4 g"|" "|"(19.396670, 54.558330)  "
"Dhofar 961 **"|"Official"|" "|"2003"|"Zufar, Oman"|"Lunar (anorth)"|"21.6 g"|" "|"(19.398330, 54.563330)  "
"Dhofar 962"|"Official"|" "|"2004"|"Zufar, Oman"|"H4"|"63.5 g"|" "|"(19.155470, 54.555500)  "
"Dhofar 964"|"Official"|" "|"2004"|"Zufar, Oman"|"H4"|"1592 g"|" "|"(19.126000, 54.856330)  "
"Dhofar 965"|"Official"|" "|"2004"|"Zufar, Oman"|"L6"|"247 g"|" "|"(19.153140, 54.960170)  "
"Dhofar 966"|"Official"|" "|"2004"|"Zufar, Oman"|"L5"|"868 g"|" "|"(19.192170, 54.985500)  "
