"Name"|"Status"|"Fall"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Larkman Nunatak 06424"|"Official"|" "|"2006"|"Antarctica"|"L6"|"3.6 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06425"|"Official"|" "|"2006"|"Antarctica"|"L6"|"20.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06426"|"Official"|" "|"2006"|"Antarctica"|"H6"|"7.1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06427"|"Official"|" "|"2006"|"Antarctica"|"L6"|"19.3 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06428"|"Official"|" "|"2006"|"Antarctica"|"H6"|"10.8 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06429"|"Official"|" "|"2006"|"Antarctica"|"H6"|"6.9 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06430"|"Official"|" "|"2006"|"Antarctica"|"H6"|"51.5 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06431"|"Official"|" "|"2006"|"Antarctica"|"H6"|"10.5 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06432"|"Official"|" "|"2006"|"Antarctica"|"H5"|"24.3 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06433"|"Official"|" "|"2006"|"Antarctica"|"H6"|"11.4 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06434"|"Official"|" "|"2006"|"Antarctica"|"L6"|"13.9 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06435"|"Official"|" "|"2006"|"Antarctica"|"L6"|"34.2 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06436"|"Official"|" "|"2006"|"Antarctica"|"H6"|"23.6 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06437"|"Official"|" "|"2006"|"Antarctica"|"H6"|"15.6 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06439"|"Official"|" "|"2006"|"Antarctica"|"H6"|"10.3 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06440"|"Official"|" "|"2006"|"Antarctica"|"H5"|"12.6 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06441"|"Official"|" "|"2006"|"Antarctica"|"H6"|"6.1 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06442"|"Official"|" "|"2006"|"Antarctica"|"L6"|"4.1 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06443"|"Official"|" "|"2006"|"Antarctica"|"H5"|"4.9 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06444"|"Official"|" "|"2006"|"Antarctica"|"L5"|"12.6 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06445"|"Official"|" "|"2006"|"Antarctica"|"H5"|"3.2 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06446"|"Official"|" "|"2006"|"Antarctica"|"LL6"|"15 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06447"|"Official"|" "|"2006"|"Antarctica"|"L6"|"17 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06448"|"Official"|" "|"2006"|"Antarctica"|"H6"|"17.5 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06450"|"Official"|" "|"2006"|"Antarctica"|"H6"|"108.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06451"|"Official"|" "|"2006"|"Antarctica"|"L4"|"23.8 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06452"|"Official"|" "|"2006"|"Antarctica"|"H6"|"52.1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06453"|"Official"|" "|"2006"|"Antarctica"|"H6"|"13 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06454"|"Official"|" "|"2006"|"Antarctica"|"L4"|"98.8 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06455"|"Official"|" "|"2006"|"Antarctica"|"L4"|"118.5 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06456"|"Official"|" "|"2006"|"Antarctica"|"H6"|"32 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06457"|"Official"|" "|"2006"|"Antarctica"|"H6"|"92.2 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06458"|"Official"|" "|"2006"|"Antarctica"|"L4"|"113.2 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06459"|"Official"|" "|"2006"|"Antarctica"|"H6"|"87.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06460"|"Official"|" "|"2006"|"Antarctica"|"H5"|"90.1 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06461"|"Official"|" "|"2006"|"Antarctica"|"LL5"|"35.4 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06462"|"Official"|" "|"2006"|"Antarctica"|"L5"|"110.8 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06463"|"Official"|" "|"2006"|"Antarctica"|"L5"|"188.7 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06464"|"Official"|" "|"2006"|"Antarctica"|"LL5"|"19.2 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06465"|"Official"|" "|"2006"|"Antarctica"|"H4"|"234 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06466"|"Official"|" "|"2006"|"Antarctica"|"L6"|"248 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06467"|"Official"|" "|"2006"|"Antarctica"|"L6"|"84.2 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06468"|"Official"|" "|"2006"|"Antarctica"|"L5"|"30.8 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06469 **"|"Official"|" "|"2006"|"Antarctica"|"LL3"|"32.1 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06470"|"Official"|" "|"2006"|"Antarctica"|"LL5"|"10.6 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06471"|"Official"|" "|"2006"|"Antarctica"|"L6"|"19.6 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06472"|"Official"|" "|"2006"|"Antarctica"|"H6"|"38.8 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06473"|"Official"|" "|"2006"|"Antarctica"|"H6"|"14.4 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06474"|"Official"|" "|"2006"|"Antarctica"|"L6"|"9.1 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06475"|"Official"|" "|"2006"|"Antarctica"|"L6"|"18.9 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06476"|"Official"|" "|"2006"|"Antarctica"|"H5"|"13.9 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06477"|"Official"|" "|"2006"|"Antarctica"|"H5"|"26.6 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06478"|"Official"|" "|"2006"|"Antarctica"|"H5"|"4.3 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06479"|"Official"|" "|"2006"|"Antarctica"|"L6"|"14.3 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06480"|"Official"|" "|"2006"|"Antarctica"|"H6"|"11.5 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06481"|"Official"|" "|"2006"|"Antarctica"|"H6"|"14.2 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06482"|"Official"|" "|"2006"|"Antarctica"|"H6"|"14.6 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06483"|"Official"|" "|"2006"|"Antarctica"|"H6"|"10.8 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06484"|"Official"|" "|"2006"|"Antarctica"|"H6"|"5.1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06485"|"Official"|" "|"2006"|"Antarctica"|"L4"|"5 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06486"|"Official"|" "|"2006"|"Antarctica"|"H6"|"14.2 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06487"|"Official"|" "|"2006"|"Antarctica"|"H6"|"15.2 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06488"|"Official"|" "|"2006"|"Antarctica"|"H6"|"7.9 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06489"|"Official"|" "|"2006"|"Antarctica"|"H6"|"63.8 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06490"|"Official"|" "|"2006"|"Antarctica"|"L4"|"53.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06491"|"Official"|" "|"2006"|"Antarctica"|"H6"|"7.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06492"|"Official"|" "|"2006"|"Antarctica"|"H6"|"8.2 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06493"|"Official"|" "|"2006"|"Antarctica"|"H6"|"5.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06494"|"Official"|" "|"2006"|"Antarctica"|"H6"|"13.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06495"|"Official"|" "|"2006"|"Antarctica"|"H6"|"1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06496"|"Official"|" "|"2006"|"Antarctica"|"H6"|"15.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06497"|"Official"|" "|"2006"|"Antarctica"|"H6"|"20.9 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06498"|"Official"|" "|"2006"|"Antarctica"|"L5"|"54.6 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06499"|"Official"|" "|"2006"|"Antarctica"|"H6"|"16.5 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06500"|"Official"|" "|"2006"|"Antarctica"|"H5"|"18.1 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06501"|"Official"|" "|"2006"|"Antarctica"|"H6"|"8.8 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06503"|"Official"|" "|"2006"|"Antarctica"|"H6"|"10.4 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06504"|"Official"|" "|"2006"|"Antarctica"|"H6"|"12.2 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06505"|"Official"|" "|"2006"|"Antarctica"|"L5"|"20.7 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06506"|"Official"|" "|"2006"|"Antarctica"|"H6"|"6.6 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06508"|"Official"|" "|"2006"|"Antarctica"|"L6"|"22.9 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06509"|"Official"|" "|"2006"|"Antarctica"|"L5"|"67 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06510"|"Official"|" "|"2006"|"Antarctica"|"L4"|"38.5 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06511"|"Official"|" "|"2006"|"Antarctica"|"H6"|"12.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06512 **"|"Official"|" "|"2006"|"Antarctica"|"Mesosiderite"|"29 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06513"|"Official"|" "|"2006"|"Antarctica"|"H6"|"16.9 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06514"|"Official"|" "|"2006"|"Antarctica"|"L5"|"87.6 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06515"|"Official"|" "|"2006"|"Antarctica"|"H6"|"13.5 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06516"|"Official"|" "|"2006"|"Antarctica"|"H6"|"45.1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06517"|"Official"|" "|"2006"|"Antarctica"|"H6"|"30.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06518"|"Official"|" "|"2006"|"Antarctica"|"H5"|"49.9 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06519"|"Official"|" "|"2006"|"Antarctica"|"H6"|"86.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06520"|"Official"|" "|"2006"|"Antarctica"|"H6"|"19.1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06521"|"Official"|" "|"2006"|"Antarctica"|"H6"|"23.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06522"|"Official"|" "|"2006"|"Antarctica"|"H4"|"9.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06523"|"Official"|" "|"2006"|"Antarctica"|"H6"|"22.2 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06524"|"Official"|" "|"2006"|"Antarctica"|"H6"|"15.5 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06525"|"Official"|" "|"2006"|"Antarctica"|"H6"|"39.8 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06526"|"Official"|" "|"2006"|"Antarctica"|"L5"|"33.3 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06527"|"Official"|" "|"2006"|"Antarctica"|"H6"|"24.3 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06528"|"Official"|" "|"2006"|"Antarctica"|"H6"|"18.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06529"|"Official"|" "|"2006"|"Antarctica"|"H6"|"26.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06530"|"Official"|" "|"2006"|"Antarctica"|"H6"|"12 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06531"|"Official"|" "|"2006"|"Antarctica"|"H6"|"34.8 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06532"|"Official"|" "|"2006"|"Antarctica"|"L5"|"15.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06533"|"Official"|" "|"2006"|"Antarctica"|"H6"|"13.2 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06534"|"Official"|" "|"2006"|"Antarctica"|"H6"|"16.5 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06535"|"Official"|" "|"2006"|"Antarctica"|"L5"|"16 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06536"|"Official"|" "|"2006"|"Antarctica"|"H6"|"3 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06537"|"Official"|" "|"2006"|"Antarctica"|"L5"|"19.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06538"|"Official"|" "|"2006"|"Antarctica"|"H6"|"11.6 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06539"|"Official"|" "|"2006"|"Antarctica"|"H4"|"15.8 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06540"|"Official"|" "|"2006"|"Antarctica"|"H6"|"26.7 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06541"|"Official"|" "|"2006"|"Antarctica"|"L6"|"27.3 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06542"|"Official"|" "|"2006"|"Antarctica"|"L5"|"10.6 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06543"|"Official"|" "|"2006"|"Antarctica"|"L5"|"11.8 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06544"|"Official"|" "|"2006"|"Antarctica"|"L6"|"11.8 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06545"|"Official"|" "|"2006"|"Antarctica"|"H6"|"17.1 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06546"|"Official"|" "|"2006"|"Antarctica"|"L5"|"16.7 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06547"|"Official"|" "|"2006"|"Antarctica"|"L5"|"13.4 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06548"|"Official"|" "|"2006"|"Antarctica"|"H5"|"7 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06549"|"Official"|" "|"2006"|"Antarctica"|"H6"|"19.3 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06550"|"Official"|" "|"2006"|"Antarctica"|"H6"|"27 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06551"|"Official"|" "|"2006"|"Antarctica"|"H6"|"10.3 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06552"|"Official"|" "|"2006"|"Antarctica"|"H6"|"11.6 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06553"|"Official"|" "|"2006"|"Antarctica"|"H5"|"7.9 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06554"|"Official"|" "|"2006"|"Antarctica"|"H6"|"5.1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06555"|"Official"|" "|"2006"|"Antarctica"|"H6"|"14.1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06556"|"Official"|" "|"2006"|"Antarctica"|"H6"|"10.6 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06557"|"Official"|" "|"2006"|"Antarctica"|"H6"|"28.9 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06558"|"Official"|" "|"2006"|"Antarctica"|"H6"|"15.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06559"|"Official"|" "|"2006"|"Antarctica"|"H6"|"15.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06560"|"Official"|" "|"2006"|"Antarctica"|"L5"|"159.6 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06561"|"Official"|" "|"2006"|"Antarctica"|"H5"|"125 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06562"|"Official"|" "|"2006"|"Antarctica"|"L6"|"111.1 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06563"|"Official"|" "|"2006"|"Antarctica"|"H5"|"213 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06564"|"Official"|" "|"2006"|"Antarctica"|"H5"|"125.3 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06565"|"Official"|" "|"2006"|"Antarctica"|"L6"|"154.9 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06566"|"Official"|" "|"2006"|"Antarctica"|"L5"|"216 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06567"|"Official"|" "|"2006"|"Antarctica"|"H5"|"145.5 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06568"|"Official"|" "|"2006"|"Antarctica"|"H5"|"81.8 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06569"|"Official"|" "|"2006"|"Antarctica"|"H6"|"122.8 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06570"|"Official"|" "|"2006"|"Antarctica"|"H5"|"47.4 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06571"|"Official"|" "|"2006"|"Antarctica"|"H5"|"57.5 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06572"|"Official"|" "|"2006"|"Antarctica"|"L5"|"56.4 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06573"|"Official"|" "|"2006"|"Antarctica"|"L5"|"23.2 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06574"|"Official"|" "|"2006"|"Antarctica"|"L5"|"53.2 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06575"|"Official"|" "|"2006"|"Antarctica"|"L5"|"37 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06576"|"Official"|" "|"2006"|"Antarctica"|"L5"|"35.7 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06577"|"Official"|" "|"2006"|"Antarctica"|"LL5"|"30.2 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06578"|"Official"|" "|"2006"|"Antarctica"|"H6"|"38.3 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06579"|"Official"|" "|"2006"|"Antarctica"|"L5"|"25.6 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06580"|"Official"|" "|"2006"|"Antarctica"|"H6"|"23.6 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06581"|"Official"|" "|"2006"|"Antarctica"|"H6"|"17.4 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06582"|"Official"|" "|"2006"|"Antarctica"|"L5"|"15 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06583"|"Official"|" "|"2006"|"Antarctica"|"H6"|"7.7 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06584"|"Official"|" "|"2006"|"Antarctica"|"H6"|"8 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06586"|"Official"|" "|"2006"|"Antarctica"|"H6"|"7.1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06587"|"Official"|" "|"2006"|"Antarctica"|"H6"|"16.9 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06588"|"Official"|" "|"2006"|"Antarctica"|"L5"|"9.9 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06589"|"Official"|" "|"2006"|"Antarctica"|"H6"|"10.1 g"|"32(1) ANSMET"|" "
"Larkman Nunatak 06590"|"Official"|" "|"2006"|"Antarctica"|"L5"|"24.2 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06591"|"Official"|" "|"2006"|"Antarctica"|"H5"|"15.2 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06592"|"Official"|" "|"2006"|"Antarctica"|"L5"|"24 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06593"|"Official"|" "|"2006"|"Antarctica"|"L6"|"25.7 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06594"|"Official"|" "|"2006"|"Antarctica"|"H5"|"12.9 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06595"|"Official"|" "|"2006"|"Antarctica"|"L6"|"22.2 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06596"|"Official"|" "|"2006"|"Antarctica"|"H6"|"24.3 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06597"|"Official"|" "|"2006"|"Antarctica"|"L5"|"17.4 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06598"|"Official"|" "|"2006"|"Antarctica"|"H5"|"9.8 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06599"|"Official"|" "|"2006"|"Antarctica"|"H5"|"11 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06600"|"Official"|" "|"2006"|"Antarctica"|"LL6"|"13.7 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06601"|"Official"|" "|"2006"|"Antarctica"|"H4"|"25.7 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06602"|"Official"|" "|"2006"|"Antarctica"|"H6"|"21.1 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06603"|"Official"|" "|"2006"|"Antarctica"|"L6"|"5 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06604"|"Official"|" "|"2006"|"Antarctica"|"L5"|"10.7 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06605 **"|"Official"|" "|"2006"|"Antarctica"|"Acapulcoite/Lodranite"|"34.6 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06606"|"Official"|" "|"2006"|"Antarctica"|"L6"|"19.7 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06607"|"Official"|" "|"2006"|"Antarctica"|"L5"|"27.3 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06608"|"Official"|" "|"2006"|"Antarctica"|"L5"|"13.5 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06609"|"Official"|" "|"2006"|"Antarctica"|"H6"|"10.4 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06610"|"Official"|" "|"2006"|"Antarctica"|"H5"|"71.8 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06611"|"Official"|" "|"2006"|"Antarctica"|"L6"|"193.2 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06612"|"Official"|" "|"2006"|"Antarctica"|"L5"|"60.2 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06613"|"Official"|" "|"2006"|"Antarctica"|"L5"|"132.3 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06614"|"Official"|" "|"2006"|"Antarctica"|"L4"|"61.5 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06615"|"Official"|" "|"2006"|"Antarctica"|"L6"|"128 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06616"|"Official"|" "|"2006"|"Antarctica"|"H5"|"193.8 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06617"|"Official"|" "|"2006"|"Antarctica"|"L5"|"73.9 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06619"|"Official"|" "|"2006"|"Antarctica"|"L5"|"30.1 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06620"|"Official"|" "|"2006"|"Antarctica"|"H5"|"24 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06621 **"|"Official"|" "|"2006"|"Antarctica"|"Howardite"|"20.2 g"|"30(2) ANSMET"|" "
"Larkman Nunatak 06622"|"Official"|" "|"2006"|"Antarctica"|"H4"|"23.6 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06623"|"Official"|" "|"2006"|"Antarctica"|"L6"|"8.1 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06624"|"Official"|" "|"2006"|"Antarctica"|"H6"|"8.1 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06625"|"Official"|" "|"2006"|"Antarctica"|"L5"|"29.6 g"|"31(2) ANSMET"|" "
"Larkman Nunatak 06626 **"|"Official"|" "|"2006"|"Antarctica"|"EL4"|"22.4 g"|"32(2) ANSMET"|" "
"Larkman Nunatak 06627"|"Official"|" "|"2006"|"Antarctica"|"H5"|"21.1 g"|"31(2) ANSMET"|" "
