"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"(Lat,Long)"
"Northwest Africa 13112 **"|"Official"|"2019"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"386 g"|" "
"Northwest Africa 13113 **"|"Official"|"2019"|"Mali"|"L4"|"1485 g"|" "
"Northwest Africa 13114 **"|"Official"|"2019"|"Algeria"|"CV3"|"1787 g"|" "
"Northwest Africa 13115 **"|"Official"|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"1524 g"|" "
"Northwest Africa 13116 **"|"Official"|"2019"|"Mali"|"H6"|"15.4 kg"|" "
"Northwest Africa 13117 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-mmict"|"102.2 g"|" "
"Northwest Africa 13118 **"|"Official"|"2005"|"(Northwest Africa)"|"L6"|"44.3 g"|" "
"Northwest Africa 13119 **"|"Official"|"2019"|"Mauritania"|"Lunar (Feldsp. Breccia)"|"7 kg"|" "
"Northwest Africa 13120 **"|"Official"|"2017"|"Southern Provinces, Morocco"|"Lunar (feldsp. breccia)"|"819 g"|" "
"Northwest Africa 13123 **"|"Official"|"2014"|"Morocco"|"CV3"|"44.2 g"|" "
"Northwest Africa 13124 **"|"Official"|"2014"|"Morocco"|"CK3"|"149 g"|" "
"Northwest Africa 13126 **"|"Official"|"2012"|"Morocco"|"L4"|"213 g"|" "
"Northwest Africa 13127 **"|"Official"|"2012"|"Morocco"|"LL6"|"395 g"|" "
"Northwest Africa 13129 **"|"Official"|"2015"|"Morocco"|"L5"|"7.8 kg"|" "
"Northwest Africa 13130 **"|"Official"|"2019"|"(Northwest Africa)"|"CV3"|"2.32 kg"|" "
"Northwest Africa 13131 **"|"Official"|"2019"|"(Northwest Africa)"|"H5"|"20 kg"|" "
"Northwest Africa 13132 **"|"Official"|"2017"|"Niger"|"L5/6"|"180 kg"|" "
"Northwest Africa 13133 **"|"Official"|"2018"|"(Northwest Africa)"|"EL6"|"90 kg"|" "
"Northwest Africa 13134 **"|"Official"|"2013"|"(Northwest Africa)"|"Martian (shergottite)"|"15 g"|" "
"Northwest Africa 13135 **"|"Official"|"2018"|"Morocco"|"Ureilite"|"58.3 g"|" "
"Northwest Africa 13136 **"|"Official"|"2017"|"Algeria"|"L3"|"147 g"|" "
"Northwest Africa 13137 **"|"Official"|"2019"|"(Northwest Africa)"|"H5-melt breccia"|"1382 g"|" "
"Northwest Africa 13138 **"|"Official"|"2019"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"16.7 g"|" "
"Northwest Africa 13139"|"Official"|"2018"|"(Northwest Africa)"|"H6"|"87 g"|" "
"Northwest Africa 13140"|"Official"|"2018"|"(Northwest Africa)"|"H4"|"7.1 g"|" "
"Northwest Africa 13141 **"|"Official"|"2018"|"Morocco"|"Mesosiderite"|"391 g"|" "
"Northwest Africa 13142"|"Official"|"2016"|"Morocco"|"H5"|"4 kg"|" "
"Northwest Africa 13143 **"|"Official"|"2018"|"Morocco"|"Howardite"|"307 g"|" "
"Northwest Africa 13144"|"Official"|"2016"|"(Northwest Africa)"|"L5-melt breccia"|"137 g"|" "
"Northwest Africa 13145 **"|"Official"|"2019"|"(Northwest Africa)"|"LL3"|"957 g"|" "
"Northwest Africa 13146 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite"|"287 g"|" "
"Northwest Africa 13147 **"|"Official"|"2019"|"(Northwest Africa)"|"L4"|"403 g"|" "
"Northwest Africa 13148 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite"|"151 g"|" "
"Northwest Africa 13149 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite"|"251 g"|" "
"Northwest Africa 13150 **"|"Official"|"2019"|"(Northwest Africa)"|"CM2"|"5.9 g"|" "
"Northwest Africa 13151 **"|"Official"|"2019"|"(Northwest Africa)"|"LL7"|"200 g"|" "
"Northwest Africa 13152 **"|"Official"|"2019"|"(Northwest Africa)"|"LL3"|"87 g"|" "
"Northwest Africa 13153 **"|"Official"|"2014"|"Morocco"|"LL7"|"19.1 g"|" "
"Northwest Africa 13154"|"Official"|"2016"|"Morocco, (Northwest Africa)"|"H5"|"296 g"|" "
"Northwest Africa 13155 **"|"Official"|"2019"|"(Northwest Africa)"|"Ureilite"|"472 g"|" "
"Northwest Africa 13156 **"|"Official"|"2019"|"(Northwest Africa)"|"CK6"|"184 g"|" "
"Northwest Africa 13157"|"Official"|"2019"|"(Northwest Africa)"|"Pallasite"|"1393 g"|" "
"Northwest Africa 13158 **"|"Official"|"2019"|"(Northwest Africa)"|"H3"|"118.3 g"|" "
"Northwest Africa 13159 **"|"Official"|"2019"|"(Northwest Africa)"|"L6-melt breccia"|"1393 g"|" "
"Northwest Africa 13160 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite"|"128.2 g"|" "
"Northwest Africa 13161 **"|"Official"|"2019"|"(Northwest Africa)"|"L3"|"318 g"|" "
"Northwest Africa 13162 **"|"Official"|"2019"|"(Northwest Africa)"|"R3-6"|"335 g"|" "
"Northwest Africa 13163 **"|"Official"|"2019"|"(Northwest Africa)"|"Diogenite"|"416 g"|" "
"Northwest Africa 13164 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite"|"284 g"|" "
"Northwest Africa 13165"|"Official"|"2019"|"(Northwest Africa)"|"L6"|"3.17 kg"|" "
"Northwest Africa 13166 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-melt breccia"|"400 g"|" "
"Northwest Africa 13167 **"|"Official"|"2019"|"(Northwest Africa)"|"C2-ung"|"1027 g"|" "
"Northwest Africa 13168"|"Official"|"2019"|"(Northwest Africa)"|"L6"|"248 g"|" "
"Northwest Africa 13169"|"Official"|"2019"|"(Northwest Africa)"|"LL6"|"199 g"|" "
"Northwest Africa 13170 **"|"Official"|"2015"|"(Northwest Africa)"|"Achondrite-ung"|"70 g"|" "
"Northwest Africa 13171 **"|"Official"|"2017"|"South, Morocco"|"L3"|"7.1 kg"|" "
"Northwest Africa 13172 **"|"Official"|"2018"|"Bechar, Algeria"|"L5"|"281 g"|" "
"Northwest Africa 13173 **"|"Official"|"2017"|"(Northwest Africa)"|"H5"|"47.4 g"|" "
"Northwest Africa 13174 **"|"Official"|"2016"|"Mauritania"|"LL5"|"82.5 g"|" "
"Northwest Africa 13175 **"|"Official"|"2018"|"Algeria"|"H5"|"281 g"|" "
"Northwest Africa 13176 **"|"Official"|"2019"|"Algeria"|"Diogenite"|"223 g"|" "
"Northwest Africa 13177 **"|"Official"|"2019"|"Morocco"|"L3-6"|"1247 g"|" "
"Northwest Africa 13178 **"|"Official"|"2019"|"Mali"|"CO3"|"1876 g"|" "
"Northwest Africa 13179 **"|"Official"|"2019"|"Algeria"|"Martian"|"175 g"|" "
"Northwest Africa 13180 **"|"Official"|"2019"|"Algeria"|"L4"|"945 g"|" "
"Northwest Africa 13181 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-br"|"31 g"|" "
"Northwest Africa 13182 **"|"Official"|"2019"|"Mali"|"LL3"|"83 g"|" "
"Northwest Africa 13183 **"|"Official"|"2005"|"(Northwest Africa)"|"H5"|"55.9 g"|" "
"Northwest Africa 13184 **"|"Official"|"2005"|"(Northwest Africa)"|"L4/5"|"40.5 g"|" "
"Northwest Africa 13185 **"|"Official"|"2019"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"300 g"|" "
"Northwest Africa 13186 **"|"Official"|"2005"|"(Northwest Africa)"|"L4"|"40.5 g"|" "
"Northwest Africa 13187 **"|"Official"|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"1600 g"|" "
"Northwest Africa 13188 **"|"Official"|"2018"|"(Northwest Africa)"|"Achondrite-ung"|"646 g"|" "
"Northwest Africa 13189 **"|"Official"|"2017"|"Morocco"|"Mesosiderite"|"132 g"|" "
"Northwest Africa 13190 **"|"Official"|"2019"|"Algeria"|"Martian (shergottite)"|"49 g"|" "
"Northwest Africa 13191 **"|"Official"|"2016"|"Southern Provinces, Morocco"|"Lunar (feldsp. breccia)"|"134.9 g"|" "
"Northwest Africa 13192 **"|"Official"|"2000"|"Kem Kem, Morocco"|"L5"|"59 g"|" "
"Northwest Africa 13193 **"|"Official"|"2000"|"(Northwest Africa)"|"L5"|"9 g"|" "
"Northwest Africa 13194 **"|"Official"|"2000"|"(Northwest Africa)"|"L6"|"52.2 g"|" "
"Northwest Africa 13195 **"|"Official"|"2000"|"(Northwest Africa)"|"L6"|"45.3 g"|" "
"Northwest Africa 13196 **"|"Official"|"2000"|"(Northwest Africa)"|"L6"|"57.3 g"|" "
"Northwest Africa 13197 **"|"Official"|"2019"|"(Northwest Africa)"|"H5"|"679 g"|" "
"Northwest Africa 13198 **"|"Official"|"2019"|"(Northwest Africa)"|"LL6"|"368 g"|" "
"Northwest Africa 13199 **"|"Official"|"2019"|"(Northwest Africa)"|"H4"|"1425 g"|" "
"Northwest Africa 13200 **"|"Official"|"2019"|"(Northwest Africa)"|"L3"|"555 g"|" "
"Northwest Africa 13201 **"|"Official"|"2019"|"(Northwest Africa)"|"L4/5"|"18.02 kg"|" "
"Northwest Africa 13202 **"|"Official"|"2020"|"(Northwest Africa)"|"Chondrite-ung"|"396 g"|" "
"Northwest Africa 13203 **"|"Official"|"2020"|"(Northwest Africa)"|"L4"|"6.98 kg"|" "
"Northwest Africa 13204 **"|"Official"|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"76.8 g"|" "
"Northwest Africa 13205 **"|"Official"|"2019"|"(Northwest Africa)"|"H4/5"|"2.56 kg"|" "
"Northwest Africa 13206 **"|"Official"|"2019"|"(Northwest Africa)"|"Howardite"|"414 g"|" "
"Northwest Africa 13207 **"|"Official"|"2019"|"(Northwest Africa)"|"H5-6"|"81 g"|" "
"Northwest Africa 13208 **"|"Official"|"2019"|"(Northwest Africa)"|"Ureilite"|"164.8 g"|" "
"Northwest Africa 13209"|"Official"|"2019"|"(Northwest Africa)"|"H6"|"42.6 g"|" "
"Northwest Africa 13210 **"|"Official"|"2019"|"(Northwest Africa)"|"EL-melt rock"|"1150 g"|" "
"Northwest Africa 13211 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite"|"55 g"|" "
"Northwest Africa 13212 **"|"Official"|"2019"|"(Northwest Africa)"|"CK6"|"18.7 g"|" "
"Northwest Africa 13213 **"|"Official"|"2019"|"(Northwest Africa)"|"L3"|"4 kg"|" "
"Northwest Africa 13214 **"|"Official"|"2019"|"(Northwest Africa)"|"Achondrite-ung"|"2.5 g"|" "
"Northwest Africa 13215 **"|"Official"|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"150 g"|" "
"Northwest Africa 13216 **"|"Official"|"2019"|"(Northwest Africa)"|"Lunar (Feldsp. Breccia)"|"100.2 g"|" "
"Northwest Africa 13217 **"|"Official"|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"50 g"|" "
"Northwest Africa 13218 **"|"Official"|"2014"|"(Northwest Africa)"|"LL3.2"|"368 g"|" "
"Northwest Africa 13219 **"|"Official"|"2019"|"Niger"|"Eucrite-cm"|"113 g"|" "
"Northwest Africa 13220 **"|"Official"|"2019"|"(Northwest Africa)"|"H3"|"630 g"|" "
"Northwest Africa 13221 **"|"Official"|"2019"|"Mali"|"L4"|"1097 g"|" "
"Northwest Africa 13222 **"|"Official"|"2019"|"(Northwest Africa)"|"H3"|"270 g"|" "
"Northwest Africa 13223 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-mmict"|"638 g"|" "
"Northwest Africa 13224 **"|"Official"|"2019"|"(Northwest Africa)"|"LL6"|"131 g"|" "
"Northwest Africa 13225 **"|"Official"|"2015"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"200 g"|" "
"Northwest Africa 13226 **"|"Official"|"2019"|"(Northwest Africa)"|"H3-4"|"174 g"|" "
"Northwest Africa 13227 **"|"Official"|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"2.3 kg"|" "
"Northwest Africa 13228 **"|"Official"|"2019"|"(Northwest Africa)"|"H3"|"142 g"|" "
"Northwest Africa 13229 **"|"Official"|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"107 g"|" "
"Northwest Africa 13230 **"|"Official"|"2019"|"(Northwest Africa)"|"Ureilite"|"820 g"|" "
"Northwest Africa 13231 **"|"Official"|"2019"|"(Northwest Africa)"|"H4"|"380 g"|" "
"Northwest Africa 13232"|"Official"|"2019"|"(Northwest Africa)"|"L6"|"1343 g"|" "
"Northwest Africa 13233 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-melt breccia"|"868 g"|" "
"Northwest Africa 13234 **"|"Official"|"2019"|"(Northwest Africa)"|"LL7"|"341 g"|" "
"Northwest Africa 13235 **"|"Official"|"2019"|"(Northwest Africa)"|"Howardite"|"1344 g"|" "
"Northwest Africa 13236 **"|"Official"|"2020"|"(Northwest Africa)"|"LL6-melt breccia"|"708 g"|" "
"Northwest Africa 13237 **"|"Official"|"2014"|"(Northwest Africa)"|"Martian (shergottite)"|"36.5 g"|" "
"Northwest Africa 13238 **"|"Official"|"2019"|"(Northwest Africa)"|"LL4"|"162.1 g"|" "
"Northwest Africa 13239 **"|"Official"|"2019"|"(Northwest Africa)"|"Ureilite"|"287 g"|" "
"Northwest Africa 13240 **"|"Official"|"2019"|"(Northwest Africa)"|"CV3"|"4 kg"|" "
"Northwest Africa 13241 **"|"Official"|"2019"|"(Northwest Africa)"|"Lodranite"|"123.9 g"|" "
"Northwest Africa 13242 **"|"Official"|"2019"|"(Northwest Africa)"|"L4"|"1237 g"|" "
"Northwest Africa 13244 **"|"Official"|"2016"|"(Northwest Africa)"|"CV3"|"350 g"|" "
"Northwest Africa 13245 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-melt breccia"|"966 g"|" "
"Northwest Africa 13246 **"|"Official"|"2019"|"(Northwest Africa)"|"CK3"|"717 g"|" "
"Northwest Africa 13247 **"|"Official"|"2019"|"(Northwest Africa)"|"Winonaite"|"314 g"|" "
"Northwest Africa 13248 **"|"Official"|"2018"|"Niger"|"H5-melt breccia"|"70 kg"|" "
"Northwest Africa 13249 **"|"Official"|"2019"|"Libya"|"C2-ung"|"4.7 kg"|" "
"Northwest Africa 13250 **"|"Official"|"2019"|"Mauritania"|"Martian (shergottite)"|"2.57 kg"|" "
"Northwest Africa 13251 **"|"Official"|"2008"|"Western Sahara"|"L-melt rock"|"101 g"|" "
"Northwest Africa 13252 **"|"Official"|"2019"|"Morocco"|"L6-melt breccia"|"99.3 g"|" "
"Northwest Africa 13253 **"|"Official"|"2019"|"Morocco"|"H5"|"211 g"|" "
"Northwest Africa 13254 **"|"Official"|"2019"|"Morocco"|"LL3"|"237 g"|" "
"Northwest Africa 13255 **"|"Official"|"2019"|"Morocco"|"Diogenite"|"65.2 g"|" "
"Northwest Africa 13256 **"|"Official"|"2019"|"Western Sahara"|"Lunar (feldsp. breccia)"|"3 kg"|" "
"Northwest Africa 13257 **"|"Official"|"2018"|"(Northwest Africa)"|"Martian (shergottite)"|"1500 g"|" "
"Northwest Africa 13258 **"|"Official"|"2019"|"Morocco"|"CV3"|"340 g"|" "
"Northwest Africa 13259 **"|"Official"|"2018"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"24.4 g"|" "
"Northwest Africa 13260 **"|"Official"|"2019"|"(Northwest Africa)"|"H6"|"21.16 kg"|" "
"Northwest Africa 13261 **"|"Official"|"2019"|"(Northwest Africa)"|"CK5"|"1185 g"|" "
"Northwest Africa 13262 **"|"Official"|"2016"|"(Northwest Africa)"|"L3"|"29.7 g"|" "
"Northwest Africa 13263 **"|"Official"|"2019"|"(Northwest Africa)"|"Howardite"|"118 g"|" "
"Northwest Africa 13264"|"Official"|"2019"|"(Northwest Africa)"|"LL5"|"214 g"|" "
"Northwest Africa 13265 **"|"Official"|"2019"|"(Northwest Africa)"|"CV3"|"700 g"|" "
"Northwest Africa 13266 **"|"Official"|"2018"|"(Northwest Africa)"|"Enst achon"|"750 g"|" "
"Northwest Africa 13267 **"|"Official"|"2020"|"(Northwest Africa)"|"L6-melt breccia"|"4.15 kg"|" "
"Northwest Africa 13268 **"|"Official"|"2013"|"Algeria"|"H4/5"|"333 g"|" "
"Northwest Africa 13269 **"|"Official"|"2019"|"Mauritania"|"Eucrite-unbr"|"740 g"|" "
"Northwest Africa 13270 **"|"Official"|"2019"|"Algeria"|"LL3.5"|"33 g"|" "
"Northwest Africa 13271 **"|"Official"|"2019"|"(Northwest Africa)"|"LL3.15"|"20.9 g"|" "
"Northwest Africa 13272 **"|"Official"|"2019"|"(Northwest Africa)"|"Achondrite-ung"|"1603 g"|" "
"Northwest Africa 13273 **"|"Official"|"2019"|"(Northwest Africa)"|"L6"|"6.06 kg"|" "
"Northwest Africa 13274 **"|"Official"|"2019"|"(Northwest Africa)"|"Achondrite-ung"|"256 g"|" "
"Northwest Africa 13275 **"|"Official"|"2019"|"(Northwest Africa)"|"L6"|"3.88 kg"|" "
"Northwest Africa 13276 **"|"Official"|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"3.65 kg"|" "
"Northwest Africa 13277 **"|"Official"|"2019"|"(Northwest Africa)"|"L-melt rock"|"277 g"|" "
"Northwest Africa 13278 **"|"Official"|"2019"|"(Northwest Africa)"|"Aubrite"|"564 g"|" "
"Northwest Africa 13279 **"|"Official"|"2019"|"(Northwest Africa)"|"CV3"|"6.42 kg"|" "
"Northwest Africa 13280 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-pmict"|"987 g"|" "
"Northwest Africa 13281 **"|"Official"|"2019"|"Niger"|"L5"|"50 kg"|" "
"Northwest Africa 13282 **"|"Official"|"2018"|"Western Sahara"|"L3"|"181 g"|" "
"Northwest Africa 13283 **"|"Official"|"2019"|"(Northwest Africa)"|"Lunar"|"201 g"|" "
"Northwest Africa 13284"|"Official"|"2015"|"purchased St.Marie aux Mine, Morocco"|"H5"|"581 g"|" "
"Northwest Africa 13285"|"Official"|"2019"|"Morocco"|"L5-6"|"400 g"|" "
"Northwest Africa 13286 **"|"Official"|"2019"|"(Northwest Africa)"|"Howardite"|"1050 g"|" "
"Northwest Africa 13287 **"|"Official"|"2017"|"(Northwest Africa)"|"Eucrite"|"705 g"|" "
"Northwest Africa 13288 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite"|"633 g"|" "
"Northwest Africa 13289 **"|"Official"|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"387 g"|" "
"Northwest Africa 13290 **"|"Official"|"2019"|"Algeria"|"H6"|"16.4 kg"|" "
"Northwest Africa 13291 **"|"Official"|"2019"|"(Northwest Africa)"|"H5"|"500 g"|" "
"Northwest Africa 13292 **"|"Official"|"2019"|"Algeria"|"H3"|"533 g"|" "
"Northwest Africa 13293 **"|"Official"|"2019"|"Algeria"|"LL3"|"193 g"|" "
"Northwest Africa 13294 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite"|"26.4 g"|" "
"Northwest Africa 13295 **"|"Official"|"2019"|"Algeria"|"CV3"|"203 g"|" "
"Northwest Africa 13296 **"|"Official"|"2019"|"Algeria"|"Eucrite-br"|"319 g"|" "
"Northwest Africa 13297 **"|"Official"|"2020"|"Algeria"|"LL3"|"1973 g"|" "
"Northwest Africa 13298 **"|"Official"|"2020"|"Morocco"|"LL3"|"730 g"|" "
"Northwest Africa 13299 **"|"Official"|"2020"|"Algeria"|"EH3"|"299 g"|" "
"Northwest Africa 13300 **"|"Official"|"2019"|"Ouargla, Algeria"|"L5"|"20.5 g"|" "
"Northwest Africa 13302 **"|"Official"|"2020"|"Morocco"|"Mesosiderite-A3"|"403 g"|" "
"Northwest Africa 13303 **"|"Official"|"2019"|"(Northwest Africa)"|"Ureilite"|"45 g"|" "
"Northwest Africa 13304 **"|"Official"|"2019"|"(Northwest Africa)"|"Aubrite"|"263 g"|" "
"Northwest Africa 13305 **"|"Official"|"2018"|"(Northwest Africa)"|"H7"|"13.08 kg"|" "
"Northwest Africa 13306 **"|"Official"|"2020"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"1560 g"|" "
"Northwest Africa 13307 **"|"Official"|"2020"|"(Northwest Africa)"|"Achondrite-ung"|"467 g"|" "
"Northwest Africa 13308 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-unbr"|"168.1 g"|" "
"Northwest Africa 13309 **"|"Official"|"2019"|"(Northwest Africa)"|"LL3.15"|"5.6 kg"|" "
"Northwest Africa 13310 **"|"Official"|"2020"|"(Northwest Africa)"|"Eucrite-br"|"441 g"|" "
"Northwest Africa 13311 **"|"Official"|"2019"|"(Northwest Africa)"|"CK3"|"875 g"|" "
"Northwest Africa 13312 **"|"Official"|"2019"|"(Northwest Africa)"|"Achondrite-ung"|"45 g"|" "
"Northwest Africa 13313 **"|"Official"|"2019"|"Mali"|"L3-6"|"987 g"|" "
"Northwest Africa 13314 **"|"Official"|"2020"|"(Northwest Africa)"|"Eucrite-br"|"2.75 kg"|" "
"Northwest Africa 13317 **"|"Official"|"2019"|"Algeria"|"L3-5"|"92.6 g"|" "
"Northwest Africa 13318"|"Official"|"2019"|"Morocco"|"LL4-6"|"150.4 g"|" "
"Northwest Africa 13319"|"Official"|"2019"|"Morocco"|"L5"|"785 g"|" "
"Northwest Africa 13320"|"Official"|"2019"|"Morocco"|"H4"|"435 g"|" "
"Northwest Africa 13321 **"|"Official"|"2018"|"Morocco"|"CV3"|"432 g"|" "
"Northwest Africa 13322 **"|"Official"|"2019"|"Morocco"|"CV3"|"349 g"|" "
"Northwest Africa 13323 **"|"Official"|"2020"|"(Northwest Africa)"|"CK3"|"3.96 kg"|" "
"Northwest Africa 13324 **"|"Official"|"2020"|"(Northwest Africa)"|"LL3.15"|"5 kg"|" "
"Northwest Africa 13325 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-br"|"7.84 kg"|" "
"Northwest Africa 13326 **"|"Official"|"2019"|"(Northwest Africa)"|"LL3"|"1235 g"|" "
"Northwest Africa 13327 **"|"Official"|"2020"|"(Northwest Africa)"|"Martian (shergottite)"|"346 g"|" "
"Northwest Africa 13328 **"|"Official"|"2020"|"(Northwest Africa)"|"LL4-5 melt breccia"|"650 g"|" "
"Northwest Africa 13329 **"|"Official"|"2020"|"(Northwest Africa)"|"CO3"|"360 g"|" "
"Northwest Africa 13330 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-br"|"147.5 g"|" "
"Northwest Africa 13331 **"|"Official"|"2020"|"(Northwest Africa)"|"H7"|"563 g"|" "
"Northwest Africa 13332 **"|"Official"|"2005"|"(Northwest Africa)"|"CK3"|"17.8 g"|" "
"Northwest Africa 13333 **"|"Official"|"2019"|"Morocco"|"LL3"|"957 g"|" "
"Northwest Africa 13334 **"|"Official"|"2009"|"(Northwest Africa)"|"Ureilite"|"526 g"|" "
"Northwest Africa 13335 **"|"Official"|"2019"|"Morocco"|"Eucrite"|"406 g"|" "
"Northwest Africa 13336 **"|"Official"|"2020"|"(Northwest Africa)"|"CR2"|"290 g"|" "
"Northwest Africa 13337 **"|"Official"|"2019"|"(Northwest Africa)"|"Mesosiderite"|"467 g"|" "
"Northwest Africa 13338"|"Official"|"2019"|"(Northwest Africa)"|"H6"|"355 g"|" "
"Northwest Africa 13339 **"|"Official"|"2019"|"(Northwest Africa)"|"LL3"|"471 g"|" "
"Northwest Africa 13340"|"Official"|"2019"|"(Northwest Africa)"|"H5"|"150 g"|" "
"Northwest Africa 13341"|"Official"|"2019"|"(Northwest Africa)"|"H5"|"170 g"|" "
"Northwest Africa 13342"|"Official"|"2019"|"(Northwest Africa)"|"LL6"|"133.7 g"|" "
"Northwest Africa 13343 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-mmict"|"3 kg"|" "
"Northwest Africa 13344 **"|"Official"|"2020"|"(Northwest Africa)"|"Eucrite"|"7.7 g"|" "
"Northwest Africa 13345 **"|"Official"|"2020"|"(Northwest Africa)"|"Howardite"|"1245 g"|" "
"Northwest Africa 13346 **"|"Official"|"2020"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"48.7 g"|" "
"Northwest Africa 13347 **"|"Official"|"2019"|"(Northwest Africa)"|"Diogenite"|"348 g"|" "
"Northwest Africa 13348 **"|"Official"|"2020"|"(Northwest Africa)"|"CH3"|"69 g"|" "
"Northwest Africa 13349 **"|"Official"|"2019"|"(Northwest Africa)"|"Eucrite-mmict"|"2.1 kg"|" "
"Northwest Africa 13350 **"|"Official"|"2019"|"(Northwest Africa)"|"L4"|"4.32 kg"|" "
"Northwest Africa 13351 **"|"Official"|"2020"|"(Northwest Africa)"|"Achondrite-ung"|"4.87 kg"|" "
"Northwest Africa 13352 **"|"Official"|"2018"|"Algeria"|"Eucrite-mmict"|"1297 g"|" "
"Northwest Africa 13353 **"|"Official"|"2020"|"Algeria"|"CO3"|"222 g"|" "
"Northwest Africa 13354 **"|"Official"|"2020"|"(Northwest Africa)"|"Lodranite"|"240 g"|" "
"Northwest Africa 13355 **"|"Official"|"2020"|"(Northwest Africa)"|"Eucrite-an"|"672 g"|" "
"Northwest Africa 13356 **"|"Official"|"2019"|"(Northwest Africa)"|"LL4"|"396 g"|" "
"Northwest Africa 13357 **"|"Official"|"2020"|"Algeria"|"CK3-6"|"38.9 g"|" "
"Northwest Africa 13358 **"|"Official"|"2019"|"(Northwest Africa)"|"L5"|"990 g"|" "
"Northwest Africa 13359 **"|"Official"|"2020"|"(Northwest Africa)"|"Eucrite-pmict"|"96 g"|" "
"Northwest Africa 13360 **"|"Official"|"2020"|"(Northwest Africa)"|"Martian (shergottite)"|"187 g"|" "
"Northwest Africa 13361"|"Official"|" "|"Morocco"|"L6"|"1040 g"|" "
"Northwest Africa 13362 **"|"Official"|"2020"|"(Northwest Africa)"|"Martian (shergottite)"|"4 g"|" "
"Northwest Africa 13363 **"|"Official"|"2020"|"Algeria"|"Angrite"|"54 g"|" "
"Northwest Africa 13364 **"|"Official"|"2019"|"Morocco"|"CV3"|"227 g"|" "
"Northwest Africa 13365 **"|"Official"|"2019"|"Morocco"|"Diogenite"|"230 g"|" "
"Northwest Africa 13366 **"|"Official"|"2019"|"Algeria"|"Martian (shergottite)"|"417 g"|" "
"Northwest Africa 13367 **"|"Official"|"2020"|"Algeria"|"Martian (shergottite)"|"249 g"|" "
"Northwest Africa 13368 **"|"Official"|"2020"|"Mauritania"|"Martian (nakhlite)"|"1105 g"|" "
"Northwest Africa 13369 **"|"Official"|"2020"|"Adrar, Algeria"|"Martian (shergottite)"|"24.7 g"|" "
"Northwest Africa 13370 **"|"Official"|"2020"|"Morocco"|"Howardite"|"312 g"|" "
"Northwest Africa 13371 **"|"Official"|"2018"|"Chwichiya, Morocco"|"CM2"|"24.8 g"|" "
"Northwest Africa 13372 **"|"Official"|"2019"|"Morocco"|"H3-6"|"7.25 kg"|" "
"Northwest Africa 13373 **"|"Official"|"2018"|"Mauritania"|"H5"|"920 g"|" "
"Northwest Africa 13374 **"|"Official"|"2018"|"Mauritania"|"L6"|"3.07 kg"|" "
"Northwest Africa 13375 **"|"Official"|"2018"|"Mauritania"|"L6"|"1382 g"|" "
"Northwest Africa 13376 **"|"Official"|"2018"|"Morocco"|"LL3"|"7 kg"|" "
"Northwest Africa 13377 **"|"Official"|"2019"|"(Northwest Africa)"|"H5"|"618 g"|" "
"Northwest Africa 13378 **"|"Official"|"2019"|"(Northwest Africa)"|"H5"|"797 g"|" "
"Northwest Africa 13379 **"|"Official"|"2019"|"(Northwest Africa)"|"LL5"|"242 g"|" "
"Northwest Africa 13380 **"|"Official"|"2019"|"(Northwest Africa)"|"H7"|"105.8 g"|" "
"Northwest Africa 13381 **"|"Official"|"2020"|"(Northwest Africa)"|"CK3"|"1335 g"|" "
