"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Yamato 792892"|"Official"|"1979"|"Antarctica"|"H6"|"26.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792893"|"Official"|"1979"|"Antarctica"|"H5"|"24.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792894"|"Official"|"1979"|"Antarctica"|"H4"|"15.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792895"|"Official"|"1979"|"Antarctica"|"H5"|"2.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792896"|"Official"|"1979"|"Antarctica"|"H5"|"2.17 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792897"|"Official"|"1979"|"Antarctica"|"H4"|"1.52 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792898"|"Official"|"1979"|"Antarctica"|"H4"|"56.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792899"|"Official"|"1979"|"Antarctica"|"H4"|"23.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792900"|"Official"|"1979"|"Antarctica"|"H4"|"18.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792901"|"Official"|"1979"|"Antarctica"|"H4"|"17.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792903"|"Official"|"1979"|"Antarctica"|"H4"|"9.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792904"|"Official"|"1979"|"Antarctica"|"L6"|"7.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792905"|"Official"|"1979"|"Antarctica"|"H4"|"8.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792906"|"Official"|"1979"|"Antarctica"|"H4"|"6.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792907"|"Official"|"1979"|"Antarctica"|"L6"|"4.65 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792909"|"Official"|"1979"|"Antarctica"|"L6"|"3.48 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792910"|"Official"|"1979"|"Antarctica"|"H4"|"5.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792911"|"Official"|"1979"|"Antarctica"|"L6"|"3.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792912"|"Official"|"1979"|"Antarctica"|"H4"|"2.37 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792913"|"Official"|"1979"|"Antarctica"|"H4"|"3.37 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792915"|"Official"|"1979"|"Antarctica"|"H3"|"0.37 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792916"|"Official"|"1979"|"Antarctica"|"L6"|"11.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792917"|"Official"|"1979"|"Antarctica"|"L6"|"6.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792918"|"Official"|"1979"|"Antarctica"|"L6"|"4.75 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792919"|"Official"|"1979"|"Antarctica"|"H4"|"106.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792920"|"Official"|"1979"|"Antarctica"|"H4"|"28.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792921"|"Official"|"1979"|"Antarctica"|"H4"|"10.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792922"|"Official"|"1979"|"Antarctica"|"H4"|"5.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792923"|"Official"|"1979"|"Antarctica"|"H4"|"0.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792924"|"Official"|"1979"|"Antarctica"|"H5"|"7.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792925"|"Official"|"1979"|"Antarctica"|"H6"|"3.57 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792926"|"Official"|"1979"|"Antarctica"|"H4"|"39.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792927"|"Official"|"1979"|"Antarctica"|"H3.7"|"25.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792928"|"Official"|"1979"|"Antarctica"|"H6"|"18.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792929"|"Official"|"1979"|"Antarctica"|"LL4"|"8.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792930"|"Official"|"1979"|"Antarctica"|"LL3"|"2.53 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792931"|"Official"|"1979"|"Antarctica"|"H4"|"74.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792932"|"Official"|"1979"|"Antarctica"|"H5"|"7.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792933"|"Official"|"1979"|"Antarctica"|"H6"|"6.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792934"|"Official"|"1979"|"Antarctica"|"L6"|"5.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792935"|"Official"|"1979"|"Antarctica"|"H5"|"760 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792936"|"Official"|"1979"|"Antarctica"|"H6"|"16.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792937"|"Official"|"1979"|"Antarctica"|"H4"|"21.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792938"|"Official"|"1979"|"Antarctica"|"H4"|"43.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792939"|"Official"|"1979"|"Antarctica"|"H5"|"41.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792940"|"Official"|"1979"|"Antarctica"|"H4"|"24.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792941"|"Official"|"1979"|"Antarctica"|"H4"|"8.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792942"|"Official"|"1979"|"Antarctica"|"H5"|"7.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792943"|"Official"|"1979"|"Antarctica"|"H4"|"12.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792944"|"Official"|"1979"|"Antarctica"|"L6"|"49.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792945"|"Official"|"1979"|"Antarctica"|"L6"|"15 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792946"|"Official"|"1979"|"Antarctica"|"L6"|"2.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792947"|"Official"|"1979"|"Antarctica"|"H3.2-an"|"233 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792948"|"Official"|"1979"|"Antarctica"|"H6"|"39.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792949"|"Official"|"1979"|"Antarctica"|"H4"|"14 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792950"|"Official"|"1979"|"Antarctica"|"H6"|"8.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792951"|"Official"|"1979"|"Antarctica"|"H6"|"6.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792952"|"Official"|"1979"|"Antarctica"|"H6"|"6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792953"|"Official"|"1979"|"Antarctica"|"H6"|"3.32 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792954"|"Official"|"1979"|"Antarctica"|"H6"|"1.98 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792955"|"Official"|"1979"|"Antarctica"|"H3"|"1.13 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792956"|"Official"|"1979"|"Antarctica"|"H6"|"0.29 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792957"|"Official"|"1979"|"Antarctica"|"H6"|"0.35 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792958"|"Official"|"1979"|"Antarctica"|"H4"|"107.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792959"|"Official"|"1979"|"Antarctica"|"EH3"|"36.4 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792960"|"Official"|"1979"|"Antarctica"|"E3"|"17.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792961"|"Official"|"1979"|"Antarctica"|"E3"|"9.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792962"|"Official"|"1979"|"Antarctica"|"E3"|"5.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792963"|"Official"|"1979"|"Antarctica"|"E3"|"5.9 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792964"|"Official"|"1979"|"Antarctica"|"E3"|"4.42 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792965"|"Official"|"1979"|"Antarctica"|"E3"|"5.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792966"|"Official"|"1979"|"Antarctica"|"E3"|"3.65 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792967"|"Official"|"1979"|"Antarctica"|"E3"|"2.65 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792968"|"Official"|"1979"|"Antarctica"|"E3"|"2.68 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792969"|"Official"|"1979"|"Antarctica"|"E3"|"2.57 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792970"|"Official"|"1979"|"Antarctica"|"E3"|"2.32 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792971"|"Official"|"1979"|"Antarctica"|"E3"|"2.51 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792972"|"Official"|"1979"|"Antarctica"|"E3"|"2.25 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792973"|"Official"|"1979"|"Antarctica"|"E3"|"2.04 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792974"|"Official"|"1979"|"Antarctica"|"E3"|"1.91 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792975"|"Official"|"1979"|"Antarctica"|"E3"|"3.31 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792976"|"Official"|"1979"|"Antarctica"|"E3"|"1.63 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792977"|"Official"|"1979"|"Antarctica"|"E3"|"2.16 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792978"|"Official"|"1979"|"Antarctica"|"E3"|"1.25 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792979"|"Official"|"1979"|"Antarctica"|"E3"|"3.24 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792980"|"Official"|"1979"|"Antarctica"|"E3"|"2.69 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792981"|"Official"|"1979"|"Antarctica"|"E3"|"2.07 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792982"|"Official"|"1979"|"Antarctica"|"E3"|"2.15 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792983"|"Official"|"1979"|"Antarctica"|"E3"|"1.71 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792984"|"Official"|"1979"|"Antarctica"|"E3"|"1.28 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792985"|"Official"|"1979"|"Antarctica"|"E3"|"1.62 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792986"|"Official"|"1979"|"Antarctica"|"E3"|"0.97 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792987"|"Official"|"1979"|"Antarctica"|"E3"|"1.66 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792988"|"Official"|"1979"|"Antarctica"|"E3"|"1.18 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792989"|"Official"|"1979"|"Antarctica"|"E3"|"1.3 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792990"|"Official"|"1979"|"Antarctica"|"E3"|"1.62 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792991"|"Official"|"1979"|"Antarctica"|"E3"|"1.77 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792992"|"Official"|"1979"|"Antarctica"|"E3"|"1.29 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792993"|"Official"|"1979"|"Antarctica"|"E3"|"1.45 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792994"|"Official"|"1979"|"Antarctica"|"E3"|"1.55 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792995"|"Official"|"1979"|"Antarctica"|"E3"|"2.16 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792996"|"Official"|"1979"|"Antarctica"|"E3"|"0.68 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792997"|"Official"|"1979"|"Antarctica"|"E3"|"2.44 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792998"|"Official"|"1979"|"Antarctica"|"E3"|"1.94 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 792999"|"Official"|"1979"|"Antarctica"|"E3"|"1.58 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793000"|"Official"|"1979"|"Antarctica"|"E3"|"2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793001"|"Official"|"1979"|"Antarctica"|"E3"|"1.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793002"|"Official"|"1979"|"Antarctica"|"E3"|"1.61 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793003"|"Official"|"1979"|"Antarctica"|"E3"|"1.62 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793004"|"Official"|"1979"|"Antarctica"|"E3"|"0.94 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793005"|"Official"|"1979"|"Antarctica"|"E3"|"1.23 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793006"|"Official"|"1979"|"Antarctica"|"E3"|"1.35 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793007"|"Official"|"1979"|"Antarctica"|"E3"|"1.07 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793008"|"Official"|"1979"|"Antarctica"|"E3"|"1.34 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793009"|"Official"|"1979"|"Antarctica"|"E3"|"1.86 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793010"|"Official"|"1979"|"Antarctica"|"E3"|"0.97 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793011"|"Official"|"1979"|"Antarctica"|"E3"|"1.67 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793012"|"Official"|"1979"|"Antarctica"|"E3"|"1.52 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793013"|"Official"|"1979"|"Antarctica"|"E3"|"1.31 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793014"|"Official"|"1979"|"Antarctica"|"E3"|"0.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793015"|"Official"|"1979"|"Antarctica"|"E3"|"1.44 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793016"|"Official"|"1979"|"Antarctica"|"E3"|"1.1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793017"|"Official"|"1979"|"Antarctica"|"E3"|"1.36 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793018"|"Official"|"1979"|"Antarctica"|"E3"|"1.55 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793019"|"Official"|"1979"|"Antarctica"|"E3"|"1.17 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793020"|"Official"|"1979"|"Antarctica"|"E3"|"0.87 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793021"|"Official"|"1979"|"Antarctica"|"E3"|"1.36 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793022"|"Official"|"1979"|"Antarctica"|"E3"|"1.46 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793023"|"Official"|"1979"|"Antarctica"|"E3"|"1.09 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793024"|"Official"|"1979"|"Antarctica"|"E3"|"1.14 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793025"|"Official"|"1979"|"Antarctica"|"E3"|"1.03 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793026"|"Official"|"1979"|"Antarctica"|"E3"|"0.99 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793027"|"Official"|"1979"|"Antarctica"|"E3"|"0.73 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793028"|"Official"|"1979"|"Antarctica"|"E3"|"0.85 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793029"|"Official"|"1979"|"Antarctica"|"E3"|"1.19 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793030"|"Official"|"1979"|"Antarctica"|"E3"|"0.99 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793031"|"Official"|"1979"|"Antarctica"|"E3"|"0.91 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793032"|"Official"|"1979"|"Antarctica"|"E3"|"0.89 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793033"|"Official"|"1979"|"Antarctica"|"E3"|"0.69 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793034"|"Official"|"1979"|"Antarctica"|"E3"|"1.34 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793035"|"Official"|"1979"|"Antarctica"|"E3"|"0.93 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793036"|"Official"|"1979"|"Antarctica"|"E3"|"1.2 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793037"|"Official"|"1979"|"Antarctica"|"E3"|"0.96 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793038"|"Official"|"1979"|"Antarctica"|"E3"|"0.82 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793039"|"Official"|"1979"|"Antarctica"|"E3"|"1.17 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793040"|"Official"|"1979"|"Antarctica"|"E3"|"0.72 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793041"|"Official"|"1979"|"Antarctica"|"E3"|"0.85 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793042"|"Official"|"1979"|"Antarctica"|"E3"|"0.85 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793043"|"Official"|"1979"|"Antarctica"|"E3"|"0.78 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793044"|"Official"|"1979"|"Antarctica"|"E3"|"1 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793045"|"Official"|"1979"|"Antarctica"|"E3"|"0.94 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793046"|"Official"|"1979"|"Antarctica"|"E3"|"0.97 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793047"|"Official"|"1979"|"Antarctica"|"E3"|"1.01 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793048"|"Official"|"1979"|"Antarctica"|"E3"|"1.04 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793049"|"Official"|"1979"|"Antarctica"|"E3"|"0.99 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793050"|"Official"|"1979"|"Antarctica"|"E3"|"0.99 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793051"|"Official"|"1979"|"Antarctica"|"E3"|"0.95 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793052"|"Official"|"1979"|"Antarctica"|"E3"|"0.71 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793053"|"Official"|"1979"|"Antarctica"|"E3"|"0.8 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793054"|"Official"|"1979"|"Antarctica"|"E3"|"0.75 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793055"|"Official"|"1979"|"Antarctica"|"E3"|"0.77 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793056"|"Official"|"1979"|"Antarctica"|"E3"|"0.86 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793057"|"Official"|"1979"|"Antarctica"|"E3"|"0.87 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793058"|"Official"|"1979"|"Antarctica"|"E3"|"0.77 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793059"|"Official"|"1979"|"Antarctica"|"E3"|"0.78 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793060"|"Official"|"1979"|"Antarctica"|"E3"|"0.91 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793061"|"Official"|"1979"|"Antarctica"|"E3"|"0.56 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793062"|"Official"|"1979"|"Antarctica"|"E3"|"0.67 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793063"|"Official"|"1979"|"Antarctica"|"E3"|"0.79 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793064"|"Official"|"1979"|"Antarctica"|"E3"|"0.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793065"|"Official"|"1979"|"Antarctica"|"E3"|"0.91 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793066"|"Official"|"1979"|"Antarctica"|"E3"|"0.73 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793067"|"Official"|"1979"|"Antarctica"|"E3"|"0.71 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793068"|"Official"|"1979"|"Antarctica"|"E3"|"0.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793069"|"Official"|"1979"|"Antarctica"|"E3"|"0.86 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793070"|"Official"|"1979"|"Antarctica"|"E3"|"0.81 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793071"|"Official"|"1979"|"Antarctica"|"E3"|"0.97 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793072"|"Official"|"1979"|"Antarctica"|"E3"|"0.79 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793073"|"Official"|"1979"|"Antarctica"|"E3"|"0.66 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793074"|"Official"|"1979"|"Antarctica"|"E3"|"0.47 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793075"|"Official"|"1979"|"Antarctica"|"E3"|"0.62 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793076"|"Official"|"1979"|"Antarctica"|"E3"|"0.94 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793077"|"Official"|"1979"|"Antarctica"|"E3"|"0.89 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793078"|"Official"|"1979"|"Antarctica"|"E3"|"0.63 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793079"|"Official"|"1979"|"Antarctica"|"E3"|"0.65 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793080"|"Official"|"1979"|"Antarctica"|"E3"|"0.68 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793081"|"Official"|"1979"|"Antarctica"|"E3"|"0.79 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793082"|"Official"|"1979"|"Antarctica"|"E3"|"0.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793083"|"Official"|"1979"|"Antarctica"|"E3"|"0.7 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793084"|"Official"|"1979"|"Antarctica"|"E3"|"0.72 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793085"|"Official"|"1979"|"Antarctica"|"E3"|"0.71 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793086"|"Official"|"1979"|"Antarctica"|"E3"|"0.63 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793087"|"Official"|"1979"|"Antarctica"|"E3"|"0.62 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793088"|"Official"|"1979"|"Antarctica"|"E3"|"0.72 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793089"|"Official"|"1979"|"Antarctica"|"E3"|"0.71 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793090"|"Official"|"1979"|"Antarctica"|"E3"|"0.61 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793091"|"Official"|"1979"|"Antarctica"|"E3"|"0.56 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793092"|"Official"|"1979"|"Antarctica"|"E3"|"0.81 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793093"|"Official"|"1979"|"Antarctica"|"E3"|"0.78 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793094"|"Official"|"1979"|"Antarctica"|"E3"|"0.47 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793095"|"Official"|"1979"|"Antarctica"|"E3"|"0.54 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793096"|"Official"|"1979"|"Antarctica"|"E3"|"0.57 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793097"|"Official"|"1979"|"Antarctica"|"E3"|"0.53 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793098"|"Official"|"1979"|"Antarctica"|"E3"|"0.41 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793099"|"Official"|"1979"|"Antarctica"|"E3"|"0.63 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793100"|"Official"|"1979"|"Antarctica"|"E3"|"0.55 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793101"|"Official"|"1979"|"Antarctica"|"E3"|"0.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793102"|"Official"|"1979"|"Antarctica"|"E3"|"0.6 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793103"|"Official"|"1979"|"Antarctica"|"E3"|"0.57 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793104"|"Official"|"1979"|"Antarctica"|"E3"|"0.44 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793105"|"Official"|"1979"|"Antarctica"|"E3"|"0.58 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793106"|"Official"|"1979"|"Antarctica"|"E3"|"0.45 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793107"|"Official"|"1979"|"Antarctica"|"E3"|"0.53 g"|" NIPR"|"(-71.500000, 35.666670)  "
"Yamato 793108"|"Official"|"1979"|"Antarctica"|"E3"|"0.5 g"|" NIPR"|"(-71.500000, 35.666670)  "
