"Name"|"Status"|"Fall"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Sayh al Uhaymir 474"|"Official"|" "|"2002"|"Al Wusta, Oman"|"L5"|"356 g"|" "|"(20.097420, 56.628520)  "
"Sayh al Uhaymir 475"|"Official"|" "|"2002"|"Al Wusta, Oman"|"L4"|"32.1 g"|" "|"(20.165580, 56.628030)  "
"Sayh al Uhaymir 476"|"Official"|" "|"2002"|"Al Wusta, Oman"|"L5"|"86.5 g"|" "|"(20.245400, 56.515880)  "
"Sayh al Uhaymir 477"|"Official"|" "|"2005"|"Al Wusta, Oman"|"L5"|"73.8 g"|" "|"(20.010220, 56.521880)  "
"Sayh al Uhaymir 478"|"Official"|" "|"2007"|"Al Wusta, Oman"|"H4"|"135.9 g"|" "|"(20.922570, 57.136170)  "
"Sayh al Uhaymir 479"|"Official"|" "|"2007"|"Al Wusta, Oman"|"H5"|"75.9 g"|" "|"(20.255230, 56.541430)  "
"Sayh al Uhaymir 480"|"Official"|" "|"2007"|"Al Wusta, Oman"|"H4"|"108.7 g"|" "|"(20.395300, 56.588820)  "
"Sayh al Uhaymir 481"|"Official"|" "|"2007"|"Al Wusta, Oman"|"L6"|"52.4 g"|" "|"(20.442900, 56.654220)  "
"Sayh al Uhaymir 482"|"Official"|" "|"2007"|"Al Wusta, Oman"|"L6"|"157.5 g"|" "|"(20.445380, 56.655420)  "
"Sayh al Uhaymir 483"|"Official"|" "|"2007"|"Al Wusta, Oman"|"H5"|"49.3 g"|" "|"(20.597880, 56.978820)  "
"Sayh al Uhaymir 484"|"Official"|" "|"2008"|"Al Wusta, Oman"|"L6"|"908 g"|" "|"(20.786170, 57.149670)  "
"Sayh al Uhaymir 487"|"Official"|" "|"2008"|"Ad Dakhiliyah, Oman"|"H6"|"32.7 g"|" "|"(21.276320, 57.118770)  "
"Sayh al Uhaymir 488"|"Official"|" "|"2008"|"Ad Dakhiliyah, Oman"|"H6"|"143.3 g"|" "|"(21.292100, 57.178000)  "
"Sayh al Uhaymir 489"|"Official"|" "|"2008"|"Al Wusta, Oman"|"H5"|"3.64 kg"|" "|"(20.959350, 56.971900)  "
"Sayh al Uhaymir 490"|"Official"|" "|"2008"|"Al Wusta, Oman"|"H5"|"278 g"|" "|"(20.273170, 56.634130)  "
"Sayh al Uhaymir 491"|"Official"|" "|"2008"|"Al Wusta, Oman"|"L3.7"|"323 g"|" "|"(20.292600, 56.642250)  "
"Sayh al Uhaymir 492"|"Official"|" "|"2008"|"Ad Dakhiliyah, Oman"|"L6"|"1257 g"|" "|"(21.268450, 57.128720)  "
"Sayh al Uhaymir 493 **"|"Official"|" "|"2009"|"Al Wusta, Oman"|"Achondrite-ung"|"134 g"|" "|"(20.533330, 57.300000)  "
"Sayh al Uhaymir 494"|"Official"|" "|"2008"|"Al Wusta, Oman"|"H4"|"149 g"|" "|"(20.198670, 56.809170)  "
"Sayh al Uhaymir 495"|"Official"|" "|"2008"|"Al Wusta, Oman"|"H6"|"92 g"|" "|"(20.702500, 57.111170)  "
"Sayh al Uhaymir 496"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H4"|"732 g"|" "|"(20.527830, 57.404500)  "
"Sayh al Uhaymir 497"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L6"|"415 g"|" "|"(20.211670, 56.604670)  "
"Sayh al Uhaymir 498"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L5"|"4.05 kg"|" "|"(20.532000, 57.335000)  "
"Sayh al Uhaymir 499"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H5"|"15.9 kg"|" "|"(20.764670, 57.269670)  "
"Sayh al Uhaymir 500"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H6"|"1269 g"|" "|"(20.126170, 56.562830)  "
"Sayh al Uhaymir 501"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H6"|"954 g"|" "|"(20.785330, 57.268670)  "
"Sayh al Uhaymir 502"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L5"|"541 g"|" "|"(20.530000, 57.367000)  "
"Sayh al Uhaymir 503"|"Official"|" "|"2010"|"Al Wusta, Oman"|"CV3"|"815 g"|" "|"(20.616670, 57.033330)  "
"Sayh al Uhaymir 504"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L5/6"|"20 kg"|" "|"(20.383330, 56.766670)  "
"Sayh al Uhaymir 505"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L4-5"|"110 g"|" "|"(20.564000, 56.665500)  "
"Sayh al Uhaymir 506"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H4-5"|"357 g"|" "|"(21.254520, 56.503000)  "
"Sayh al Uhaymir 507"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L6"|"666 g"|" "|"(21.289980, 56.580920)  "
"Sayh al Uhaymir 508"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H6"|"374 g"|" "|"(21.200070, 56.735500)  "
"Sayh al Uhaymir 509"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H5"|"182.7 g"|" "|"(21.012170, 56.779570)  "
"Sayh al Uhaymir 510"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L6"|"258 g"|" "|"(20.939300, 56.904500)  "
"Sayh al Uhaymir 511 **"|"Official"|" "|"2009"|"Al Wusta, Oman"|"Ureilite"|"266 g"|" "|"(20.896070, 56.926070)  "
"Sayh al Uhaymir 512"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H4-5"|"1607 g"|" "|"(20.906230, 56.948850)  "
"Sayh al Uhaymir 513"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H5"|"154.2 g"|" "|"(20.125380, 56.553350)  "
"Sayh al Uhaymir 514"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L5"|"1145 g"|" "|"(20.712820, 57.121620)  "
"Sayh al Uhaymir 515"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H4"|"550 g"|" "|"(20.727220, 57.107420)  "
"Sayh al Uhaymir 516"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H5"|"115.5 g"|" "|"(20.356480, 56.548850)  "
"Sayh al Uhaymir 517"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L4"|"1.7 g"|" "|"(20.356380, 56.551420)  "
"Sayh al Uhaymir 518"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L5"|"390 g"|" "|"(20.371530, 56.510820)  "
"Sayh al Uhaymir 519"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L5"|"403 g"|" "|"(20.371650, 56.510170)  "
"Sayh al Uhaymir 520"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H5"|"30.2 g"|" "|"(20.420870, 56.500330)  "
"Sayh al Uhaymir 521"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H5"|"350 g"|" "|"(20.404320, 56.642050)  "
"Sayh al Uhaymir 522"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L6"|"978 g"|" "|"(20.407020, 56.652280)  "
"Sayh al Uhaymir 523"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L6"|"265 g"|" "|"(20.415330, 56.665500)  "
"Sayh al Uhaymir 524"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L6"|"1486 g"|" "|"(21.037120, 57.231100)  "
"Sayh al Uhaymir 525 **"|"Official"|" "|"2006"|"Al Wusta, Oman"|"Ureilite"|"212 g"|" "|"(20.964500, 56.720330)  "
"Sayh al Uhaymir 526"|"Official"|" "|"2010"|"Al Wusta, Oman"|"LL6"|"806 g"|" "|"(20.525960, 56.797250)  "
"Sayh al Uhaymir 527"|"Official"|" "|"2010"|"Al Wusta, Oman"|"LL4"|"379 g"|" "|"(20.030240, 56.648010)  "
"Sayh al Uhaymir 528 **"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H-melt rock"|"275 g"|" "|"(20.522930, 56.521000)  "
"Sayh al Uhaymir 529 **"|"Official"|" "|"2002"|"Al Wusta, Oman"|"L3"|"32.2 g"|" "|"(20.531570, 56.665420)  "
"Sayh al Uhaymir 531"|"Official"|" "|"2002"|"Al Wusta, Oman"|"H5"|"2.34 kg"|" "|"(21.006330, 57.321830)  "
"Sayh al Uhaymir 532"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6"|"99.7 g"|" "|"(20.134520, 56.589770)  "
"Sayh al Uhaymir 533"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6"|"146.4 g"|" "|"(20.266530, 56.516530)  "
"Sayh al Uhaymir 534"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6"|"49.7 g"|" "|"(20.380600, 56.593420)  "
"Sayh al Uhaymir 535"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H5-6#"|"318 g"|" "|"(20.401380, 56.638250)  "
"Sayh al Uhaymir 536"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H5"|"413 g"|" "|"(20.537380, 56.989170)  "
"Sayh al Uhaymir 537 **"|"Official"|" "|"2011"|"Al Wusta, Oman"|"Eucrite-pmict"|"32.4 g"|" "|"(20.395610, 56.635890)  "
"Sayh al Uhaymir 538"|"Official"|" "|"2011"|"Al Wusta, Oman"|"L6"|"154 g"|" "|"(21.107070, 57.043630)  "
"Sayh al Uhaymir 539"|"Official"|" "|"2011"|"Al Wusta, Oman"|"L6"|"34 g"|" "|"(21.059700, 57.276320)  "
"Sayh al Uhaymir 540"|"Official"|" "|"2011"|"Al Wusta, Oman"|"L6"|"120 g"|" "|"(21.059180, 57.276200)  "
"Sayh al Uhaymir 541"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H6"|"3.3 kg"|" "|"(20.765780, 57.283320)  "
"Sayh al Uhaymir 542"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H6"|"2.85 kg"|" "|"(20.512280, 57.283270)  "
"Sayh al Uhaymir 543"|"Official"|" "|"2011"|"Al Wusta, Oman"|"L5/6"|"3.4 kg"|" "|"(20.511820, 57.286930)  "
"Sayh al Uhaymir 544"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H5"|"670 g"|" "|"(20.388480, 57.002980)  "
"Sayh al Uhaymir 545"|"Official"|" "|"2002"|"Al Wusta, Oman"|"L~6"|"24.5 g"|" "|"(20.538120, 56.665670)  "
"Sayh al Uhaymir 546 **"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H5"|"1032 g"|" "|"(20.599470, 57.142940)  "
"Sayh al Uhaymir 547"|"Official"|" "|"2011"|"Al Wusta, Oman"|"L5"|"2.35 kg"|" "|"(20.099770, 56.705070)  "
"Sayh al Uhaymir 548"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H4"|"53.8 g"|" "|"(20.237980, 56.930350)  "
"Sayh al Uhaymir 549"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H4"|"176.2 g"|" "|"(20.504830, 56.834070)  "
"Sayh al Uhaymir 550"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H5"|"130.9 g"|" "|"(20.424700, 56.650130)  "
"Sayh al Uhaymir 551"|"Official"|" "|"2011"|"Al Wusta, Oman"|"L6"|"89.7 g"|" "|"(20.770450, 57.089120)  "
"Sayh al Uhaymir 552"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6"|"1484 g"|" "|"(20.596270, 57.159170)  "
"Sayh al Uhaymir 553"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L4"|"260 g"|" "|"(20.099200, 56.598380)  "
"Sayh al Uhaymir 554"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H6"|"2.02 kg"|" "|"(20.240950, 56.642400)  "
"Sayh al Uhaymir 555"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H4/5"|"1324 g"|" "|"(20.051320, 56.592220)  "
"Sayh al Uhaymir 556"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H6"|"2.08 kg"|" "|"(21.040350, 57.043580)  "
"Sayh al Uhaymir 557"|"Official"|" "|" "|"Al Wusta, Oman"|"H4"|"3 g"|" "|"(20.174170, 56.511110)  "
"Sayh al Uhaymir 558"|"Official"|" "|"2004"|"Al Wusta, Oman"|"L5"|"48.5 g"|" "|"(21.067330, 57.267670)  "
"Sayh al Uhaymir 559 **"|"Official"|" "|"2005"|"Al Wusta, Oman"|"Ureilite"|"107 g"|" "|"(20.550770, 56.655600)  "
"Sayh al Uhaymir 560 **"|"Official"|" "|"2006"|"Al Wusta, Oman"|"H6"|"2.78 kg"|" "|"(20.983830, 57.318500)  "
"Sayh al Uhaymir 561 **"|"Official"|" "|"2011"|"Al Wusta, Oman"|"L6"|"1074 g"|" "|"(20.269720, 56.644750)  "
"Sayh al Uhaymir 562 **"|"Official"|" "|"2008"|"Al Wusta, Oman"|"Eucrite-unbr"|"772 g"|" "|"(20.991670, 57.196760)  "
"Sayh al Uhaymir 563 **"|"Official"|" "|"2009"|"Al Wusta, Oman"|"Ureilite"|"1520 g"|" "|"(20.025780, 56.661640)  "
"Sayh al Uhaymir 564 **"|"Official"|" "|"2011"|"Al Wusta, Oman"|"L3"|"709 g"|" "|"(20.528000, 56.681000)  "
"Sayh al Uhaymir 565 **"|"Official"|" "|"2011"|"Al Wusta, Oman"|"LL3"|"1953 g"|" "|"(20.552000, 56.692000)  "
"Sayh al Uhaymir 566 **"|"Official"|" "|"2011"|"Al Wusta, Oman"|"CV3"|"1725 g"|" "|"(20.175000, 56.511000)  "
"Sayh al Uhaymir 567"|"Official"|" "|"2013"|"Al Wusta, Oman"|"H3"|"1100 g"|" "|"(20.613810, 57.158280)  "
"Sayh al Uhaymir 568"|"Official"|" "|"2013"|"Al Wusta, Oman"|"H5"|"1740 g"|" "|"(20.617280, 57.161690)  "
"Sayh al Uhaymir 569"|"Official"|" "|"2013"|"Al Wusta, Oman"|"L3"|"260 g"|" "|"(20.226670, 56.641810)  "
"Sayh al Uhaymir 570"|"Official"|" "|"2013"|"Al Wusta, Oman"|"L4"|"315 g"|" "|"(20.228330, 56.641920)  "
"Sayh al Uhaymir 571"|"Official"|" "|"2013"|"Al Wusta, Oman"|"L3"|"1578 g"|" "|"(20.235310, 56.642000)  "
"Sayh al Uhaymir 572"|"Official"|" "|"2013"|"Al Wusta, Oman"|"H6"|"1070 g"|" "|"(20.608140, 57.147690)  "
"Sayh al Uhaymir 573"|"Official"|" "|"2013"|"Al Wusta, Oman"|"L4"|"2.95 kg"|" "|"(21.280110, 56.569330)  "
"Sayh al Uhaymir 574"|"Official"|" "|"2013"|"Al Wusta, Oman"|"L4"|"728 g"|" "|"(21.161530, 56.676060)  "
"Sayh al Uhaymir 575"|"Official"|" "|"2012"|"Al Wusta, Oman"|"L3-6"|"182.2 g"|" "|"(20.837500, 56.996900)  "
"Sayh al Uhaymir 576"|"Official"|" "|"2012"|"Al Wusta, Oman"|"H4-6#"|"287 g"|" "|"(20.807650, 57.077150)  "
"Sayh al Uhaymir 577"|"Official"|" "|"2012"|"Al Wusta, Oman"|"L5#"|"235 g"|" "|"(20.797820, 57.167700)  "
"Sayh al Uhaymir 578"|"Official"|" "|"2011"|"Al wusta, Oman"|"L5"|"77.3 g"|" "|"(20.391060, 56.857750)  "
"Sayh al Uhaymir 579"|"Official"|" "|"2011"|"Al wusta, Oman"|"H6"|"97.3 g"|" "|"(20.253310, 57.014250)  "
"Sayh al Uhaymir 580"|"Official"|" "|"2012"|"Al Wusta, Oman"|"H6"|"2.7 g"|" "|"(20.497500, 56.632980)  "
"Sayh al Uhaymir 582 **"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L5"|"55 kg"|" "|"(20.298830, 56.739080)  "
"Sayh al Uhaymir 583"|"Official"|" "|"2004"|"Al Wusta, Oman"|"L6"|"68 g"|" "|"(21.059000, 57.264170)  "
"Sayh al Uhaymir 584"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H5#"|"435 g"|" "|"(20.372450, 56.812670)  "
"Sayh al Uhaymir 585"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H4#"|"1170 g"|" "|"(20.682470, 57.162470)  "
"Sayh al Uhaymir 586 **"|"Official"|" "|"2011"|"Al Wusta, Oman"|"H4-5"|"162.9 g"|" "|"(20.166400, 56.545970)  "
"Sayh al Uhaymir 587 **"|"Official"|" "|"2014"|"Al Wusta, Oman"|"Martian (shergottite)"|"4.7 g"|" "|"(21.012730, 57.320630)  "
"Sayh al Uhaymir 588"|"Official"|" "|"2013"|"Ad Dakhiliyah, Oman"|"H4#"|"85.8 g"|" "|"(21.253830, 57.198330)  "
"Sayh al Uhaymir 589"|"Official"|" "|"2004"|"Al Wusta, Oman"|"L5"|"776 g"|" "|"(20.904330, 57.133330)  "
"Sayh al Uhaymir 590"|"Official"|" "|"2014"|"Al Wusta, Oman"|"L6"|"71.3 g"|" "|"(20.978800, 57.327230)  "
"Sayh al Uhaymir 591"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6"|"365 g"|" "|"(20.499650, 57.356570)  "
"Sayh al Uhaymir 592"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L4"|"1274 g"|" "|"(20.495300, 57.280630)  "
"Sayh al Uhaymir 593"|"Official"|" "|"2014"|"Al Wusta, Oman"|"H5"|"2.83 kg"|" "|"(20.652330, 57.169170)  "
"Sayh al Uhaymir 594"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6#"|"6.34 kg"|" "|"(20.485470, 57.364580)  "
"Sayh al Uhaymir 595"|"Official"|" "|"2014"|"Al Wusta, Oman"|"H4-5#"|"492 g"|" "|"(20.300550, 56.582300)  "
"Sayh al Uhaymir 596"|"Official"|" "|"2014"|"Al Wusta, Oman"|"H6#"|"217 g"|" "|"(20.390930, 56.674450)  "
"Sayh al Uhaymir 597"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L~5"|"2.73 kg"|" "|"(20.441120, 56.630550)  "
"Sayh al Uhaymir 598 **"|"Official"|" "|"2014"|"Al Wusta, Oman"|"H4-an"|"943 g"|" "|"(20.357570, 56.593120)  "
"Sayh al Uhaymir 599"|"Official"|" "|"2013"|"Al Wusta, Oman"|"L4"|"8.3 g"|" "|"(20.549760, 56.680380)  "
"Sayh al Uhaymir 600"|"Official"|" "|"2015"|"Al Wusta, Oman"|"H5#"|"96.6 g"|" "|"(20.733530, 57.001780)  "
"Sayh al Uhaymir 601"|"Official"|" "|"2015"|"Al Wusta, Oman"|"H4#"|"231 g"|" "|"(20.342270, 56.507950)  "
"Sayh al Uhaymir 602"|"Official"|" "|"2015"|"Al Wusta, Oman"|"H5#"|"171.3 g"|" "|"(20.425750, 56.560600)  "
"Sayh al Uhaymir 603"|"Official"|" "|"2015"|"Al Wusta, Oman"|"L5#"|"121.5 g"|" "|"(20.534800, 56.702630)  "
"Sayh al Uhaymir 604"|"Official"|" "|"2015"|"Al Wusta, Oman"|"H4#"|"10.2 g"|" "|"(20.604320, 56.808780)  "
"Sayh al Uhaymir 605 **"|"Official"|" "|"2014"|"Al Wusta, Oman"|"L4"|"26.2 g"|" "|"(20.543750, 56.676660)  "
"Sayh al Uhaymir 606 **"|"Official"|" "|"2017"|"Al Wusta, Oman"|"H5"|"136.5 g"|" "|"(20.342580, 56.823780)  "
"Sayh al Uhaymir 607"|"Official"|" "|"2011"|"Al Wusta, Oman"|"L5"|"2.45 kg"|" "|"(20.080000, 56.839830)  "
"Sayh al Uhaymir 608"|"Official"|" "|"2014"|"Al Wusta, Oman"|"L5"|"96.1 g"|" "|"(20.543760, 56.676660)  "
"Sayh al Uhaymir 628 **"|"Official"|" "|"2016"|"Al Wusta, Oman"|"Ureilite"|"9.41 kg"|" "|"(20.802930, 57.039050)  "
"Sayh al Uhaymir 629"|"Official"|" "|"2003"|"Al Wusta, Oman"|"L6"|"71.8 g"|" "|"(21.049160, 57.259390)  "
"Sayh al Uhaymir 630"|"Official"|" "|"2003"|"Al Wusta, Oman"|"H5"|"20.1 g"|" "|"(20.992010, 57.337970)  "
"Sazlidere **"|"Official"|" "|"2001"|"Yozgat, Turkey"|"Iron, IAB-ung"|"13.18 kg"|" "|"(39.692860, 35.688080)  "
"Sazovice"|"Official"|"Y"|"1934"|"Zlínský, Czech Republic"|"L5"|"412 g"|" "|"(49.233330, 17.566670)  "
"Scarham Creek **"|"Official"|" "|"2015"|"Alabama, USA"|"H3"|"52.1 g"|" "|"(34.319000, -85.979000)  "
"Schaap-Kooi"|"Official"|" "|"1910"|"Northern Cape, South Africa"|"H4"|"2.7 kg"|" "|"(-32.083330, 21.333330)  "
"Schellin"|"Official"|"Y"|"1715"|"Szczecin, Poland"|"L"|"7 kg"|" "|"(53.350000, 15.050000)  "
"Schenectady **"|"Official"|"Y"|"1968"|"New York, USA"|"H5"|"283 g"|" "|"(42.860830, -73.950280)  "
"Sch&ouml;nenberg **"|"Official"|"Y"|"1846"|"Bayern, Germany"|"L6"|"8 kg"|" "|"(48.350000, 10.400000)  "
"Schwetz"|"Official"|" "|"1850"|"Bydgoszcz, Poland"|"Iron, IIIAB"|"21.5 kg"|" "|"(53.400000, 18.450000)  "
"Scott City"|"Official"|" "|"1905"|"Kansas, USA"|"H5"|"2.14 kg"|" "|"(38.466670, -100.933330)  "
"Scott Glacier 98200"|"Official"|" "|"1998"|"Antarctica"|"L4"|"312 g"|"23(2) ANSMET"|"(-87.033330, -148.000000)  "
"Scott Glacier 98201"|"Official"|" "|"1998"|"Antarctica"|"L6"|"199 g"|"23(2) ANSMET"|"(-87.033330, -148.000000)  "
"Scott Glacier 98202"|"Official"|" "|"1998"|"Antarctica"|"L6"|"84.3 g"|"23(2) ANSMET"|"(-87.033330, -148.000000)  "
"Scott Glacier 06010"|"Official"|" "|"2006"|"Antarctica"|"LL5"|"1384 g"|"31(2) ANSMET"|" "
"Scott Glacier 06011"|"Official"|" "|"2006"|"Antarctica"|"L5"|"2.07 kg"|"31(2) ANSMET"|" "
"Scott Glacier 06012 **"|"Official"|" "|"2006"|"Antarctica"|"CM2"|"14.3 g"|"31(1) ANSMET"|" "
"Scott Glacier 06013 **"|"Official"|" "|"2006"|"Antarctica"|"CM2"|"20.7 g"|"31(1) ANSMET"|" "
"Scott Glacier 06014 **"|"Official"|" "|"2006"|"Antarctica"|"CM2"|"48.2 g"|"31(1) ANSMET"|" "
"Scott Glacier 06015"|"Official"|" "|"2006"|"Antarctica"|"L5"|"205 g"|"31(1) ANSMET"|" "
"Scott Glacier 06016"|"Official"|" "|"2006"|"Antarctica"|"L5"|"204 g"|"31(1) ANSMET"|" "
"Scott Glacier 06017"|"Official"|" "|"2006"|"Antarctica"|"L5"|"64.1 g"|"31(1) ANSMET"|" "
"Scott Glacier 06018"|"Official"|" "|"2006"|"Antarctica"|"L5"|"32.7 g"|"31(1) ANSMET"|" "
"Scott Glacier 06019"|"Official"|" "|"2006"|"Antarctica"|"L5"|"65.4 g"|"31(1) ANSMET"|" "
"Scott Glacier 06020"|"Official"|" "|"2006"|"Antarctica"|"L5"|"13.4 g"|"31(1) ANSMET"|" "
"Scott Glacier 06021"|"Official"|" "|"2006"|"Antarctica"|"L5"|"17 g"|"31(1) ANSMET"|" "
