"Name"|"Status"|"Fall"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Touat 004 **"|"Official"|" "|"2019"|"Adrar, Algeria"|"Lunar (feldsp. breccia)"|"345 g"|" "|"(27.172390, -0.747220)  "
"Touat 005 **"|"Official"|" "|"2020"|"Adrar, Algeria"|"Lunar (feldsp. breccia)"|"3.71 kg"|" "|"(27.747220, -1.369720)  "
"Touat 006 **"|"Official"|" "|"2019"|"Adrar, Algeria"|"Eucrite-melt breccia"|"670 g"|" "|"(27.050000, -0.166670)  "
"Touat 007 **"|"Official"|" "|"2020"|"Adrar, Algeria"|"Iron, IIIAB"|"1594 g"|" "|"(27.526000, -0.367730)  "
"Touat 008 **"|"Official"|" "|"2023"|"Adrar, Algeria"|"Lunar (troct. melt breccia)"|"2.96 kg"|" "|"(27.150000, -1.042000)  "
"Touat 009 **"|"Official"|" "|"2023"|"Adrar, Algeria"|"Eucrite-melt breccia"|"513 g"|" "|"(27.267190, -0.644530)  "
"Toubil River"|"Official"|" "|"1891"|"Kemerovskaya oblast', Russia"|"Iron, IIIAB"|"22 kg"|" "|"(55.883330, 89.100000)  "
"Toufassour **"|"Official"|" "|"2007"|"Guelmim-Es-Semara, Morocco"|"Mesosiderite"|"73.3 kg"|" "|"(29.652250, -7.749300)  "
"Toulon **"|"Official"|" "|"1962"|"Illinois, USA"|"H5"|"1215 g"|" "|"(41.116670, -89.808330)  "
"Toulouse"|"Official"|"Y"|"1812"|"Midi-Pyrenees, France"|"H6"|"1030 g"|" "|"(43.823815, 1.156998)  "
"Tounkin"|"Official"|"Y"|"1824"|"Respublika Buryatiya, Russia"|"OC"|"2 kg"|" "|"(51.733330, 102.533330)  "
"Tourinnes-la-Grosse"|"Official"|"Y"|"1863"|"Walloon Brabant, Belgium"|"L6"|"14.5 kg"|" "|"(50.783330, 4.766670)  "
"Towada **"|"Official"|" "|"1997"|"Tohoku, Japan"|"H6"|"53.5 g"|" "|"(40.550000, 141.233330)  "
"Tr&acirc;peăng R&ocirc;noăs **"|"Official"|"Yc"|"2010"|"Kampong Spoe, Cambodia"|"H4"|"13 kg"|" "|"(11.335280, 104.688890)  "
"Traspena **"|"Official"|"Yc"|"2021"|"Galicia, Spain"|"L5"|"527 g"|" "|"(42.871170, -7.323000)  "
"Travis County (a) **"|"Official"|" "|"1889"|"Texas, USA"|"H5"|"175.4 kg"|" "|"(30.300000, -97.700000)  "
"Travis County (b) **"|"Official"|" "|"1889 or 1937"|"Texas, USA"|"H4"|"5.9 kg"|" "|"(30.555560, -97.952780)  "
"Trebbin **"|"Official"|"Y"|"1988"|"Brandenburg, Germany"|"LL6"|"1250 g"|" "|"(52.216670, 13.166670)  "
"Trenton"|"Official"|" "|"1858"|"Wisconsin, USA"|"Iron, IIIAB"|"505 kg"|" "|"(43.366670, -88.133330)  "
"Trenzano"|"Official"|"Y"|"1856"|"Lombardia, Italy"|"H3/4"|"11.8 kg"|" "|"(45.466670, 10.000000)  "
"Tres Castillos **"|"Official"|" "|"1992"|"Chihuahua, Mexico"|"Iron, ungrouped"|"150 kg"|" "|"(29.470000, -105.800000)  "
"Tres Estacas"|"Official"|" "|"1968"|"Argentina"|"OC"|"150 kg"|" "|" "
"Tres Irmaos **"|"Official"|"Yc"|"2017"|"Bahia, Brazil"|"L6"|"890 g"|" "|"(-14.117000, -43.064170)  "
"Treysa"|"Official"|"Y"|"1916"|"Hessen, Germany"|"Iron, IIIAB-an"|"63 kg"|" "|"(50.916670, 9.183330)  "
"Tribune (b)"|"Official"|" "|"1981"|"Kansas, USA"|"OC"|"1470 g"|" "|" "
"Trifir **"|"Official"|" "|"1956"|"Kidal, Mali"|"L6"|"1000 g"|" "|"(20.050000, -1.683330)  "
"Trilby Wash"|"Official"|" "|"2005"|"Arizona, USA"|"L4"|"846 g"|" "|"(33.916670, -112.550000)  "
"Trom&oslash;y"|"Official"|"Y"|"1950"|"Aust-Agder, Norway"|"H"|"357 g"|" "|"(58.473330, 8.866670)  "
"Troup"|"Official"|"Y"|"1917"|"Texas, USA"|"L6"|"1020 g"|" "|"(32.166670, -95.100000)  "
"Troy Dry Lake **"|"Official"|" "|"2017"|"California, USA"|"L6"|"16.3 g"|" "|"(34.808830, -116.550830)  "
"Truckton **"|"Official"|" "|"1978"|"Colorado, USA"|"H5"|"43.4 g"|" "|"(38.581390, -104.076670)  "
"Tryon"|"Official"|" "|"1934"|"Nebraska, USA"|"L6"|"15.9 kg"|" "|"(41.550000, -100.966670)  "
"Trysil"|"Official"|"Y"|"1927"|"Hedmark, Norway"|"L/LL6"|"640 g"|" "|"(61.300000, 12.300000)  "
"Tsarev **"|"Official"|" "|"1968"|"Volgogradskaya oblast', Russia"|"L5"|"1.23 t"|" "|"(48.700000, 45.700000)  "
"Tsukuba **"|"Official"|"Y"|"1996"|"Kanto, Japan"|"H5-6"|"800 g"|" "|"(36.063330, 140.145000)  "
"Tuan Tuc"|"Official"|"Y"|"1921"|"Can Tho, Vietnam"|"L6"|"13.1 kg"|" "|"(9.666670, 105.666670)  "
"Tuanjie 001"|"Official"|" "|"2013"|"Qinghai, China"|"H4"|"11 kg"|" "|"(38.043330, 94.453050)  "
"Tuanjie 002"|"Official"|" "|"2013"|"Qinghai, China"|"L5"|"5 kg"|" "|"(38.166380, 94.276950)  "
"Tucson"|"Official"|" "|"1850"|"Arizona, USA"|"Iron, ungrouped"|"975 kg"|" "|"(31.850000, -110.966670)  "
"Tugalin-Bulen **"|"Official"|"Y"|"1967"|"Dundgovi, Mongolia"|"H6"|"10 kg"|" "|"(45.466670, 105.383330)  "
"Tule Draw"|"Official"|" "|"1981"|"Texas, USA"|"H5"|"2.3 kg"|" "|"(34.666670, -102.000000)  "
"Tule Valley"|"Official"|" "|"2001"|"Utah, USA"|"L6"|"17.7 g"|" "|"(38.998610, -113.381670)  "
"Tule Valley Hardpan 001"|"Official"|" "|"2009"|"Utah, USA"|"L5"|"5.1 g"|" "|"(38.943060, -113.378330)  "
"Tule Valley Hardpan 002"|"Official"|" "|"2009"|"Utah, USA"|"H5"|"1.32 g"|" "|"(38.945000, -113.382220)  "
"Tule Valley Hardpan 003"|"Official"|" "|"2007"|"Utah, USA"|"H5"|"10.7 g"|" "|"(38.972480, -113.373020)  "
"Tule Valley Hardpan 004"|"Official"|" "|"2007"|"Utah, USA"|"H5"|"37.5 g"|" "|"(38.956820, -113.371270)  "
"Tule Valley Hardpan 005"|"Official"|" "|"2007"|"Utah, USA"|"H6"|"29.5 g"|" "|"(38.957500, -113.370333)  "
"Tule Valley Hardpan 006"|"Official"|" "|"2007"|"Utah, USA"|"H6"|"2.6 g"|" "|"(38.973530, -113.366580)  "
"Tule Valley Hardpan 007 **"|"Official"|" "|"2014"|"Utah, USA"|"EL6"|"3.2 g"|" "|"(38.993820, -113.381820)  "
"Tule Valley Hardpan 008 **"|"Official"|" "|"2014"|"Utah, USA"|"L6"|"15 g"|" "|"(38.991680, -113.381100)  "
"Tulia (a) **"|"Official"|" "|"1917"|"Texas, USA"|"H3-4"|"86 kg"|" "|"(34.616670, -101.950000)  "
"Tulia (b) **"|"Official"|" "|"1917"|"Texas, USA"|"L6"|"4.8 kg"|" "|"(34.533330, -101.700000)  "
"Tulia (c)"|"Official"|" "|"1981"|"Texas, USA"|"H5/6"|"4.27 kg"|" "|" "
"Tulia (d)"|"Official"|" "|"1981"|"Texas, USA"|"H6"|"17.7 kg"|" "|"(34.606670, -101.766670)  "
"Tulia (iron)"|"Official"|" "|"1969"|"Texas, USA"|"Iron"|"190 g"|" "|"(34.555000, -101.630000)  "
"Tulung Dzong"|"Official"|"Y"|"1944"|"Xizang, China"|"Stone-uncl"|" "|" "|"(30.000000, 90.750000)  "
"Tungsten Mountain 001"|"Official"|" "|"2000"|"Nevada, USA"|"H4"|"31.7 g"|" "|"(39.636110, -117.654720)  "
"Tungsten Mountain 002"|"Official"|" "|"2001"|"Nevada, USA"|"H6"|"11.3 g"|" "|"(39.673570, -117.604320)  "
"Tungsten Mountain 003"|"Official"|" "|"2001"|"Nevada, USA"|"H4"|"7.8 g"|" "|"(39.684490, -117.620720)  "
"Tungsten Mountain 004"|"Official"|" "|"2001"|"Nevada, USA"|"H6"|"8.1 g"|" "|"(39.684440, -117.620220)  "
"Tungsten Mountain 005"|"Official"|" "|"2001"|"Nevada, USA"|"L6"|"4.7 g"|" "|"(39.684400, -117.620070)  "
"Tungsten Mountain 006"|"Official"|" "|"2001"|"Nevada, USA"|"L6"|"8.8 g"|" "|"(39.684360, -117.620180)  "
"Tungsten Mountain 007"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"44 g"|" "|"(39.685180, -117.621050)  "
"Tungsten Mountain 008"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"7 g"|" "|"(39.680720, -117.627780)  "
"Tungsten Mountain 009"|"Official"|" "|"2001"|"Nevada, USA"|"H4"|"31 g"|" "|"(39.680350, -117.629180)  "
"Tungsten Mountain 010"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"13.4 g"|" "|"(39.684320, -117.620520)  "
"Tungsten Mountain 011"|"Official"|" "|"2003"|"Nevada, USA"|"CV3"|"186.5 g"|" "|"(39.683333, -117.616667)  "
"Tungsten Mountain 054 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"11.5 g"|" "|"(39.689040, -117.620080)  "
"Tungsten Mountain 055 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"7.4 g"|" "|"(39.689090, -117.619860)  "
"Tungsten Mountain 056 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"28.8 g"|" "|"(39.689070, -117.619830)  "
"Tungsten Mountain 057 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"11.5 g"|" "|"(39.688820, -117.619450)  "
"Tungsten Mountain 058 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"34.9 g"|" "|"(39.688890, -117.620100)  "
"Tungsten Mountain 059 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"12 g"|" "|"(39.688450, -117.621120)  "
"Tungsten Mountain 060 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"18.9 g"|" "|"(39.688490, -117.621080)  "
"Tungsten Mountain 073 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"28.5 g"|" "|"(39.679550, -117.629250)  "
"Tungsten Mountain 084 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"28.1 g"|" "|"(39.687040, -117.622900)  "
"Tungsten Mountain 113"|"Official"|" "|"2004"|"Nevada, USA"|"H4/5"|"4.48 g"|" "|"(39.679170, -117.626750)  "
"Tungsten Mountain 116 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"7 g"|" "|"(39.687260, -117.623230)  "
"Tungsten Mountain 121 **"|"Official"|" "|"2001"|"Nevada, USA"|"H5"|"2.6 g"|" "|"(39.687350, -117.623060)  "
"Tungsten Mountain 204"|"Official"|" "|"2005"|"Nevada, USA"|"H4"|"41.6 g"|" "|"(39.678880, -117.629450)  "
"Tungsten Mountain 533"|"Official"|" "|"2007"|"Nevada, USA"|"H5"|"25.3 g"|" "|"(39.689450, -117.623580)  "
"Tungsten Mountain 535"|"Official"|" "|"2007"|"Nevada, USA"|"H4"|"26.1 g"|" "|"(39.689080, -117.622570)  "
"Tungsten Mountain 541"|"Official"|" "|"2007"|"Nevada, USA"|"H3.8"|"5.7 g"|" "|"(39.688400, -117.624220)  "
"Tungsten Mountain 542"|"Official"|" "|"2007"|"Nevada, USA"|"H5"|"4.6 g"|" "|"(39.687200, -117.626180)  "
"Tungsten Mountain 543"|"Official"|" "|"2007"|"Nevada, USA"|"H4"|"18.1 g"|" "|"(39.689380, -117.620320)  "
"Tungsten Mountain 563"|"Official"|" "|"2007"|"Nevada, USA"|"H5"|"9.3 g"|" "|"(39.677200, -117.628580)  "
"Tungsten Mountain 572"|"Official"|" "|"2007"|"Nevada, USA"|"H6"|"10.7 g"|" "|"(39.681050, -117.613250)  "
"Tungsten Mountain 573"|"Official"|" "|"2010"|"Nevada, USA"|"H4"|"68 g"|" "|"(39.689730, -117.618220)  "
"Tupelo **"|"Official"|" "|"2012"|"Mississippi, USA"|"EL6"|"280 g"|" "|"(34.242160, -88.775940)  "
"Turgut **"|"Official"|" "|"1999"|"Konya, Turkey"|"Iron, ungrouped"|"152 kg"|" "|"(38.616940, 32.001600)  "
"Turpan 001 **"|"Official"|" "|"2013"|"Xinjiang, China"|"L~6"|"1500 g"|" "|"(42.561950, 89.010010)  "
"Turpan 002"|"Official"|" "|"2017"|"Xinjiang, China"|"LL5"|"2.22 kg"|" "|"(42.324970, 89.884460)  "
"Turpan 003 **"|"Official"|" "|"2022"|"Xinjiang, China"|"Iron, IIIAB"|"97.6 g"|" "|"(42.425500, 89.347700)  "
"Turriff **"|"Official"|" "|"1994"|"Victoria, Australia"|"L5"|"218 g"|" "|"(-35.483330, 142.600000)  "
"Turtle Lake **"|"Official"|"Y"|"1996"|"Wisconsin, USA"|"L5"|"89.3 g"|" "|"(45.345830, -92.051670)  "
"Turtle River **"|"Official"|" "|"1953"|"Minnesota, USA"|"Iron, IIIAB"|"22.39 kg"|" "|"(47.600000, -94.766670)  "
"Tuxtuac **"|"Official"|"Y"|"1975"|"Zacatecas, Mexico"|"LL5"|"30 kg"|" "|"(21.666670, -103.366670)  "
"Tuya"|"Official"|" "|"2013"|"Xinjiang, China"|"H5"|"11.45 kg"|" "|"(40.140330, 91.702000)  "
"Tuya 002"|"Official"|" "|"2013"|"Xinjiang, China"|"L5"|"760 g"|" "|"(40.503830, 91.709530)  "
"Tuya 003"|"Official"|" "|"2013"|"Xinjiang, China"|"L5"|"31.72 kg"|" "|"(40.513720, 91.690760)  "
"Tuya 004"|"Official"|" "|"2013"|"Xinjiang, China"|"L5"|"33.58 kg"|" "|"(40.516260, 91.675410)  "
"Tuya 005"|"Official"|" "|"2013"|"Xinjiang, China"|"L5"|"10.35 kg"|" "|"(40.503220, 91.710250)  "
"Tuya 006"|"Official"|" "|"2013"|"Xinjiang, China"|"L5"|"5.4 kg"|" "|"(40.501080, 91.700000)  "
"Tuya 007"|"Official"|" "|"2013"|"Xinjiang, China"|"L5"|"8.62 kg"|" "|"(40.497420, 91.709420)  "
"Tuya 008 **"|"Official"|" "|"2020"|"Xinjiang, China"|"Iron, IIIAB"|"840 g"|" "|"(40.686000, 91.982000)  "
"Tuya 009 **"|"Official"|" "|"2022"|"Xinjiang, China"|"H6"|"12 kg"|" "|"(40.681900, 91.980260)  "
"Tuzla"|"Official"|" "|"1920"|"Constanta, Romania"|"L6"|"236 g"|" "|"(44.016670, 28.633330)  "
"Twannberg **"|"Official"|" "|"1984"|"Bern, Switzerland"|"Iron, IIG"|"152.7 kg"|" "|"(47.124440, 7.178890)  "
"Twayla 001 **"|"Official"|"Nd"|"2017"|"Saguia el Hamra, Western Sahara"|"Howardite"|"500 g"|" "|"(26.836670, -9.193330)  "
"Twayla 002 **"|"Official"|" "|"2020"|"Saguia el Hamra, Western Sahara"|"Iron, IIIAB"|"13.78 kg"|" "|"(26.743330, -9.701380)  "
"Twentynine Palms **"|"Official"|" "|"1944"|"California, USA"|"L"|"19.7 kg"|" "|"(34.075000, -116.016670)  "
"Twin City **"|"Official"|" "|"1955"|"Georgia, USA"|"Iron, IAB-ung"|"5.13 kg"|" "|"(32.583330, -82.016670)  "
"Two Buttes (a) **"|"Official"|" "|"1962"|"Colorado, USA"|"H5"|"19.7 kg"|" "|"(37.633330, -102.416670)  "
"Two Buttes (b) **"|"Official"|" "|"1970"|"Colorado, USA"|"H"|"3 kg"|" "|"(37.633330, -102.416670)  "
"Twodot"|"Official"|" "|"1999"|"Montana, USA"|"H6"|"21.4 kg"|" "|"(46.700000, -110.133330)  "
"Tyro **"|"Official"|" "|"1978"|"Kansas, USA"|"L6"|"895 g"|" "|"(37.000000, -95.800000)  "
"Tysnes Island"|"Official"|"Y"|"1884"|"Hordaland, Norway"|"H4"|"19.86 kg"|" "|"(60.000000, 5.616670)  "
"Tyumen **"|"Official"|"Y"|"1903"|"Tyumenskaya oblast', Russia"|"Iron"|"750 g"|" "|"(57.166670, 65.533330)  "
"Uakit **"|"Official"|" "|" "|"Respublika Buryatiya, Russia"|"Iron, IIAB"|"3.96 kg"|" "|"(55.496530, 113.563330)  "
"Uasara **"|"Official"|" "|" "|"Antofagasta, Chile"|"Iron, IIAB"|"3.14 kg"|" "|" "
"Ub&aacute; **"|"Official"|" "|"1960"|"Minas Gerais, Brazil"|"H5"|"84.5 g"|" "|"(-21.116670, -42.950000)  "
"Uberaba"|"Official"|"Y"|"1903"|"Minas Gerais, Brazil"|"H5"|"40 kg"|" "|"(-19.816670, -48.783330)  "
"Ucera **"|"Official"|"Y"|"1970"|"Falcon, Venezuela"|"H5"|"4.59 kg"|" "|"(11.050000, -69.850000)  "
"Uchkuduk **"|"Official"|"Y"|"1989"|"Navoi, Uzbekistan"|"L6"|"1000 g"|" "|"(41.766670, 62.516670)  "
"Udaipur"|"Official"|"Y"|"1976"|"India"|"H3"|"2 kg"|" "|" "
"Udall Park **"|"Official"|" "|"1985"|"Arizona, USA"|"H4"|"150 g"|" "|"(32.250000, -110.833330)  "
"Udei Station"|"Official"|"Y"|"1927"|"Benue, Nigeria"|"Iron, IAB-ung"|"103 kg"|" "|"(7.950000, 8.083330)  "
"Udei&aacute;t el Had **"|"Official"|" "|"1988"|"Ajdabiya, Libya"|"L6"|"658 g"|" "|"(29.416670, 20.500000)  "
"Uden"|"Official"|"Y"|"1840"|"Noord-Brabant, Netherlands"|"LL7"|"710 g"|" "|"(51.650000, 5.616670)  "
"Udipi"|"Official"|"Y"|"1866"|"Karnataka, India"|"H5"|"3.6 kg"|" "|"(13.483330, 74.783330)  "
"Uegit"|"Official"|" "|"1921"|"Bakool, Somalia"|"Iron, IIIAB"|"252 kg"|" "|"(3.816670, 43.333330)  "
"Ufana **"|"Official"|"Y"|"1957"|"Arusha, Tanzania"|"EL6"|"189.2 g"|" "|"(-4.266670, 35.350000)  "
"Ularring **"|"Official"|" "|"1970"|"Western Australia, Australia"|"L6"|"272 g"|" "|"(-29.966670, 120.600000)  "
"Ulmiz"|"Official"|"Y"|"1926"|"Fribourg, Switzerland"|"L"|"76.5 g"|" "|"(46.933330, 7.216670)  "
"Ultuna **"|"Official"|" "|"1944"|"Uppsala, Sweden"|"H"|"1900 g"|" "|"(59.816670, 17.666670)  "
"Ulyanovsk **"|"Official"|" "|"2006"|"Ul'yanovskaya oblast', Russia"|"H5"|"4.68 kg"|" "|"(54.364947, 48.591447)  "
"Ulysses"|"Official"|" "|"1927"|"Kansas, USA"|"H4"|"3.9 kg"|" "|"(37.600000, -101.250000)  "
"Um Habib **"|"Official"|" "|"1960"|"Ash Sharqiyah, Saudi Arabia"|"L6"|"696 g"|" "|"(21.500000, 50.500000)  "
"Um-Hadid"|"Official"|" "|" "|"Ash Sharqiyah, Saudi Arabia"|"Mesosiderite"|"15.4 kg"|" "|"(21.695000, 50.596670)  "
"Umbala"|"Official"|"Y"|"1822"|"Punjab, India"|"LL5"|"100 g"|" "|"(30.333330, 76.333330)  "
"Umbarger **"|"Official"|" "|"1954"|"Texas, USA"|"L6"|"13 kg"|" "|"(34.950000, -102.117500)  "
"Umm as Samim 001"|"Official"|" "|"2001"|"Al Wusta, Oman"|"H5"|"1847 g"|" "|"(21.318330, 56.416670)  "
"Umm as Samim 002"|"Official"|" "|"2001"|"Al Wusta, Oman"|"H5"|"1048 g"|" "|"(21.323330, 56.421670)  "
"Umm as Samim 003"|"Official"|" "|"2001"|"Al Wusta, Oman"|"H3.7"|"991 g"|" "|"(21.320000, 56.416670)  "
"Umm as Samim 008"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L6"|"290 g"|" "|"(21.005780, 56.469180)  "
"Umm as Samim 009"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L6"|"3.99 kg"|" "|"(21.064930, 56.481880)  "
"Umm as Samim 010"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H4"|"252 g"|" "|"(21.348850, 56.161870)  "
"Umm as Samim 011"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H4"|"791 g"|" "|"(21.376030, 56.291120)  "
"Umm as Samim 012"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H4"|"1355 g"|" "|"(21.380150, 56.290830)  "
"Umm as Samim 013"|"Official"|" "|"2009"|"Al Wusta, Oman"|"L6"|"206 g"|" "|"(21.372800, 56.313770)  "
"Umm as Samim 014"|"Official"|" "|"2009"|"Al Wusta, Oman"|"H4"|"1714 g"|" "|"(21.373870, 56.313650)  "
"Umm as Samim 015"|"Official"|" "|"2010"|"Az Zahirah, Oman"|"L6"|"396 g"|" "|"(21.345330, 55.463000)  "
"Umm as Samim 016"|"Official"|" "|"2010"|"Az Zahirah, Oman"|"H5#"|"3.86 g"|" "|"(21.343870, 55.457120)  "
"Umm as Samim 017"|"Official"|" "|"2010"|"Az Zahirah, Oman"|"H3-6"|"61.3 g"|" "|"(21.344220, 55.455130)  "
"Umm as Samim 018"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H5#"|"97.5 g"|" "|"(21.229380, 55.516920)  "
"Umm as Samim 019"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6#"|"3.16 g"|" "|"(21.229480, 55.520870)  "
"Umm as Samim 020"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6"|"1.36 g"|" "|"(21.231620, 55.521120)  "
"Umm as Samim 021"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H5#"|"102 g"|" "|"(21.235130, 55.534830)  "
"Umm as Samim 022"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H3.9"|"20.8 g"|" "|"(21.138230, 55.524920)  "
"Umm as Samim 023"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6"|"144.4 g"|" "|"(21.142700, 55.539120)  "
"Umm as Samim 024 **"|"Official"|" "|"2010"|"Al Wusta, Oman"|"Eucrite-cm"|"407 g"|" "|"(21.126370, 55.526120)  "
"Umm as Samim 025"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6#"|"306 g"|" "|"(21.125380, 55.526970)  "
"Umm as Samim 026"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6#"|"256 g"|" "|"(21.126380, 55.537030)  "
"Umm as Samim 027"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6#"|"2.91 kg"|" "|"(21.113030, 55.540830)  "
"Umm as Samim 028"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6#"|"123.6 g"|" "|"(21.113330, 55.540980)  "
"Umm as Samim 029"|"Official"|" "|"2010"|"Al Wusta, Oman"|"L6"|"24.7 g"|" "|"(21.110730, 55.531470)  "
"Umm as Samim 030"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H3.9-6"|"10.1 g"|" "|"(21.091650, 55.510980)  "
"Umm as Samim 031"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H6"|"213 g"|" "|"(21.023580, 55.562970)  "
"Umm as Samim 032"|"Official"|" "|"2010"|"Al Wusta, Oman"|"H4"|"4.34 kg"|" "|"(21.048320, 55.573720)  "
"Umm as Samim 033"|"Official"|" "|"2013"|"Al Wusta, Oman"|"L6"|"360 g"|" "|"(21.046890, 56.438030)  "
"Umm Ruaba **"|"Official"|"Y"|"1966"|"Kurdufan, Sudan"|"L5"|"1700 g"|" "|"(13.466670, 31.216670)  "
"Umm Tina"|"Official"|" "|"1932"|"Ash Sharqiyah, Saudi Arabia"|"L6"|"70.2 g"|" "|"(19.027780, 51.083330)  "
"Undulung **"|"Official"|"Y"|"1986"|"Respublika Sakha(Yakutiya), Russia"|"L4"|"113.4 g"|" "|"(66.138890, 124.766670)  "
"Union County"|"Official"|" "|"1853"|"Georgia, USA"|"Iron, IC"|"6.8 kg"|" "|"(34.750000, -84.000000)  "
"United Arab Emirates 001 **"|"Official"|" "|"2005"|"Abu Dhabi, United Arab Emirates"|"Ureilite"|"155 g"|" "|"(22.846044, 55.121208)  "
"United Arab Emirates 002"|"Official"|" "|"2005"|"Abu Dhabi, United Arab Emirates"|"L6"|"2 kg"|" "|"(22.842310, 55.141030)  "
"United Arab Emirates 003"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"H6"|"47 g"|" "|"(22.709860, 55.125420)  "
"United Arab Emirates 004"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"H5"|"205 g"|" "|"(22.699220, 55.088110)  "
"United Arab Emirates 005"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"H6"|"212 g"|" "|"(22.699440, 55.095030)  "
"United Arab Emirates 006"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L4"|"200 g"|" "|"(22.700470, 55.104250)  "
"United Arab Emirates 007"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"H5"|"7 g"|" "|"(22.788750, 55.094690)  "
"United Arab Emirates 008"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"H5"|"23 g"|" "|"(22.790640, 55.094530)  "
"United Arab Emirates 009"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"H6"|"15 g"|" "|"(22.793170, 55.096670)  "
"United Arab Emirates 010"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"53 g"|" "|"(22.849970, 55.144530)  "
"United Arab Emirates 011"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"296 g"|" "|"(22.851140, 55.141750)  "
"United Arab Emirates 012"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"21 g"|" "|"(22.860560, 55.183170)  "
"United Arab Emirates 013"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"55 g"|" "|"(22.878470, 55.151280)  "
"United Arab Emirates 014"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"95 g"|" "|"(22.869060, 55.151890)  "
"United Arab Emirates 015"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"57 g"|" "|"(22.868810, 55.151530)  "
"United Arab Emirates 016"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"19 g"|" "|"(22.868780, 55.150080)  "
"United Arab Emirates 017"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"15 g"|" "|"(22.865890, 55.156690)  "
"United Arab Emirates 018"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"H5"|"540 g"|" "|"(22.795060, 55.207750)  "
"United Arab Emirates 019"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"87 g"|" "|"(22.887640, 55.175390)  "
"United Arab Emirates 020"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"170 g"|" "|"(22.888110, 55.184390)  "
"United Arab Emirates 021"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"35 g"|" "|"(22.888720, 55.184444)  "
"United Arab Emirates 022"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"100 g"|" "|"(22.894920, 55.170810)  "
"United Arab Emirates 023"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"87 g"|" "|"(22.895280, 55.170330)  "
"United Arab Emirates 024"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"45 g"|" "|"(22.893140, 55.178280)  "
"United Arab Emirates 025"|"Official"|" "|"2009"|"Abu Dhabi, United Arab Emirates"|"L6"|"148 g"|" "|"(22.893080, 55.174440)  "
