"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Grove Mountains 053616"|"Official"|"2006"|"Antarctica"|"L5"|"2.96 g"|" CARE"|"(-72.780556, 75.307500)  "
"Grove Mountains 053617"|"Official"|"2006"|"Antarctica"|"L6"|"2.61 g"|" CARE"|"(-72.779167, 75.310556)  "
"Grove Mountains 053621"|"Official"|"2006"|"Antarctica"|"L6"|"1.8 g"|" CARE"|"(-72.781940, 75.300560)  "
"Grove Mountains 053622"|"Official"|"2006"|"Antarctica"|"L6"|"2.43 g"|" CARE"|"(-72.781940, 75.300560)  "
"Grove Mountains 053623"|"Official"|"2006"|"Antarctica"|"L5"|"1.45 g"|" CARE"|"(-72.781944, 75.300556)  "
"Grove Mountains 053625"|"Official"|"2006"|"Antarctica"|"L6"|"1.27 g"|" CARE"|"(-72.781940, 75.300560)  "
"Grove Mountains 053629"|"Official"|"2006"|"Antarctica"|"L6"|"0.7 g"|" CARE"|"(-72.781944, 75.300556)  "
"Grove Mountains 053630"|"Official"|"2006"|"Antarctica"|"L5"|"0.77 g"|" CARE"|"(-72.781944, 75.300556)  "
"Grove Mountains 053632"|"Official"|"2006"|"Antarctica"|"L5"|"0.7 g"|" CARE"|"(-72.781944, 75.300556)  "
"Grove Mountains 053638"|"Official"|"2006"|"Antarctica"|"H4"|"80.4 g"|" CARE"|"(-72.825280, 75.351940)  "
"Grove Mountains 053639"|"Official"|"2006"|"Antarctica"|"L5"|"84 g"|" CARE"|"(-72.787220, 75.275560)  "
"Grove Mountains 053640"|"Official"|"2006"|"Antarctica"|"H5"|"20.2 g"|" CARE"|"(-72.779167, 75.310556)  "
"Grove Mountains 053641"|"Official"|"2006"|"Antarctica"|"H5"|"12.9 g"|" CARE"|"(-72.783889, 75.269444)  "
"Grove Mountains 053642"|"Official"|"2006"|"Antarctica"|"H5"|"6.5 g"|" CARE"|"(-72.783890, 75.269440)  "
"Grove Mountains 053643"|"Official"|"2006"|"Antarctica"|"H5"|"2.86 g"|" CARE"|"(-72.783889, 75.269444)  "
"Grove Mountains 053644"|"Official"|"2006"|"Antarctica"|"H-metal"|"5.4 g"|" CARE"|"(-72.785830, 75.274720)  "
"Grove Mountains 053645"|"Official"|"2006"|"Antarctica"|"H3"|"4.91 g"|" CARE"|"(-72.783330, 75.269440)  "
"Grove Mountains 053652"|"Official"|"2006"|"Antarctica"|"L5"|"3.66 g"|" CARE"|"(-72.785000, 75.296940)  "
"Grove Mountains 053653"|"Official"|"2006"|"Antarctica"|"H4"|"2.79 g"|" CARE"|"(-72.785000, 75.296940)  "
"Grove Mountains 053654"|"Official"|"2006"|"Antarctica"|"H4"|"1.59 g"|" CARE"|"(-72.779167, 75.310556)  "
"Grove Mountains 053655"|"Official"|"2006"|"Antarctica"|"H6"|"2.15 g"|" CARE"|"(-72.785000, 75.296940)  "
"Grove Mountains 053656"|"Official"|"2006"|"Antarctica"|"H5"|"6.9 g"|" CARE"|"(-72.789440, 75.278330)  "
"Grove Mountains 053662"|"Official"|"2006"|"Antarctica"|"L5"|"12 g"|" CARE"|"(-72.783056, 75.276667)  "
"Grove Mountains 053663"|"Official"|"2006"|"Antarctica"|"L5"|"11.1 g"|" CARE"|"(-72.786390, 75.289170)  "
"Grove Mountains 053666"|"Official"|"2006"|"Antarctica"|"H4"|"1.51 g"|" CARE"|"(-72.786390, 75.289170)  "
"Grove Mountains 053683"|"Official"|"2006"|"Antarctica"|"H5"|"0.67 g"|" CARE"|"(-72.786667, 75.286389)  "
"Grove Mountains 053687"|"Official"|"2006"|"Antarctica"|"H4"|"18.6 g"|" CARE"|"(-72.845280, 75.217780)  "
"Grove Mountains 053688"|"Official"|"2006"|"Antarctica"|"L5"|"2.98 g"|" CARE"|"(-72.786389, 75.293611)  "
"Grove Mountains 053689"|"Official"|"2006"|"Antarctica"|"H4"|"2.81 kg"|" CARE"|"(-72.825560, 75.351390)  "
"Grove Mountains 053690"|"Official"|"2006"|"Antarctica"|"H4"|"1730 g"|" CARE"|"(-72.825556, 75.357778)  "
"Grove Mountains 053691"|"Official"|"2006"|"Antarctica"|"H4"|"9.9 g"|" CARE"|"(-72.771940, 75.328890)  "
"Grove Mountains 053693"|"Official"|"2006"|"Antarctica"|"H4"|"17.6 g"|" CARE"|"(-72.825560, 75.354720)  "
"Grove Mountains 053694"|"Official"|"2006"|"Antarctica"|"H4"|"2.42 g"|" CARE"|"(-72.825560, 75.352780)  "
"Grove Mountains 053695"|"Official"|"2006"|"Antarctica"|"H3"|"12.1 g"|" CARE"|"(-72.778889, 75.313611)  "
"Grove Mountains 053696"|"Official"|"2006"|"Antarctica"|"H5"|"11.8 g"|" CARE"|"(-72.786670, 75.283330)  "
"Grove Mountains 053697"|"Official"|"2006"|"Antarctica"|"L4"|"6.1 g"|" CARE"|"(-72.786670, 75.283330)  "
"Grove Mountains 053699"|"Official"|"2006"|"Antarctica"|"L5"|"2.21 g"|" CARE"|"(-72.825280, 75.355600)  "
"Grove Mountains 053700"|"Official"|"2006"|"Antarctica"|"L5"|"27.9 g"|" CARE"|"(-72.825000, 75.356110)  "
"Grove Mountains 053701"|"Official"|"2006"|"Antarctica"|"L5"|"115.6 g"|" CARE"|"(-72.825280, 75.355000)  "
"Grove Mountains 053702"|"Official"|"2006"|"Antarctica"|"H4"|"9 g"|" CARE"|"(-72.825560, 75.350000)  "
"Grove Mountains 053703"|"Official"|"2006"|"Antarctica"|"L6"|"2.59 g"|" CARE"|"(-72.788611, 75.283056)  "
"Grove Mountains 053704"|"Official"|"2006"|"Antarctica"|"L6"|"11.5 g"|" CARE"|"(-72.786390, 75.283610)  "
"Grove Mountains 053706"|"Official"|"2006"|"Antarctica"|"L6 "|"1.39 g"|" CARE"|"(-72.825000, 75.354170)  "
"Grove Mountains 053708"|"Official"|"2006"|"Antarctica"|"L5"|"1.34 g"|" CARE"|"(-72.825000, 75.354167)  "
"Grove Mountains 053714"|"Official"|"2006"|"Antarctica"|"H6"|"0.82 g"|" CARE"|"(-72.778889, 75.313611)  "
"Grove Mountains 053721"|"Official"|"2006"|"Antarctica"|"L6"|"197.1 g"|" CARE"|"(-72.780280, 75.274170)  "
"Grove Mountains 053722"|"Official"|"2006"|"Antarctica"|"L5"|"209 g"|" CARE"|"(-72.781110, 75.277500)  "
"Grove Mountains 053723"|"Official"|"2006"|"Antarctica"|"L5"|"50.4 g"|" CARE"|"(-72.780280, 75.275830)  "
"Grove Mountains 053724"|"Official"|"2006"|"Antarctica"|"L5"|"55 g"|" CARE"|"(-72.780000, 75.268610)  "
"Grove Mountains 053725"|"Official"|"2006"|"Antarctica"|"L5"|"54.2 g"|" CARE"|"(-72.779722, 75.275833)  "
"Grove Mountains 053726"|"Official"|"2006"|"Antarctica"|"L5"|"2.92 g"|" CARE"|"(-72.779720, 75.269440)  "
"Grove Mountains 053732"|"Official"|"2006"|"Antarctica"|"H5"|"20.2 g"|" CARE"|"(-72.778056, 75.272778)  "
"Grove Mountains 053733"|"Official"|"2006"|"Antarctica"|"L5"|"7 g"|" CARE"|"(-72.778330, 75.276110)  "
"Grove Mountains 053734"|"Official"|"2006"|"Antarctica"|"L5"|"7.3 g"|" CARE"|"(-72.779170, 75.276940)  "
"Grove Mountains 053735"|"Official"|"2006"|"Antarctica"|"L5"|"2.51 g"|" CARE"|"(-72.778330, 75.273330)  "
"Grove Mountains 053736"|"Official"|"2006"|"Antarctica"|"H5"|"1.86 g"|" CARE"|"(-72.778333, 75.273333)  "
"Grove Mountains 053744"|"Official"|"2006"|"Antarctica"|"L5"|"5.8 g"|" CARE"|"(-72.781110, 75.271390)  "
"Grove Mountains 053745"|"Official"|"2006"|"Antarctica"|"H5"|"1.59 g"|" CARE"|"(-72.781110, 75.311940)  "
"Grove Mountains 053748"|"Official"|"2006"|"Antarctica"|"L6"|"1.4 g"|" CARE"|"(-72.781389, 75.271389)  "
"Grove Mountains 053751"|"Official"|"2006"|"Antarctica"|"H6"|"1.56 g"|" CARE"|"(-72.778889, 75.313611)  "
"Grove Mountains 053754"|"Official"|"2006"|"Antarctica"|"L6"|"0.76 g"|" CARE"|"(-72.781389, 75.271389)  "
"Grove Mountains 053755"|"Official"|"2006"|"Antarctica"|"L5"|"0.77 g"|" CARE"|"(-72.781389, 75.271389)  "
"Grove Mountains 053756"|"Official"|"2006"|"Antarctica"|"H4"|"0.76 g"|" CARE"|"(-72.778889, 75.313611)  "
"Grove Mountains 053783"|"Official"|"2006"|"Antarctica"|"H5"|"63.2 g"|" CARE"|"(-72.781940, 75.293060)  "
"Grove Mountains 053784"|"Official"|"2006"|"Antarctica"|"H5"|"1.1 g"|" CARE"|"(-72.785280, 75.268610)  "
"Grove Mountains 053788"|"Official"|"2006"|"Antarctica"|"H5"|"1.88 g"|" CARE"|"(-72.785000, 75.271390)  "
"Grove Mountains 053789"|"Official"|"2006"|"Antarctica"|"H5"|"2.13 g"|" CARE"|"(-72.785000, 75.271390)  "
"Grove Mountains 053790"|"Official"|"2006"|"Antarctica"|"H4"|"1.53 g"|" CARE"|"(-72.785000, 75.271390)  "
"Grove Mountains 053791"|"Official"|"2006"|"Antarctica"|"H4"|"1.41 g"|" CARE"|"(-72.785000, 75.271389)  "
"Grove Mountains 053792"|"Official"|"2006"|"Antarctica"|"L6"|"0.96 g"|" CARE"|"(-72.785000, 75.271389)  "
"Grove Mountains 053797"|"Official"|"2006"|"Antarctica"|"L5"|"0.76 g"|" CARE"|"(-72.785000, 75.271389)  "
"Grove Mountains 053799"|"Official"|"2006"|"Antarctica"|"H6"|"0.51 g"|" CARE"|"(-72.785000, 75.271390)  "
"Grove Mountains 053815"|"Official"|"2006"|"Antarctica"|"L6"|"1.28 g"|" CARE"|"(-72.781940, 75.270560)  "
"Grove Mountains 053822"|"Official"|"2006"|"Antarctica"|"L5"|"6.9 g"|" CARE"|"(-72.779440, 75.270000)  "
"Grove Mountains 053823"|"Official"|"2006"|"Antarctica"|"L5"|"7.2 g"|" CARE"|"(-72.779440, 75.270000)  "
"Grove Mountains 053824"|"Official"|"2006"|"Antarctica"|"H4 "|"6.5 g"|" CARE"|"(-72.779440, 75.270000)  "
"Grove Mountains 053825"|"Official"|"2006"|"Antarctica"|"H5"|"6.5 g"|" CARE"|"(-72.779320, 75.270100)  "
"Grove Mountains 053826"|"Official"|"2006"|"Antarctica"|"H4"|"4 g"|" CARE"|"(-72.779440, 75.270000)  "
"Grove Mountains 053827"|"Official"|"2006"|"Antarctica"|"L5"|"4.99 g"|" CARE"|"(-72.779440, 75.270000)  "
"Grove Mountains 053828"|"Official"|"2006"|"Antarctica"|"L5"|"3.75 g"|" CARE"|"(-72.779440, 75.270000)  "
"Grove Mountains 053830"|"Official"|"2006"|"Antarctica"|"L6"|"3.5 g"|" CARE"|"(-72.779440, 75.270000)  "
"Grove Mountains 053832"|"Official"|"2006"|"Antarctica"|"L6"|"2.16 g"|" CARE"|"(-72.779440, 75.270000)  "
"Grove Mountains 053833"|"Official"|"2006"|"Antarctica"|"L5"|"3.19 g"|" CARE"|"(-72.779440, 75.270000)  "
"Grove Mountains 053834"|"Official"|"2006"|"Antarctica"|"H4"|"3.09 g"|" CARE"|"(-72.783890, 75.272500)  "
"Grove Mountains 053835"|"Official"|"2006"|"Antarctica"|"L5"|"1.64 g"|" CARE"|"(-72.783890, 75.272500)  "
"Grove Mountains 053836"|"Official"|"2006"|"Antarctica"|"H4"|"1.41 g"|" CARE"|"(-72.783889, 75.272500)  "
"Grove Mountains 053837"|"Official"|"2006"|"Antarctica"|"L6"|"1.29 g"|" CARE"|"(-72.778889, 75.313611)  "
"Grove Mountains 053843"|"Official"|"2006"|"Antarctica"|"H5"|"1.28 g"|" CARE"|"(-72.783890, 75.272500)  "
"Grove Mountains 053845"|"Official"|"2006"|"Antarctica"|"L5"|"1.19 g"|" CARE"|"(-72.783890, 75.272500)  "
"Grove Mountains 053857"|"Official"|"2006"|"Antarctica"|"H6"|"0.83 g"|" CARE"|"(-72.783889, 75.272500)  "
"Grove Mountains 053862"|"Official"|"2006"|"Antarctica"|"H4"|"0.76 g"|" CARE"|"(-72.786389, 75.276389)  "
"Grove Mountains 053880"|"Official"|"2006"|"Antarctica"|"H5"|"0.82 g"|" CARE"|"(-72.778889, 75.313611)  "
"Grove Mountains 053919"|"Official"|"2006"|"Antarctica"|"L5"|"4.73 g"|" CARE"|"(-72.786940, 75.273610)  "
"Grove Mountains 053920"|"Official"|"2006"|"Antarctica"|"L5"|"3.04 g"|" CARE"|"(-72.786940, 75.273610)  "
"Grove Mountains 053921"|"Official"|"2006"|"Antarctica"|"L4"|"2.46 g"|" CARE"|"(-72.786944, 75.273611)  "
"Grove Mountains 053923"|"Official"|"2006"|"Antarctica"|"L5"|"3.46 g"|" CARE"|"(-72.786940, 75.273610)  "
"Grove Mountains 053978"|"Official"|"2006"|"Antarctica"|"LL6"|"7.1 g"|" CARE"|"(-72.771667, 75.325278)  "
"Grove Mountains 053979"|"Official"|"2006"|"Antarctica"|"L5"|"5.1 g"|" CARE"|"(-72.767500, 75.418611)  "
"Grove Mountains 053981"|"Official"|"2006"|"Antarctica"|"L4"|"55.2 g"|" CARE"|"(-72.781940, 75.286670)  "
"Grove Mountains 053982"|"Official"|"2006"|"Antarctica"|"H4"|"13 g"|" CARE"|"(-72.785000, 75.286390)  "
"Grove Mountains 053983"|"Official"|"2006"|"Antarctica"|"L5"|"6.2 g"|" CARE"|"(-72.781670, 75.286390)  "
"Grove Mountains 053984"|"Official"|"2006"|"Antarctica"|"L6"|"2.19 g"|" CARE"|"(-72.779444, 75.285833)  "
"Grove Mountains 053985"|"Official"|"2006"|"Antarctica"|"H5"|"1.27 g"|" CARE"|"(-72.777500, 75.283890)  "
"Grove Mountains 053986"|"Official"|"2006"|"Antarctica"|"L5"|"1.74 g"|" CARE"|"(-72.777580, 75.284000)  "
"Grove Mountains 053988"|"Official"|"2006"|"Antarctica"|"H6"|"0.76 g"|" CARE"|"(-72.778889, 75.313611)  "
"Grove Mountains 053994"|"Official"|"2006"|"Antarctica"|"L5"|"4.68 g"|" CARE"|"(-72.784440, 75.280280)  "
"Grove Mountains 053995"|"Official"|"2006"|"Antarctica"|"L5"|"3.97 g"|" CARE"|"(-72.792500, 75.274720)  "
"Grove Mountains 053996"|"Official"|"2006"|"Antarctica"|"L6"|"1.46 g"|" CARE"|"(-72.784444, 75.280278)  "
"Grove Mountains 053997"|"Official"|"2006"|"Antarctica"|"L6"|"2.16 g"|" CARE"|"(-72.784440, 75.280280)  "
"Grove Mountains 053998"|"Official"|"2006"|"Antarctica"|"L5"|"2.96 g"|" CARE"|"(-72.784440, 75.280280)  "
"Grove Mountains 053999"|"Official"|"2006"|"Antarctica"|"H5"|"2.8 g"|" CARE"|"(-72.784440, 75.280280)  "
"Grove Mountains 054000"|"Official"|"2006"|"Antarctica"|"L5"|"2.5 g"|" CARE"|"(-72.784310, 75.280200)  "
"Grove Mountains 054001"|"Official"|"2006"|"Antarctica"|"L6"|"1.76 g"|" CARE"|"(-72.784440, 75.280280)  "
"Grove Mountains 054003"|"Official"|"2006"|"Antarctica"|"L6"|"1.6 g"|" CARE"|"(-72.784444, 75.280278)  "
"Grove Mountains 054005"|"Official"|"2006"|"Antarctica"|"L6"|"0.96 g"|" CARE"|"(-72.773056, 75.339167)  "
"Grove Mountains 054008"|"Official"|"2006"|"Antarctica"|"L6"|"1.53 g"|" CARE"|"(-72.784440, 75.280280)  "
"Grove Mountains 054009"|"Official"|"2006"|"Antarctica"|"L5"|"1.27 g"|" CARE"|"(-72.784440, 75.280280)  "
"Grove Mountains 054010"|"Official"|"2006"|"Antarctica"|"L6"|"1.44 g"|" CARE"|"(-72.794440, 75.280280)  "
"Grove Mountains 054018"|"Official"|"2006"|"Antarctica"|"L5"|"0.94 g"|" CARE"|"(-72.790278, 75.273056)  "
"Grove Mountains 054027"|"Official"|"2006"|"Antarctica"|"L6"|"0.51 g"|" CARE"|"(-72.790280, 75.273060)  "
"Grove Mountains 054042"|"Official"|"2006"|"Antarctica"|"L5"|"63.1 g"|" CARE"|"(-72.780830, 75.280830)  "
"Grove Mountains 054043"|"Official"|"2006"|"Antarctica"|"L5"|"7.4 g"|" CARE"|"(-72.781390, 75.284720)  "
"Grove Mountains 054044"|"Official"|"2006"|"Antarctica"|"H4"|"3.93 g"|" CARE"|"(-72.779170, 75.285280)  "
"Grove Mountains 054045"|"Official"|"2006"|"Antarctica"|"H5"|"1.49 g"|" CARE"|"(-72.787220, 75.274440)  "
"Grove Mountains 054046"|"Official"|"2006"|"Antarctica"|"H5"|"1.19 g"|" CARE"|"(-72.787280, 75.274400)  "
"Grove Mountains 054048"|"Official"|"2006"|"Antarctica"|"H6"|"0.96 g"|" CARE"|"(-72.787222, 75.274444)  "
"Grove Mountains 054051"|"Official"|"2006"|"Antarctica"|"H4"|"0.77 g"|" CARE"|"(-72.787222, 75.274444)  "
"Grove Mountains 054060"|"Official"|"2006"|"Antarctica"|"H5"|"0.83 g"|" CARE"|"(-72.785000, 75.283330)  "
"Grove Mountains 054061"|"Official"|"2006"|"Antarctica"|"H5"|"0.84 g"|" CARE"|"(-72.785000, 75.283330)  "
"Grove Mountains 054063"|"Official"|"2006"|"Antarctica"|"H5"|"1.61 g"|" CARE"|"(-72.785000, 75.283333)  "
"Grove Mountains 054065"|"Official"|"2006"|"Antarctica"|"H5"|"1.31 g"|" CARE"|"(-72.785050, 75.283500)  "
"Grove Mountains 054066"|"Official"|"2006"|"Antarctica"|"H6"|"0.94 g"|" CARE"|"(-72.773056, 75.339167)  "
"Grove Mountains 054080"|"Official"|"2006"|"Antarctica"|"H5"|"0.51 g"|" CARE"|"(-72.785000, 75.283330)  "
"Grove Mountains 054081"|"Official"|"2006"|"Antarctica"|"H5"|"0.52 g"|" CARE"|"(-72.785000, 75.283330)  "
"Grove Mountains 054097"|"Official"|"2006"|"Antarctica"|"L6"|"1.47 g"|" CARE"|"(-72.787500, 75.270278)  "
"Grove Mountains 054098"|"Official"|"2006"|"Antarctica"|"H6"|"1.18 g"|" CARE"|"(-72.787500, 75.270280)  "
"Grove Mountains 054104"|"Official"|"2006"|"Antarctica"|"L5"|"1.47 g"|" CARE"|"(-72.786667, 75.278889)  "
"Grove Mountains 054116"|"Official"|"2006"|"Antarctica"|"L5"|"0.52 g"|" CARE"|"(-72.786670, 75.278890)  "
"Grove Mountains 054133"|"Official"|"2006"|"Antarctica"|"L6"|"1.29 g"|" CARE"|"(-72.773056, 75.339167)  "
"Grove Mountains 054137"|"Official"|"2006"|"Antarctica"|"L6"|"1.18 g"|" CARE"|"(-72.792780, 75.274720)  "
"Grove Mountains 054138"|"Official"|"2006"|"Antarctica"|"L5"|"0.84 g"|" CARE"|"(-72.792778, 75.274722)  "
"Grove Mountains 054144"|"Official"|"2006"|"Antarctica"|"L6"|"0.77 g"|" CARE"|"(-72.792778, 75.274722)  "
"Grove Mountains 054150"|"Official"|"2006"|"Antarctica"|"L5"|"0.51 g"|" CARE"|"(-72.792780, 75.274720)  "
"Grove Mountains 054174"|"Official"|"2006"|"Antarctica"|"H4"|"1.2 g"|" CARE"|"(-72.779722, 75.295278)  "
"Grove Mountains 054225"|"Official"|"2006"|"Antarctica"|"L5"|"39.9 g"|" CARE"|"(-72.784170, 75.299170)  "
"Grove Mountains 054226"|"Official"|"2006"|"Antarctica"|"L5"|"6.3 g"|" CARE"|"(-72.776670, 75.331110)  "
"Grove Mountains 054227"|"Official"|"2006"|"Antarctica"|"H4"|"3.45 g"|" CARE"|"(-72.776940, 75.337780)  "
"Grove Mountains 054228"|"Official"|"2006"|"Antarctica"|"H4"|"2.51 g"|" CARE"|"(-72.782500, 75.311390)  "
"Grove Mountains 054229"|"Official"|"2006"|"Antarctica"|"L5"|"4.59 g"|" CARE"|"(-72.784440, 75.297220)  "
"Grove Mountains 054230"|"Official"|"2006"|"Antarctica"|"L6"|"2.45 g"|" CARE"|"(-72.784722, 75.296944)  "
"Grove Mountains 054231"|"Official"|"2006"|"Antarctica"|"H5"|"1.6 g"|" CARE"|"(-72.782780, 75.292500)  "
"Grove Mountains 054235"|"Official"|"2006"|"Antarctica"|"L6"|"0.83 g"|" CARE"|"(-72.773056, 75.339167)  "
"Grove Mountains 054237"|"Official"|"2006"|"Antarctica"|"L6"|"1.76 g"|" CARE"|"(-72.782780, 75.295830)  "
"Grove Mountains 054239"|"Official"|"2006"|"Antarctica"|"L6"|"0.95 g"|" CARE"|"(-72.782222, 75.295833)  "
"Grove Mountains 054241"|"Official"|"2006"|"Antarctica"|"L6"|"1.59 g"|" CARE"|"(-72.781390, 75.297780)  "
"Grove Mountains 054242"|"Official"|"2006"|"Antarctica"|"L6"|"1.47 g"|" CARE"|"(-72.780833, 75.296667)  "
"Grove Mountains 054248"|"Official"|"2006"|"Antarctica"|"H5"|"1.33 g"|" CARE"|"(-72.773056, 75.339167)  "
"Grove Mountains 054256"|"Official"|"2006"|"Antarctica"|"L4"|"0.84 g"|" CARE"|"(-72.779167, 75.302500)  "
"Grove Mountains 054274"|"Official"|"2006"|"Antarctica"|"L6"|"0.51 g"|" CARE"|"(-72.781940, 75.281110)  "
"Grove Mountains 054290"|"Official"|"2006"|"Antarctica"|"L6"|"37.9 g"|" CARE"|"(-72.780560, 75.291390)  "
"Grove Mountains 054291"|"Official"|"2006"|"Antarctica"|"L4"|"18.3 g"|" CARE"|"(-72.778890, 75.294170)  "
"Grove Mountains 054293"|"Official"|"2006"|"Antarctica"|"L6 "|"15.6 g"|" CARE"|"(-72.779170, 75.322780)  "
"Grove Mountains 054294"|"Official"|"2006"|"Antarctica"|"H5"|"3.58 g"|" CARE"|"(-72.778610, 75.325280)  "
"Grove Mountains 054296"|"Official"|"2006"|"Antarctica"|"L6 "|"4.96 g"|" CARE"|"(-72.780000, 75.279440)  "
"Grove Mountains 054297"|"Official"|"2006"|"Antarctica"|"L5"|"2.53 g"|" CARE"|"(-72.780000, 75.279440)  "
"Grove Mountains 054298"|"Official"|"2006"|"Antarctica"|"L6"|"1.17 g"|" CARE"|"(-72.780000, 75.279444)  "
"Grove Mountains 054299"|"Official"|"2006"|"Antarctica"|"L5"|"36.6 g"|" CARE"|"(-72.779720, 75.318330)  "
"Grove Mountains 054300"|"Official"|"2006"|"Antarctica"|"L5"|"10 g"|" CARE"|"(-72.784720, 75.292780)  "
"Grove Mountains 054301"|"Official"|"2006"|"Antarctica"|"L5"|"7.8 g"|" CARE"|"(-72.777780, 75.291670)  "
"Grove Mountains 054302"|"Official"|"2006"|"Antarctica"|"L5"|"6.7 g"|" CARE"|"(-72.780560, 75.299440)  "
"Grove Mountains 054304"|"Official"|"2006"|"Antarctica"|"H5"|"14.7 g"|" CARE"|"(-72.776110, 75.334170)  "
"Grove Mountains 054305"|"Official"|"2006"|"Antarctica"|"L5"|"3.18 g"|" CARE"|"(-72.776110, 75.334170)  "
"Grove Mountains 054306"|"Official"|"2006"|"Antarctica"|"L5"|"1.54 g"|" CARE"|"(-72.776110, 75.334200)  "
"Grove Mountains 054307"|"Official"|"2006"|"Antarctica"|"L5"|"5.3 g"|" CARE"|"(-72.776111, 75.334167)  "
"Grove Mountains 054309"|"Official"|"2006"|"Antarctica"|"L6"|"1.83 g"|" CARE"|"(-72.776111, 75.334167)  "
"Grove Mountains 054311"|"Official"|"2006"|"Antarctica"|"L6"|"1.45 g"|" CARE"|"(-72.773056, 75.339167)  "
"Grove Mountains 054321"|"Official"|"2006"|"Antarctica"|"L6"|"425 g"|" CARE"|"(-72.779722, 75.298056)  "
"Grove Mountains 054322"|"Official"|"2006"|"Antarctica"|"L6"|"155.7 g"|" CARE"|"(-72.781940, 75.296670)  "
"Grove Mountains 054323"|"Official"|"2006"|"Antarctica"|"L6"|"65.5 g"|" CARE"|"(-72.780560, 75.299440)  "
"Grove Mountains 054324"|"Official"|"2006"|"Antarctica"|"L5"|"23.3 g"|" CARE"|"(-72.779720, 75.295000)  "
"Grove Mountains 054325"|"Official"|"2006"|"Antarctica"|"L5"|"17.8 g"|" CARE"|"(-72.781390, 75.288060)  "
"Grove Mountains 054326"|"Official"|"2006"|"Antarctica"|"L5"|"22.7 g"|" CARE"|"(-72.781940, 75.293890)  "
"Grove Mountains 054327"|"Official"|"2006"|"Antarctica"|"L6"|"12.8 g"|" CARE"|"(-72.780556, 75.299444)  "
"Grove Mountains 054328"|"Official"|"2006"|"Antarctica"|"L4"|"6.3 g"|" CARE"|"(-72.780560, 75.293610)  "
"Grove Mountains 054329"|"Official"|"2006"|"Antarctica"|"H6"|"5.4 g"|" CARE"|"(-72.781940, 75.296390)  "
"Grove Mountains 054330"|"Official"|"2006"|"Antarctica"|"H4"|"3.95 g"|" CARE"|"(-72.780560, 75.299440)  "
"Grove Mountains 054332"|"Official"|"2006"|"Antarctica"|"L5"|"98.8 g"|" CARE"|"(-72.781390, 75.288890)  "
"Grove Mountains 054333"|"Official"|"2006"|"Antarctica"|"L6"|"76.4 g"|" CARE"|"(-72.773056, 75.339444)  "
"Grove Mountains 054334"|"Official"|"2006"|"Antarctica"|"L4"|"14.9 g"|" CARE"|"(-72.780000, 75.297780)  "
"Grove Mountains 054335"|"Official"|"2006"|"Antarctica"|"L5"|"5.3 g"|" CARE"|"(-72.780280, 75.293330)  "
"Grove Mountains 054336"|"Official"|"2006"|"Antarctica"|"H-imp melt"|"1.84 g"|" CARE"|"(-72.780000, 75.297778)  "
"Grove Mountains 054342"|"Official"|"2006"|"Antarctica"|"L5"|"6 g"|" CARE"|"(-72.776940, 75.330280)  "
"Grove Mountains 054343"|"Official"|"2006"|"Antarctica"|"LL4"|"6.3 g"|" CARE"|"(-72.775000, 75.336670)  "
"Grove Mountains 054344"|"Official"|"2006"|"Antarctica"|"L5"|"3.82 g"|" CARE"|"(-72.775280, 75.333060)  "
"Grove Mountains 054345"|"Official"|"2006"|"Antarctica"|"L5"|"3.41 g"|" CARE"|"(-72.775280, 75.330830)  "
"Grove Mountains 054346"|"Official"|"2006"|"Antarctica"|"L5"|"2.82 g"|" CARE"|"(-72.776390, 75.332780)  "
"Grove Mountains 054347"|"Official"|"2006"|"Antarctica"|"L6"|"2.84 g"|" CARE"|"(-72.775000, 75.335833)  "
"Grove Mountains 054348"|"Official"|"2006"|"Antarctica"|"H6"|"2.92 g"|" CARE"|"(-72.775560, 75.331110)  "
"Grove Mountains 054350"|"Official"|"2006"|"Antarctica"|"L6"|"2.2 g"|" CARE"|"(-72.775830, 75.331670)  "
"Grove Mountains 054366"|"Official"|"2006"|"Antarctica"|"H5"|"0.77 g"|" CARE"|"(-72.776111, 75.334722)  "
"Grove Mountains 054369"|"Official"|"2006"|"Antarctica"|"L6"|"0.51 g"|" CARE"|"(-72.776670, 75.330560)  "
"Grove Mountains 054403"|"Official"|"2006"|"Antarctica"|"L5"|"13.9 g"|" CARE"|"(-72.778060, 75.290560)  "
"Grove Mountains 054404"|"Official"|"2006"|"Antarctica"|"L6"|"15.4 g"|" CARE"|"(-72.778060, 75.290560)  "
"Grove Mountains 054405"|"Official"|"2006"|"Antarctica"|"L5"|"10.2 g"|" CARE"|"(-72.780000, 75.292780)  "
"Grove Mountains 054406"|"Official"|"2006"|"Antarctica"|"L6"|"3.75 g"|" CARE"|"(-72.781110, 75.296390)  "
"Grove Mountains 054407"|"Official"|"2006"|"Antarctica"|"L5"|"2.56 g"|" CARE"|"(-72.779720, 75.297500)  "
"Grove Mountains 054413"|"Official"|"2006"|"Antarctica"|"H5"|"0.78 g"|" CARE"|"(-72.782222, 75.296944)  "
"Grove Mountains 054425"|"Official"|"2006"|"Antarctica"|"L5"|"3.07 g"|" CARE"|"(-72.779720, 75.293610)  "
