"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"(Lat,Long)"
"Northwest Africa 766"|"Official"|"2000"|"(Northwest Africa)"|"Ureilite"|"309 g"|" "
"Northwest Africa 767"|"Official"|"2000"|"Meknès-Tafilalet, Morocco"|"L4"|"5.15 kg"|"(30.635830, -5.088330)  "
"Northwest Africa 768"|"Official"|"2000"|"Guelmim-Es-Semara, Morocco"|"H4"|"1708 g"|"(28.000830, -9.270000)  "
"Northwest Africa 769"|"Official"|"2000"|"Meknès-Tafilalet, Morocco"|"Eucrite"|"712 g"|"(31.702500, -4.968330)  "
"Northwest Africa 770 **"|"Official"|"2000"|"Morocco"|"CH3"|"18.1 g"|"(20.346670, -11.833830)  "
"Northwest Africa 771 **"|"Official"|"2000"|"Saguia el Hamra, Western Sahara"|"Ureilite"|"313 g"|"(26.560000, -11.555500)  "
"Northwest Africa 772 **"|"Official"|"2000"|"Saguia el Hamra, Western Sahara"|"CK3"|"71 g"|"(26.449330, -11.693500)  "
"Northwest Africa 773 **"|"Official"|"2000"|"Saguia el Hamra, Western Sahara"|"Lunar (gabbro)"|"633 g"|"(26.766670, -12.816670)  "
"Northwest Africa 774 **"|"Official"|"2000"|"Morocco"|"H4"|"1440 g"|" "
"Northwest Africa 775"|"Official"|"2001"|"Morocco"|"L6"|"3.28 kg"|" "
"Northwest Africa 776 **"|"Official"|"2000"|"Morocco"|"Howardite"|"49 g"|" "
"Northwest Africa 777"|"Official"|"2000"|"(Northwest Africa)"|"LL6"|"145 g"|" "
"Northwest Africa 778"|"Official"|"1999"|"Tindouf, Algeria"|"H4"|"9.75 kg"|"(29.416670, -5.266670)  "
"Northwest Africa 779"|"Official"|"1999"|"Meknès-Tafilalet, Morocco"|"CV3"|"200 g"|"(31.833330, -3.666670)  "
"Northwest Africa 787 **"|"Official"|"2001"|"(Northwest Africa)"|"L3-6"|"30 kg"|" "
"Northwest Africa 788 **"|"Official"|"2001"|"(Northwest Africa)"|"L5/6"|"12.93 kg"|" "
"Northwest Africa 791 **"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"20.96 kg"|" "
"Northwest Africa 793"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"1422 g"|" "
"Northwest Africa 798"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"4.28 kg"|" "
"Northwest Africa 799"|"Official"|"2001"|"(Northwest Africa)"|"LL6"|"1850 g"|" "
"Northwest Africa 800"|"Official"|"2001"|"(Northwest Africa)"|"R4"|"198.4 g"|" "
"Northwest Africa 801 **"|"Official"|"2001"|"(Northwest Africa)"|"CR2"|"5 kg"|" "
"Northwest Africa 803"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"6.87 kg"|" "
"Northwest Africa 806"|"Official"|"2001"|"(Northwest Africa)"|"LL4"|"320 g"|" "
"Northwest Africa 807"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"547 g"|" "
"Northwest Africa 808"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"800 g"|" "
"Northwest Africa 809"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"359 g"|" "
"Northwest Africa 812"|"Official"|"2001"|"(Northwest Africa)"|"H5"|"382 g"|" "
"Northwest Africa 815"|"Official"|"2001"|"(Northwest Africa)"|"LL6"|"712 g"|" "
"Northwest Africa 817 **"|"Official"|"2000"|"Morocco"|"Martian (nakhlite)"|"104 g"|" "
"Northwest Africa 819"|"Official"|"2000"|"(Northwest Africa)"|"H6"|"254 g"|" "
"Northwest Africa 820 **"|"Official"|"1999"|"Meknès-Tafilalet, Morocco"|"L3-5"|"2 kg"|"(31.416670, -4.183330)  "
"Northwest Africa 821"|"Official"|"2000"|"Meknès-Tafilalet, Morocco"|"H3.8"|"5.1 g"|"(31.966670, -4.416670)  "
"Northwest Africa 822"|"Official"|"2000"|"Meknès-Tafilalet, Morocco"|"H6"|"64.5 g"|"(31.966670, -4.416670)  "
"Northwest Africa 823"|"Official"|"2000"|"Meknès-Tafilalet, Morocco"|"L4"|"71.2 g"|"(31.966670, -4.416670)  "
"Northwest Africa 827"|"Official"|"2000"|"(Northwest Africa)"|"H3.9"|"48.7 g"|" "
"Northwest Africa 828"|"Official"|"2000"|"Souss-Massa-Draâ, Morocco"|"H3.0-3.4"|"738 g"|"(30.300000, -5.916670)  "
"Northwest Africa 830"|"Official"|"2000"|"(Northwest Africa)"|"R5"|"55 g"|" "
"Northwest Africa 832"|"Official"|"2001"|"(Northwest Africa)"|"L4"|"3.45 kg"|" "
"Northwest Africa 833"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"412 g"|" "
"Northwest Africa 835"|"Official"|"2000"|"Guelmim-Es-Semara, Morocco"|"H6"|"1104 g"|"(28.000830, -9.270000)  "
"Northwest Africa 836"|"Official"|"2000"|"Saguia el Hamra, Western Sahara"|"L5"|"3.66 kg"|"(27.388330, -9.017330)  "
"Northwest Africa 837"|"Official"|"2000"|"Saguia el Hamra, Western Sahara"|"H4"|"382 g"|"(27.388330, -9.017330)  "
"Northwest Africa 838"|"Official"|"2000"|"Saguia el Hamra, Western Sahara"|"L6"|"660 g"|"(27.388330, -9.017330)  "
"Northwest Africa 839"|"Official"|"2001"|"(Northwest Africa)"|"LL6"|"230 g"|" "
"Northwest Africa 840"|"Official"|"2001"|"Souss-Massa-Draâ, Morocco"|"H5"|"2.88 kg"|"(30.192670, -9.036670)  "
"Northwest Africa 841"|"Official"|"2001"|"Souss-Massa-Draâ, Morocco"|"L6"|"8.01 kg"|"(30.192670, -9.036670)  "
"Northwest Africa 842"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"1227 g"|" "
"Northwest Africa 843"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"4.85 kg"|" "
"Northwest Africa 844"|"Official"|"2001"|"Souss-Massa-Draâ, Morocco"|"H3"|"629 g"|"(30.808000, -5.855830)  "
"Northwest Africa 845"|"Official"|"2001"|"Souss-Massa-Draâ, Morocco"|"R4"|"36 g"|"(30.808000, -5.855830)  "
"Northwest Africa 846"|"Official"|"2001"|"(Northwest Africa)"|"LL6"|"12 g"|" "
"Northwest Africa 847"|"Official"|"2001"|"(Northwest Africa)"|"H3"|"1851 g"|" "
"Northwest Africa 848"|"Official"|"2000"|"Guelmim-Es-Semara, Morocco"|"L6"|"4.51 kg"|"(28.000830, -9.270000)  "
"Northwest Africa 850"|"Official"|"2001"|"Souss-Massa-Draâ, Morocco"|"H5"|"5.3 kg"|"(30.406670, -5.892330)  "
"Northwest Africa 851"|"Official"|"2001"|"(Northwest Africa)"|"R4"|"695 g"|" "
"Northwest Africa 852"|"Official"|"2001"|"Souss-Massa-Draâ, Morocco"|"CR2"|"174 g"|"(30.808000, -5.855830)  "
"Northwest Africa 853"|"Official"|"2001"|"(Northwest Africa)"|"Ureilite"|"720 g"|" "
"Northwest Africa 854"|"Official"|"2000"|"(Northwest Africa)"|"Iron, IAB complex"|"45 kg"|" "
"Northwest Africa 855"|"Official"|"2000"|"(Northwest Africa)"|"H3.8"|"14.6 kg"|" "
"Northwest Africa 856 **"|"Official"|"2001"|"(Northwest Africa)"|"Martian (shergottite)"|"320 g"|" "
"Northwest Africa 857"|"Official"|"2000"|"(Northwest Africa)"|"H6"|"345 g"|" "
"Northwest Africa 858"|"Official"|"2000"|"(Northwest Africa)"|"LL6"|"238 g"|" "
"Northwest Africa 859"|"Official"|"2001"|"(Northwest Africa)"|"Iron, ungrouped"|"75.3 kg"|" "
"Northwest Africa 860"|"Official"|"2000"|"(Northwest Africa)"|"Iron, IIIAB"|"32 kg"|" "
"Northwest Africa 861"|"Official"|"2000"|"(Northwest Africa)"|"H5"|"209 g"|" "
"Northwest Africa 862"|"Official"|"2000"|"(Northwest Africa)"|"H5"|"279 g"|" "
"Northwest Africa 863"|"Official"|"2000"|"(Northwest Africa)"|"H5"|"139 g"|" "
"Northwest Africa 864"|"Official"|"2000"|"(Northwest Africa)"|"L3.3"|"972 g"|" "
"Northwest Africa 865"|"Official"|"2000"|"(Northwest Africa)"|"L4"|"263 g"|" "
"Northwest Africa 866"|"Official"|"2000"|"(Northwest Africa)"|"L3.3"|"247 g"|" "
"Northwest Africa 869 **"|"Official"|"2000"|"(Northwest Africa)"|"L3-6"|"2 t"|" "
"Northwest Africa 873"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"62 g"|" "
"Northwest Africa 874"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"22 g"|" "
"Northwest Africa 875"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"22 g"|" "
"Northwest Africa 876"|"Official"|"2001"|"(Northwest Africa)"|"H5"|"48 g"|" "
"Northwest Africa 877"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"28 g"|" "
"Northwest Africa 878"|"Official"|"2001"|"(Northwest Africa)"|"L4"|"20 g"|" "
"Northwest Africa 879"|"Official"|"2001"|"(Northwest Africa)"|"LL5"|"80 g"|" "
"Northwest Africa 880"|"Official"|"2001"|"(Northwest Africa)"|"H3.9"|"182 g"|" "
"Northwest Africa 881"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"424 g"|" "
"Northwest Africa 882"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"512 g"|" "
"Northwest Africa 883"|"Official"|"2001"|"(Northwest Africa)"|"LL6"|"61.2 g"|" "
"Northwest Africa 884"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"110 g"|" "
"Northwest Africa 885"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"106 g"|" "
"Northwest Africa 886"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"24.4 g"|" "
"Northwest Africa 887"|"Official"|"2001"|"(Northwest Africa)"|"H4-6"|"17.5 g"|" "
"Northwest Africa 888"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"74.6 g"|" "
"Northwest Africa 889"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"70.6 g"|" "
"Northwest Africa 890"|"Official"|"2001"|"(Northwest Africa)"|"LL6"|"56.8 g"|" "
"Northwest Africa 891"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"70.8 g"|" "
"Northwest Africa 892"|"Official"|"2001"|"(Northwest Africa)"|"H5"|"54.6 g"|" "
"Northwest Africa 893"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"50.8 g"|" "
"Northwest Africa 894"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"45.8 g"|" "
"Northwest Africa 895"|"Official"|"2001"|"(Northwest Africa)"|"H5"|"54 g"|" "
"Northwest Africa 896"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"39.7 g"|" "
"Northwest Africa 897"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"176 g"|" "
"Northwest Africa 898"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"95.8 g"|" "
"Northwest Africa 899"|"Official"|"2001"|"(Northwest Africa)"|"LL6"|"74.6 g"|" "
"Northwest Africa 900"|"Official"|"2001"|"(Northwest Africa)"|"L3-6"|"616 g"|" "
"Northwest Africa 901"|"Official"|"2005"|"(Northwest Africa)"|"H5"|"278 g"|" "
"Northwest Africa 902"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"158 g"|" "
"Northwest Africa 903"|"Official"|"2003"|"(Northwest Africa)"|"H3"|"529 g"|" "
"Northwest Africa 904"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"26.4 kg"|" "
"Northwest Africa 906"|"Official"|"2001"|"(Northwest Africa)"|"H3.8"|"1031 g"|" "
"Northwest Africa 916"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"1714 g"|" "
"Northwest Africa 924"|"Official"|"2001"|"(Northwest Africa)"|"H5"|"355 g"|" "
"Northwest Africa 925"|"Official"|"2001"|"(Northwest Africa)"|"H3.8"|"897 g"|" "
"Northwest Africa 926"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"201 g"|" "
"Northwest Africa 946"|"Official"|"2001"|"(Northwest Africa)"|"H3.8"|"424 g"|" "
"Northwest Africa 949"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"197 g"|" "
"Northwest Africa 959 **"|"Official"|"2001"|"(Northwest Africa)"|"Iron, IVA"|"415 g"|" "
"Northwest Africa 960 **"|"Official"|"2001"|"(Northwest Africa)"|"OC3"|"997 g"|" "
"Northwest Africa 962"|"Official"|"2001"|"(Northwest Africa)"|"LL4-5"|"102 g"|" "
"Northwest Africa 964"|"Official"|"2001"|"(Northwest Africa)"|"LL4"|"179 g"|" "
"Northwest Africa 965"|"Official"|"2001"|"(Northwest Africa)"|"LL4"|"19.2 g"|" "
"Northwest Africa 968 **"|"Official"|"2001"|"(Northwest Africa)"|"Iron, IAB-sLH"|"20 g"|" "
"Northwest Africa 969 **"|"Official"|"2001"|"(Northwest Africa)"|"LL6/7"|"44 g"|" "
"Northwest Africa 974 **"|"Official"|"2001"|"(Northwest Africa)"|"E6"|"2.25 kg"|" "
"Northwest Africa 975"|"Official"|"2001"|"(Northwest Africa)"|"L4"|"1100 g"|" "
"Northwest Africa 976"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"170 g"|" "
"Northwest Africa 977"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"600 g"|" "
"Northwest Africa 978"|"Official"|"2001"|"(Northwest Africa)"|"R3.8"|"722 g"|" "
"Northwest Africa 979"|"Official"|"2001"|"(Northwest Africa)"|"LL6"|"187 g"|" "
"Northwest Africa 980"|"Official"|"2001"|"(Northwest Africa)"|"LL3.7"|"2.16 kg"|" "
"Northwest Africa 981"|"Official"|"2001"|"(Northwest Africa)"|"H6"|"110 g"|" "
"Northwest Africa 983"|"Official"|"2001"|"(Northwest Africa)"|"LL4"|"83 g"|" "
"Northwest Africa 984"|"Official"|"2001"|"(Northwest Africa)"|"LL4"|"89 g"|" "
"Northwest Africa 985"|"Official"|"2001"|"(Northwest Africa)"|"H6"|"69.8 g"|" "
"Northwest Africa 986"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"90 g"|" "
"Northwest Africa 987"|"Official"|"2001"|"(Northwest Africa)"|"L3.8"|"975 g"|" "
"Northwest Africa 988"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"453 g"|" "
"Northwest Africa 989"|"Official"|"2001"|"(Northwest Africa)"|"CV3"|"146 g"|" "
"Northwest Africa 990"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"611 g"|" "
"Northwest Africa 991"|"Official"|"2001"|"(Northwest Africa)"|"LL4"|"292 g"|" "
"Northwest Africa 992"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"560 g"|" "
"Northwest Africa 995"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"223 g"|" "
"Northwest Africa 998 **"|"Official"|"2001"|"(Northwest Africa)"|"Martian (nakhlite)"|"456 g"|" "
"Northwest Africa 999 **"|"Official"|"2000"|"Morocco"|"Eucrite"|"330 g"|" "
"Northwest Africa 1000 **"|"Official"|"2001"|"(Northwest Africa)"|"Eucrite"|"1200 g"|" "
"Northwest Africa 1006 **"|"Official"|"2001"|"(Northwest Africa)"|"Ureilite"|"24.5 g"|" "
"Northwest Africa 1007"|"Official"|" "|"(Northwest Africa)"|"L6"|"4.42 kg"|" "
"Northwest Africa 1044"|"Official"|"2000"|"(Northwest Africa)"|"L6"|"80.4 g"|" "
"Northwest Africa 1045"|"Official"|"2000"|"(Northwest Africa)"|"H4/5"|"102 g"|" "
"Northwest Africa 1046"|"Official"|"2000"|"(Northwest Africa)"|"H5"|"809 g"|" "
"Northwest Africa 1047"|"Official"|"2000"|"(Northwest Africa)"|"L6"|"593 g"|" "
"Northwest Africa 1048"|"Official"|"2000"|"(Northwest Africa)"|"L3"|"35.8 g"|" "
"Northwest Africa 1049"|"Official"|"2000"|"(Northwest Africa)"|"L6"|"626 g"|" "
"Northwest Africa 1050"|"Official"|"2000"|"(Northwest Africa)"|"L6"|"214 g"|" "
"Northwest Africa 1051"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"88 g"|" "
"Northwest Africa 1052 **"|"Official"|"2001"|"Morocco"|"Acapulcoite"|"22 g"|" "
"Northwest Africa 1053"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"108 g"|" "
"Northwest Africa 1054 **"|"Official"|"2001"|"Morocco"|"Acapulcoite"|"86 g"|" "
"Northwest Africa 1055"|"Official"|"2001"|"(Northwest Africa)"|"L4"|"132 g"|" "
"Northwest Africa 1056"|"Official"|"2001"|"(Northwest Africa)"|"H5"|"188 g"|" "
"Northwest Africa 1057"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"124 g"|" "
"Northwest Africa 1058"|"Official"|"2001"|"(Northwest Africa)"|"Achondrite-ung"|"180 g"|" "
"Northwest Africa 1059"|"Official"|"2001"|"(Northwest Africa)"|"L5"|"110 g"|" "
"Northwest Africa 1060"|"Official"|"2001"|"(Northwest Africa)"|"LL5"|"112 g"|" "
"Northwest Africa 1061"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"112 g"|" "
"Northwest Africa 1062"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"112 g"|" "
"Northwest Africa 1063"|"Official"|"2001"|"(Northwest Africa)"|"H4"|"78 g"|" "
"Northwest Africa 1064"|"Official"|"2001"|"(Northwest Africa)"|"H5"|"84 g"|" "
"Northwest Africa 1065"|"Official"|"2001"|"(Northwest Africa)"|"LL5"|"56 g"|" "
"Northwest Africa 1066"|"Official"|"2001"|"(Northwest Africa)"|"H5"|"132 g"|" "
"Northwest Africa 1067 **"|"Official"|"2001"|"(Northwest Africa)"|"EL-melt rock"|"118 g"|" "
"Northwest Africa 1068 **"|"Official"|"2001"|"(Northwest Africa)"|"Martian (shergottite)"|"577 g"|" "
"Northwest Africa 1083"|"Official"|"2001"|"(Northwest Africa)"|"CR2"|"60.8 g"|" "
"Northwest Africa 1088 **"|"Official"|"2003"|"(Northwest Africa)"|"H6"|"21 kg"|" "
"Northwest Africa 1089 **"|"Official"|"2003"|"(Northwest Africa)"|"H5"|"1136 g"|" "
"Northwest Africa 1091 **"|"Official"|"2003"|"(Northwest Africa)"|"L4"|"850 g"|" "
"Northwest Africa 1095 **"|"Official"|"2003"|"(Northwest Africa)"|"L5"|"1800 g"|" "
"Northwest Africa 1096 **"|"Official"|"2003"|"(Northwest Africa)"|"LL3"|"120 g"|" "
"Northwest Africa 1099 **"|"Official"|"2003"|"(Northwest Africa)"|"L4"|"140 g"|" "
"Northwest Africa 1108 **"|"Official"|"2003"|"(Northwest Africa)"|"L6"|"2.8 kg"|" "
"Northwest Africa 1109 **"|"Official"|"2001"|"(Northwest Africa)"|"Eucrite-pmict"|"6 kg"|" "
"Northwest Africa 1110 **"|"Official"|"2001"|"(Northwest Africa)"|"Martian (shergottite)"|"118 g"|" "
"Northwest Africa 1112 **"|"Official"|"2001"|"(Northwest Africa)"|"CK5"|"49 g"|" "
"Northwest Africa 1150 **"|"Official"|"2000"|"(Northwest Africa)"|"Howardite"|"67.1 g"|" "
"Northwest Africa 1151"|"Official"|"2000"|"(Northwest Africa)"|"LL5"|"126 g"|" "
"Northwest Africa 1152"|"Official"|"2000"|"(Northwest Africa)"|"C3-ung"|"98 g"|" "
"Northwest Africa 1153"|"Official"|"1999"|"(Northwest Africa)"|"L6"|"50 g"|" "
"Northwest Africa 1154"|"Official"|"1999"|"(Northwest Africa)"|"H5"|"54 g"|" "
"Northwest Africa 1155"|"Official"|"1999"|"(Northwest Africa)"|"H5"|"360 g"|" "
"Northwest Africa 1156"|"Official"|"1999"|"(Northwest Africa)"|"H6"|"80 g"|" "
"Northwest Africa 1158"|"Official"|"1999"|"(Northwest Africa)"|"L6"|"180 g"|" "
"Northwest Africa 1159"|"Official"|"1999"|"(Northwest Africa)"|"L6"|"85 g"|" "
"Northwest Africa 1160"|"Official"|"1999"|"(Northwest Africa)"|"H6"|"45 g"|" "
"Northwest Africa 1161"|"Official"|"1999"|"(Northwest Africa)"|"H5"|"43 g"|" "
"Northwest Africa 1163"|"Official"|"1999"|"(Northwest Africa)"|"L6"|"280 g"|" "
"Northwest Africa 1164"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"115 g"|" "
"Northwest Africa 1165 **"|"Official"|"2001"|"(Northwest Africa)"|"H-melt breccia"|"240 g"|" "
"Northwest Africa 1166 **"|"Official"|"2001"|"(Northwest Africa)"|"L-melt rock"|"240 g"|" "
"Northwest Africa 1172"|"Official"|"2000"|"(Northwest Africa)"|"H5"|"120 kg"|" "
"Northwest Africa 1173"|"Official"|"1999"|"(Northwest Africa)"|"H6"|"182 g"|" "
"Northwest Africa 1174"|"Official"|"1998"|"(Northwest Africa)"|"H5"|"884 g"|" "
"Northwest Africa 1175"|"Official"|"2002"|"(Northwest Africa)"|"L5"|"590 g"|" "
"Northwest Africa 1176"|"Official"|"2002"|"(Northwest Africa)"|"L5"|"150 g"|" "
"Northwest Africa 1177"|"Official"|"2002"|"(Northwest Africa)"|"CR2"|"10 g"|" "
"Northwest Africa 1180 **"|"Official"|"2000"|"(Northwest Africa)"|"CR2"|"1705 g"|" "
"Northwest Africa 1181 **"|"Official"|"2001"|"(Northwest Africa)"|"Howardite"|"3.28 kg"|" "
"Northwest Africa 1182 **"|"Official"|"2000"|"(Northwest Africa)"|"Howardite"|"780 g"|" "
"Northwest Africa 1185"|"Official"|"2001"|"(Northwest Africa)"|"H5"|"105 g"|" "
"Northwest Africa 1186"|"Official"|"2001"|"(Northwest Africa)"|"H5/6"|"196 g"|" "
"Northwest Africa 1187"|"Official"|"2001"|"(Northwest Africa)"|"H4/5"|"190 g"|" "
"Northwest Africa 1188"|"Official"|"2001"|"(Northwest Africa)"|"H4/5"|"82.6 g"|" "
"Northwest Africa 1189"|"Official"|"2001"|"(Northwest Africa)"|"L3.8-6"|"114 g"|" "
"Northwest Africa 1190"|"Official"|"2001"|"(Northwest Africa)"|"CR2"|"22.9 g"|" "
"Northwest Africa 1195 **"|"Official"|"2002"|"(Northwest Africa)"|"Martian (shergottite)"|"315 g"|" "
"Northwest Africa 1196"|"Official"|"2001"|"Souss-Massa-Draâ, Morocco"|"L4/5"|"43 g"|"(30.808000, -5.855830)  "
"Northwest Africa 1197"|"Official"|"2001"|"(Northwest Africa)"|"L6"|"345 g"|" "
"Northwest Africa 1198"|"Official"|"2001"|"(Northwest Africa)"|"Eucrite"|"14 g"|" "
"Northwest Africa 1199"|"Official"|"2000"|"(Northwest Africa)"|"H5"|"78 g"|" "
"Northwest Africa 1200"|"Official"|"2000"|"(Northwest Africa)"|"H5"|"1077 g"|" "
"Northwest Africa 1201"|"Official"|"2000"|"Guelmim-Es-Semara, Morocco"|"H4"|"206 g"|"(28.000830, -9.270000)  "
