"Name"|"Status"|"Year"|"Place"|"Type"|"Mass"|"(Lat,Long)"
"Northwest Africa 2248"|"Official"|"2003"|"(Northwest Africa)"|"LL6"|"40 g"|" "
"Northwest Africa 2249"|"Official"|"2003"|"(Northwest Africa)"|"L4"|"30.5 g"|" "
"Northwest Africa 2250"|"Official"|"2003"|"(Northwest Africa)"|"H5"|"1555 g"|" "
"Northwest Africa 2251 **"|"Official"|"2001"|"Tindouf, Algeria"|"Howardite"|"17 g"|"(27.966670, -7.950000)  "
"Northwest Africa 2252"|"Official"|"2002"|"Tindouf, Algeria"|"H6"|"65 g"|"(27.816670, -7.850000)  "
"Northwest Africa 2253"|"Official"|"2000"|"Tindouf, Algeria"|"L4"|"80.5 g"|"(28.166670, -7.900000)  "
"Northwest Africa 2254"|"Official"|"2000"|"Tindouf, Algeria"|"L5"|"129.5 g"|"(28.200000, -7.750000)  "
"Northwest Africa 2255"|"Official"|"2001"|"Tindouf, Algeria"|"L5"|"110.7 g"|"(27.933330, -7.783330)  "
"Northwest Africa 2256"|"Official"|"2001"|"Tindouf, Algeria"|"H5"|"215 g"|"(27.766670, -7.666670)  "
"Northwest Africa 2257"|"Official"|"2001"|"Tindouf, Algeria"|"L6"|"47.9 g"|"(28.500000, -7.900000)  "
"Northwest Africa 2258"|"Official"|"2001"|"Tindouf, Algeria"|"L6"|"57.4 g"|"(28.583330, -7.966670)  "
"Northwest Africa 2259"|"Official"|"2001"|"Tindouf, Algeria"|"H5"|"485 g"|"(28.600000, -7.983330)  "
"Northwest Africa 2260"|"Official"|"2001"|"Tindouf, Algeria"|"L5"|"59.3 g"|"(27.933330, -7.900000)  "
"Northwest Africa 2261"|"Official"|"2002"|"Tindouf, Algeria"|"L6"|"61.8 g"|"(27.733330, -7.850000)  "
"Northwest Africa 2262"|"Official"|"2001"|"Tindouf, Algeria"|"L6"|"139 g"|"(27.800000, -7.950000)  "
"Northwest Africa 2263"|"Official"|"2002"|"Tindouf, Algeria"|"L6"|"135 g"|"(27.816670, -7.833330)  "
"Northwest Africa 2264"|"Official"|"2002"|"Tindouf, Algeria"|"L6"|"40.2 g"|"(27.916670, -7.500000)  "
"Northwest Africa 2265"|"Official"|"2001"|"Tindouf, Algeria"|"L3.8"|"40 g"|"(28.666670, -7.533330)  "
"Northwest Africa 2266"|"Official"|"2001"|"Tindouf, Algeria"|"L3.8-6"|"33.9 g"|"(28.750000, -7.583330)  "
"Northwest Africa 2267"|"Official"|"2002"|"Tindouf, Algeria"|"L3.8"|"24.5 g"|"(28.100000, -7.516670)  "
"Northwest Africa 2268 **"|"Official"|"2002"|"Tindouf, Algeria"|"Eucrite"|"65 g"|"(28.233330, -7.883330)  "
"Northwest Africa 2269 **"|"Official"|"2002"|"Tindouf, Algeria"|"CV3"|"184 g"|"(27.966670, -7.950000)  "
"Northwest Africa 2271"|"Official"|"2003"|"Morocco"|"L6"|"434 g"|" "
"Northwest Africa 2272"|"Official"|"2003"|"Morocco"|"L3"|"22 g"|" "
"Northwest Africa 2273"|"Official"|"2003"|"Morocco"|"H6"|"39 g"|" "
"Northwest Africa 2274"|"Official"|"2003"|"Morocco"|"L6"|"15 g"|" "
"Northwest Africa 2275"|"Official"|"2003"|"Morocco"|"H5/6"|"164 g"|" "
"Northwest Africa 2276"|"Official"|"2003"|"Morocco"|"L6"|"410 g"|" "
"Northwest Africa 2277"|"Official"|"2003"|"Morocco"|"H4"|"1694 g"|" "
"Northwest Africa 2278"|"Official"|"2003"|"Morocco"|"L6"|"62 g"|" "
"Northwest Africa 2279"|"Official"|"2003"|"Morocco"|"Ureilite"|"85 g"|" "
"Northwest Africa 2280"|"Official"|"2003"|"Morocco"|"L6"|"147 g"|" "
"Northwest Africa 2281"|"Official"|"2003"|"Morocco"|"H5"|"180 g"|" "
"Northwest Africa 2282"|"Official"|"2003"|"Mauritania"|"L6"|"155 g"|" "
"Northwest Africa 2283"|"Official"|"2003"|"Morocco"|"L6"|"106 g"|" "
"Northwest Africa 2284"|"Official"|"2003"|"Morocco"|"L5/6"|"45.9 g"|" "
"Northwest Africa 2285"|"Official"|"2003"|"Morocco"|"L6"|"126 g"|" "
"Northwest Africa 2286 **"|"Official"|"2003"|"Morocco"|"Diogenite"|"82 g"|" "
"Northwest Africa 2287"|"Official"|"2003"|"Morocco"|"L6"|"49.8 g"|" "
"Northwest Africa 2288"|"Official"|"2003"|"Morocco"|"L3"|"150 g"|" "
"Northwest Africa 2289 **"|"Official"|"2003"|"Morocco"|"R3-6"|"160 g"|" "
"Northwest Africa 2290"|"Official"|"2003"|"Morocco"|"LL6"|"134 g"|" "
"Northwest Africa 2291"|"Official"|"2003"|"Morocco"|"L/LL3"|"300 g"|" "
"Northwest Africa 2292"|"Official"|"2003"|"Morocco"|"H4"|"350 g"|" "
"Northwest Africa 2293"|"Official"|"2003"|"Morocco"|"L4"|"107 g"|" "
"Northwest Africa 2294"|"Official"|"2003"|"Morocco"|"H3"|"984 g"|" "
"Northwest Africa 2295"|"Official"|"2003"|"Morocco"|"L6"|"858 g"|" "
"Northwest Africa 2296"|"Official"|"2003"|"Morocco"|"L6"|"3.6 kg"|" "
"Northwest Africa 2297"|"Official"|"2003"|"Morocco"|"L6"|"1635 g"|" "
"Northwest Africa 2298"|"Official"|"2003"|"Morocco"|"L6"|"474 g"|" "
"Northwest Africa 2299"|"Official"|"2003"|"Morocco"|"L5/6"|"3.83 kg"|" "
"Northwest Africa 2300"|"Official"|"2003"|"Morocco"|"L3"|"144 g"|" "
"Northwest Africa 2301"|"Official"|"2003"|"Morocco"|"L3"|"167 g"|" "
"Northwest Africa 2302"|"Official"|"2003"|"Morocco"|"H5"|"50.9 g"|" "
"Northwest Africa 2303"|"Official"|"2003"|"Morocco"|"L6"|"3.44 kg"|" "
"Northwest Africa 2304"|"Official"|"2003"|"Morocco"|"L5/6"|"7.5 kg"|" "
"Northwest Africa 2305"|"Official"|"2003"|"Mauritania"|"L5/6"|"940 g"|" "
"Northwest Africa 2306 **"|"Official"|"2002"|"Western Sahara"|"Eucrite"|"18 g"|" "
"Northwest Africa 2307 **"|"Official"|"2004"|"Morocco"|"Eucrite"|"1905 g"|" "
"Northwest Africa 2311 **"|"Official"|"2004"|"(Northwest Africa)"|"Iron, IAB-sLL"|"1435 g"|" "
"Northwest Africa 2319"|"Official"|"2002"|"(Northwest Africa)"|"H~5"|"22.4 g"|" "
"Northwest Africa 2320"|"Official"|"2002"|"(Northwest Africa)"|"L~6"|"15.5 g"|" "
"Northwest Africa 2321"|"Official"|"2002"|"(Northwest Africa)"|"L~6"|"54.2 g"|" "
"Northwest Africa 2322"|"Official"|"2002"|"(Northwest Africa)"|"L~6"|"23.6 g"|" "
"Northwest Africa 2323"|"Official"|"2002"|"(Northwest Africa)"|"L~5"|"17.4 g"|" "
"Northwest Africa 2324"|"Official"|"2002"|"(Northwest Africa)"|"L~4"|"14.4 g"|" "
"Northwest Africa 2325"|"Official"|"2002"|"(Northwest Africa)"|"LL~4"|"28.7 g"|" "
"Northwest Africa 2326"|"Official"|"2002"|"(Northwest Africa)"|"L~5"|"3.7 g"|" "
"Northwest Africa 2327"|"Official"|"2002"|"(Northwest Africa)"|"LL~4/5"|"23.8 g"|" "
"Northwest Africa 2328"|"Official"|"2002"|"(Northwest Africa)"|"L~6"|"27.9 g"|" "
"Northwest Africa 2329"|"Official"|"2003"|"(Northwest Africa)"|"L~6"|"766 g"|" "
"Northwest Africa 2330"|"Official"|"2003"|"(Northwest Africa)"|"L~4"|"719 g"|" "
"Northwest Africa 2331"|"Official"|"2003"|"(Northwest Africa)"|"L(LL)~4"|"331 g"|" "
"Northwest Africa 2332"|"Official"|"2004"|"(Northwest Africa)"|"H~5"|"126.7 g"|" "
"Northwest Africa 2333"|"Official"|"2004"|"(Northwest Africa)"|"L/LL~6"|"12.5 g"|" "
"Northwest Africa 2334"|"Official"|"2003"|"Morocco"|"L5"|"3.14 kg"|" "
"Northwest Africa 2335"|"Official"|"2002"|"(Northwest Africa)"|"H3.05"|"114 g"|" "
"Northwest Africa 2336"|"Official"|"2002"|"(Northwest Africa)"|"H3.10"|"402 g"|" "
"Northwest Africa 2337"|"Official"|"2004"|"(Northwest Africa)"|"H5"|"145.8 g"|" "
"Northwest Africa 2338"|"Official"|"2004"|"(Northwest Africa)"|"H6"|"494 g"|" "
"Northwest Africa 2339 **"|"Official"|"2004"|"(Northwest Africa)"|"Eucrite"|"11.9 g"|" "
"Northwest Africa 2340 **"|"Official"|"2004"|"(Northwest Africa)"|"CR2"|"4.6 g"|" "
"Northwest Africa 2341"|"Official"|"2004"|"(Northwest Africa)"|"H~5"|"196.1 g"|" "
"Northwest Africa 2342"|"Official"|"2004"|"(Northwest Africa)"|"L~5"|"64.5 g"|" "
"Northwest Africa 2343"|"Official"|"2004"|"(Northwest Africa)"|"L~6"|"144.9 g"|" "
"Northwest Africa 2344"|"Official"|"2004"|"(Northwest Africa)"|"L~4"|"29.5 g"|" "
"Northwest Africa 2345"|"Official"|"2004"|"(Northwest Africa)"|"H~6"|"40.4 g"|" "
"Northwest Africa 2346"|"Official"|"2004"|"(Northwest Africa)"|"L~5"|"23.4 g"|" "
"Northwest Africa 2347"|"Official"|"2004"|"(Northwest Africa)"|"H~6"|"38.1 g"|" "
"Northwest Africa 2348"|"Official"|"2004"|"(Northwest Africa)"|"H5"|"365 g"|" "
"Northwest Africa 2349"|"Official"|"2004"|"(Northwest Africa)"|"L3/4"|"98 g"|" "
"Northwest Africa 2350"|"Official"|" "|"(Northwest Africa)"|"H4"|"141.5 g"|" "
"Northwest Africa 2351"|"Official"|"2003"|"(Northwest Africa)"|"L4 "|"189 g"|" "
"Northwest Africa 2352 **"|"Official"|"2004"|"(Northwest Africa)"|"Ureilite"|"302 g"|" "
"Northwest Africa 2353 **"|"Official"|"2004"|"(Northwest Africa)"|"Achondrite-ung"|"315 g"|" "
"Northwest Africa 2354"|"Official"|"2002"|"(Northwest Africa)"|"H5"|"727 g"|" "
"Northwest Africa 2355"|"Official"|"2002"|"(Northwest Africa)"|"LL5"|"286 g"|" "
"Northwest Africa 2356 **"|"Official"|"2004"|"(Northwest Africa)"|"Eucrite"|"53 g"|" "
"Northwest Africa 2357"|"Official"|"2002"|"(Northwest Africa)"|"L4"|"427 g"|" "
"Northwest Africa 2358"|"Official"|"2002"|"(Northwest Africa)"|"L4"|"328 g"|" "
"Northwest Africa 2359 **"|"Official"|"2004"|"(Northwest Africa)"|"Eucrite"|"1298 g"|" "
"Northwest Africa 2360"|"Official"|"2004"|"(Northwest Africa)"|"LL6"|"56 g"|" "
"Northwest Africa 2361"|"Official"|"2002"|"(Northwest Africa)"|"L5"|"263 g"|" "
"Northwest Africa 2362 **"|"Official"|"2004"|"(Northwest Africa)"|"Eucrite"|"252 g"|" "
"Northwest Africa 2363"|"Official"|"2004"|"(Northwest Africa)"|"L5"|"120 g"|" "
"Northwest Africa 2364"|"Official"|"2004"|"(Northwest Africa)"|"CV3"|"1493 g"|" "
"Northwest Africa 2365"|"Official"|"2004"|"(Northwest Africa)"|"LL6"|"258 g"|" "
"Northwest Africa 2366 **"|"Official"|"2004"|"(Northwest Africa)"|"Eucrite-pmict"|"1239 g"|" "
"Northwest Africa 2367"|"Official"|"2004"|"(Northwest Africa)"|"L4"|"168 g"|" "
"Northwest Africa 2368"|"Official"|"2004"|"(Northwest Africa)"|"LL3.9"|"170 g"|" "
"Northwest Africa 2369"|"Official"|"2004"|"(Northwest Africa)"|"LL3.8"|"220 g"|" "
"Northwest Africa 2370"|"Official"|"2004"|"(Northwest Africa)"|"L4"|"227 g"|" "
"Northwest Africa 2371"|"Official"|"2003"|"(Northwest Africa)"|"H4"|"2.95 kg"|" "
"Northwest Africa 2372 **"|"Official"|"2004"|"(Northwest Africa)"|"CK4"|"440 g"|" "
"Northwest Africa 2373 **"|"Official"|"2004"|"(Northwest Africa)"|"Martian (shergottite)"|"18 g"|" "
"Northwest Africa 2374 **"|"Official"|"2004"|"(Northwest Africa)"|"Ureilite"|"31 g"|" "
"Northwest Africa 2375"|"Official"|"2004"|"(Northwest Africa)"|"L5"|"544 g"|" "
"Northwest Africa 2376 **"|"Official"|"2004"|"(Northwest Africa)"|"Ureilite"|"123 g"|" "
"Northwest Africa 2377"|"Official"|"2004"|"(Northwest Africa)"|"L3.7"|"327 g"|" "
"Northwest Africa 2378"|"Official"|"2004"|"(Northwest Africa)"|"H3.5"|"3.14 kg"|" "
"Northwest Africa 2379 **"|"Official"|"2004"|"(Northwest Africa)"|"Howardite"|"68 g"|" "
"Northwest Africa 2380"|"Official"|"2004"|"(Northwest Africa)"|"LL5"|"4.53 kg"|" "
"Northwest Africa 2381 **"|"Official"|"2004"|"(Northwest Africa)"|"LL"|"132 g"|" "
"Northwest Africa 2382"|"Official"|"2004"|"(Northwest Africa)"|"L4"|"298 g"|" "
"Northwest Africa 2383"|"Official"|"2004"|"(Northwest Africa)"|"LL5"|"58 g"|" "
"Northwest Africa 2384"|"Official"|"2004"|"(Northwest Africa)"|"LL4"|"418 g"|" "
"Northwest Africa 2385"|"Official"|"2004"|"(Northwest Africa)"|"L3.8"|"410 g"|" "
"Northwest Africa 2386 **"|"Official"|"2004"|"(Northwest Africa)"|"CK4"|"440 g"|" "
"Northwest Africa 2388 **"|"Official"|"2004"|"(Northwest Africa)"|"CK6"|"81 g"|" "
"Northwest Africa 2389"|"Official"|"2003"|"(Northwest Africa)"|"LL5"|"156 g"|" "
"Northwest Africa 2390"|"Official"|"2004"|"(Northwest Africa)"|"L4"|"231 g"|" "
"Northwest Africa 2391"|"Official"|"2003"|"(Northwest Africa)"|"L4"|"178 g"|" "
"Northwest Africa 2392"|"Official"|"2004"|"(Northwest Africa)"|"L4"|"602 g"|" "
"Northwest Africa 2393"|"Official"|"2004"|"(Northwest Africa)"|"L4"|"828 g"|" "
"Northwest Africa 2394"|"Official"|"2004"|"(Northwest Africa)"|"L4"|"277 g"|" "
"Northwest Africa 2395"|"Official"|"2004"|"(Northwest Africa)"|"LL4"|"423 g"|" "
"Northwest Africa 2396"|"Official"|"2004"|"(Northwest Africa)"|"LL4"|"865 g"|" "
"Northwest Africa 2397"|"Official"|"2004"|"(Northwest Africa)"|"L4"|"323 g"|" "
"Northwest Africa 2398"|"Official"|"2004"|"(Northwest Africa)"|"LL3.5"|"718 g"|" "
"Northwest Africa 2399"|"Official"|"2004"|"(Northwest Africa)"|"L4"|"280 g"|" "
"Northwest Africa 2400 **"|"Official"|"2003"|"(Northwest Africa)"|"Achondrite-ung"|"136 g"|" "
"Northwest Africa 2401"|"Official"|"2010"|"Morocco"|"H4"|"15.24 kg"|" "
"Northwest Africa 2402 **"|"Official"|"2017"|"(Northwest Africa)"|"Lunar"|"500 g"|" "
"Northwest Africa 2403 **"|"Official"|"2016"|"(Northwest Africa)"|"Eucrite-unbr"|"625 g"|" "
"Northwest Africa 2404"|"Official"|"2013"|"Morocco"|"H6"|"7.62 kg"|" "
"Northwest Africa 2405 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-br"|"454 g"|" "
"Northwest Africa 2406"|"Official"|"2010"|"Morocco"|"LL3"|"2.43 kg"|" "
"Northwest Africa 2407"|"Official"|"2010"|"Morocco"|"LL3"|"1942 g"|" "
"Northwest Africa 2409 **"|"Official"|"2018"|"(Northwest Africa)"|"Eucrite-unbr"|"1822 g"|" "
"Northwest Africa 2412"|"Official"|"2010"|"Morocco"|"H3"|"966 g"|" "
"Northwest Africa 2417"|"Official"|"2010"|"Morocco"|"LL3"|"460 g"|" "
"Northwest Africa 2418"|"Official"|"2010"|"Morocco"|"H5"|"890 g"|" "
"Northwest Africa 2420 **"|"Official"|"2017"|"(Northwest Africa)"|"Lunar"|"395 g"|" "
"Northwest Africa 2421 **"|"Official"|"2014"|"(Northwest Africa)"|"Eucrite-br"|"498 g"|" "
"Northwest Africa 2422 **"|"Official"|"2014"|"(Northwest Africa)"|"Eucrite-mmict"|"125 g"|" "
"Northwest Africa 2424 **"|"Official"|"2016"|"(Northwest Africa)"|"Martian (shergottite)"|"58 g"|" "
"Northwest Africa 2425 **"|"Official"|"2016"|"(Northwest Africa)"|"lunar (feldsp. breccia)"|"810 g"|" "
"Northwest Africa 2426 **"|"Official"|"2016"|"(Northwest Africa)"|"Eucrite-cm"|"630 g"|" "
"Northwest Africa 2427"|"Official"|"2004"|"Morocco"|"H3"|"111.5 g"|" "
"Northwest Africa 2428 **"|"Official"|"2004"|"(Northwest Africa)"|"Iron, IAB-sHL"|"1650 g"|" "
"Northwest Africa 2429"|"Official"|"2004"|"(Northwest Africa)"|"LL4"|"206 g"|" "
"Northwest Africa 2430"|"Official"|"2004"|"(Northwest Africa)"|"H5"|"50 g"|" "
"Northwest Africa 2431"|"Official"|"2004"|"(Northwest Africa)"|"CO3.3"|"36 g"|" "
"Northwest Africa 2432"|"Official"|"2004"|"(Northwest Africa)"|"LL5"|"28.6 g"|" "
"Northwest Africa 2433"|"Official"|"2004"|"(Northwest Africa)"|"L3.9"|"24 g"|" "
"Northwest Africa 2434 **"|"Official"|"2004"|"(Northwest Africa)"|"Diogenite"|"441 g"|" "
"Northwest Africa 2439"|"Official"|"1998"|"(Northwest Africa)"|"H5"|"660 g"|" "
"Northwest Africa 2440"|"Official"|"2000"|"(Northwest Africa)"|"H5"|"182 g"|" "
"Northwest Africa 2441"|"Official"|"1998"|"(Northwest Africa)"|"L3-6"|"156 g"|" "
"Northwest Africa 2442"|"Official"|"1998"|"(Northwest Africa)"|"H5"|"192 g"|" "
"Northwest Africa 2443"|"Official"|"2003"|"(Northwest Africa)"|"H3-5"|"230 g"|" "
"Northwest Africa 2444"|"Official"|"1999"|"(Northwest Africa)"|"H6"|"74 g"|" "
"Northwest Africa 2445"|"Official"|"1998"|"(Northwest Africa)"|"H3-5"|"42 g"|" "
"Northwest Africa 2446"|"Official"|"2003"|"(Northwest Africa)"|"R3"|"32 g"|" "
"Northwest Africa 2447"|"Official"|"2003"|"(Northwest Africa)"|"L5-6"|"132 g"|" "
"Northwest Africa 2448"|"Official"|"2004"|"(Northwest Africa)"|"L6"|"1545 g"|" "
"Northwest Africa 2449"|"Official"|"2004"|"(Northwest Africa)"|"LL6"|"284 g"|" "
"Northwest Africa 2450"|"Official"|"2000"|"(Northwest Africa)"|"H4-6"|"766 g"|" "
"Northwest Africa 2451"|"Official"|"2004"|"(Northwest Africa)"|"L6"|"6.37 kg"|" "
"Northwest Africa 2452"|"Official"|"2004"|"(Northwest Africa)"|"L6"|"176 g"|" "
"Northwest Africa 2453"|"Official"|"2004"|"(Northwest Africa)"|"L3-6"|"2.28 kg"|" "
"Northwest Africa 2454"|"Official"|"2004"|"(Northwest Africa)"|"H5/6"|"222 g"|" "
"Northwest Africa 2455"|"Official"|"2004"|"(Northwest Africa)"|"LL4-5"|"38 g"|" "
"Northwest Africa 2456"|"Official"|"2004"|"(Northwest Africa)"|"LL6"|"166 g"|" "
"Northwest Africa 2457"|"Official"|"2000"|"(Northwest Africa)"|"Impact melt breccia"|"172 g"|" "
"Northwest Africa 2458"|"Official"|"2000"|"(Northwest Africa)"|"L3"|"284 g"|" "
"Northwest Africa 2459"|"Official"|"2004"|"(Northwest Africa)"|"LL3-5"|"166 g"|" "
"Northwest Africa 2460"|"Official"|"2004"|"(Northwest Africa)"|"LL6"|"100 g"|" "
"Northwest Africa 2461"|"Official"|"2004"|"(Northwest Africa)"|"LL3"|"108 g"|" "
"Northwest Africa 2462"|"Official"|"2004"|"(Northwest Africa)"|"L6"|"114 g"|" "
"Northwest Africa 2463"|"Official"|"2000"|"(Northwest Africa)"|"H6"|"62 g"|" "
"Northwest Africa 2464"|"Official"|"2000"|"(Northwest Africa)"|"H6"|"126 g"|" "
"Northwest Africa 2465"|"Official"|"2000"|"(Northwest Africa)"|"H4"|"1167 g"|" "
"Northwest Africa 2466"|"Official"|"2004"|"(Northwest Africa)"|"H3-6"|"446 g"|" "
"Northwest Africa 2467"|"Official"|"2004"|"(Northwest Africa)"|"E6"|"65 g"|" "
"Northwest Africa 2468"|"Official"|"2000"|"(Northwest Africa)"|"H6"|"25 g"|" "
"Northwest Africa 2469"|"Official"|"2000"|"(Northwest Africa)"|"H5/6"|"348 g"|" "
"Northwest Africa 2470"|"Official"|"2000"|"(Northwest Africa)"|"L3-4"|"266 g"|" "
"Northwest Africa 2471"|"Official"|"2000"|"(Northwest Africa)"|"H6"|"374 g"|" "
"Northwest Africa 2472"|"Official"|"2000"|"(Northwest Africa)"|"H4"|"362 g"|" "
"Northwest Africa 2473"|"Official"|"2000"|"(Northwest Africa)"|"L4"|"60 g"|" "
"Northwest Africa 2474"|"Official"|"2004"|"(Northwest Africa)"|"H4"|"62 g"|" "
"Northwest Africa 2475"|"Official"|"2004"|"(Northwest Africa)"|"L5"|"116 g"|" "
"Northwest Africa 2476"|"Official"|"2004"|"(Northwest Africa)"|"H4/5"|"110 g"|" "
"Northwest Africa 2477"|"Official"|"2004"|"(Northwest Africa)"|"H5"|"176 g"|" "
"Northwest Africa 2478"|"Official"|"2000"|"(Northwest Africa)"|"L6"|"473 g"|" "
"Northwest Africa 2479 **"|"Official"|"2004"|"Morocco"|"Eucrite"|"37.8 g"|" "
"Northwest Africa 2480 **"|"Official"|"2004"|"Morocco"|"Howardite"|"4.1 g"|" "
"Northwest Africa 2481 **"|"Official"|"2003"|"Western Sahara"|"Eucrite"|"5.01 kg"|" "
"Northwest Africa 2482 **"|"Official"|"2004"|"Morocco"|"Eucrite"|"1000 g"|" "
"Northwest Africa 2483 **"|"Official"|"2004"|"Western Sahara"|"Eucrite"|"280 g"|" "
"Northwest Africa 2484 **"|"Official"|"2004"|"Western Sahara"|"Eucrite"|"11.9 g"|" "
"Northwest Africa 2485"|"Official"|"2003"|"Morocco"|"H5"|"61.7 g"|" "
"Northwest Africa 2486"|"Official"|"2003"|"Morocco"|"L5"|"109 g"|" "
"Northwest Africa 2487"|"Official"|"2004"|"Morocco"|"H3"|"127 g"|" "
"Northwest Africa 2488"|"Official"|"2003"|"Morocco"|"H5 "|"18 kg"|" "
"Northwest Africa 2489"|"Official"|"2004"|"Morocco"|"L6"|"14.1 g"|" "
"Northwest Africa 2490"|"Official"|"2004"|"Morocco"|"H3"|"60 g"|" "
"Northwest Africa 2491"|"Official"|"2004"|"Morocco"|"H6"|"651 g"|" "
"Northwest Africa 2492"|"Official"|"2004"|"Morocco"|"LL6"|"162.3 g"|" "
"Northwest Africa 2493"|"Official"|"2004"|"Morocco"|"L6"|"288 g"|" "
"Northwest Africa 2494"|"Official"|"2004"|"Morocco"|"H6"|"490 g"|" "
"Northwest Africa 2495"|"Official"|"2004"|"Morocco"|"L6"|"149 g"|" "
"Northwest Africa 2496"|"Official"|"2004"|"Morocco"|"H3"|"132 g"|" "
"Northwest Africa 2497"|"Official"|"2004"|"Morocco"|"CO3"|"166 g"|" "
"Northwest Africa 2498"|"Official"|"2004"|"Morocco"|"H6"|"6 kg"|" "
"Northwest Africa 2499"|"Official"|"2004"|"Morocco"|"LL6"|"82 g"|" "
"Northwest Africa 2500"|"Official"|"2004"|"Morocco"|"H3"|"72 g"|" "
"Northwest Africa 2501"|"Official"|"2004"|"Morocco"|"H3"|"1165 g"|" "
"Northwest Africa 2502"|"Official"|"2004"|"Morocco"|"CV3"|"590 g"|" "
"Northwest Africa 2503"|"Official"|"2004"|"Morocco"|"R3-6"|"400 g"|" "
"Northwest Africa 2504"|"Official"|"2004"|"Morocco"|"H3-4"|"382 g"|" "
"Northwest Africa 2505"|"Official"|"2004"|"Morocco"|"L5"|"390 g"|" "
"Northwest Africa 2506"|"Official"|"2004"|"Morocco"|"L6"|"395 g"|" "
"Northwest Africa 2507"|"Official"|"2004"|"Morocco"|"H4"|"28 g"|" "
"Northwest Africa 2508"|"Official"|"2004"|"Morocco"|"CK4/5"|"14.7 g"|" "
"Northwest Africa 2509"|"Official"|"2004"|"Morocco"|"H6"|"4 kg"|" "
"Northwest Africa 2510"|"Official"|"2004"|"Morocco"|"L3-6"|"755 g"|" "
"Northwest Africa 2511"|"Official"|"2004"|"Morocco"|"L3-6"|"124 g"|" "
"Northwest Africa 2512"|"Official"|"2004"|"Morocco"|"CO3"|"250 g"|" "
"Northwest Africa 2513"|"Official"|"2003"|"(Northwest Africa)"|"L5"|"17.8 g"|" "
"Northwest Africa 2514"|"Official"|" "|"(Northwest Africa)"|"H4"|"6.6 g"|" "
"Northwest Africa 2515 **"|"Official"|"2004"|"(Northwest Africa)"|"Diogenite"|"218 g"|" "
"Northwest Africa 2516 **"|"Official"|"2004"|"(Northwest Africa)"|"Eucrite"|"296 g"|" "
"Northwest Africa 2517 **"|"Official"|"2004"|"(Northwest Africa)"|"Ureilite"|"17.6 g"|" "
"Northwest Africa 2518"|"Official"|"2004"|"(Northwest Africa)"|"H4"|"30.9 g"|" "
"Northwest Africa 2519 **"|"Official"|"2004"|"(Northwest Africa)"|"CK4"|"44.5 g"|" "
"Northwest Africa 2520 **"|"Official"|"2004"|"(Northwest Africa)"|"LL3.7"|"75.5 g"|" "
"Northwest Africa 2521"|"Official"|"2004"|"(Northwest Africa)"|"H/L3.7"|"47.8 g"|" "
"Northwest Africa 2522"|"Official"|"2004"|"(Northwest Africa)"|"LL3.9"|"135.1 g"|" "
"Northwest Africa 2526"|"Official"|"2003"|"(Northwest Africa)"|"Enst achon"|"42.9 g"|" "
"Northwest Africa 2527"|"Official"|"2003"|"(Northwest Africa)"|"Mesosiderite"|"600 g"|" "
"Northwest Africa 2528"|"Official"|"2001"|"(Northwest Africa)"|"LL(L)3"|"5.27 kg"|" "
"Northwest Africa 2529"|"Official"|"2003"|"(Northwest Africa)"|"H5"|"52.7 g"|" "
"Northwest Africa 2530"|"Official"|"2003"|"(Northwest Africa)"|"L6"|"57.1 g"|" "
"Northwest Africa 2531"|"Official"|"2003"|"(Northwest Africa)"|"LL6"|"210 g"|" "
"Northwest Africa 2532"|"Official"|"2003"|"(Northwest Africa)"|"Diogenite"|"33.3 g"|" "
"Northwest Africa 2533"|"Official"|"2002"|"(Northwest Africa)"|"H"|"190 g"|" "
"Northwest Africa 2534"|"Official"|"2002"|"(Northwest Africa)"|"LL5-6"|"593 g"|" "
"Northwest Africa 2535"|"Official"|"2002"|"(Northwest Africa)"|"L5"|"187 g"|" "
"Northwest Africa 2536"|"Official"|"2003"|"(Northwest Africa)"|"LL4-6"|"51.2 g"|" "
"Northwest Africa 2537"|"Official"|"2003"|"(Northwest Africa)"|"L6"|"65.4 g"|" "
"Northwest Africa 2538"|"Official"|"2003"|"(Northwest Africa)"|"Mesosiderite"|"215 g"|" "
"Northwest Africa 2539"|"Official"|"2003"|"(Northwest Africa)"|"LL6"|"34 g"|" "
"Northwest Africa 2540"|"Official"|"2003"|"(Northwest Africa)"|"LL6"|"25.1 g"|" "
"Northwest Africa 2541"|"Official"|"2002"|"(Northwest Africa)"|"L5/6"|"42.6 g"|" "
"Northwest Africa 2542"|"Official"|"2003"|"(Northwest Africa)"|"L3-6"|"20 g"|" "
"Northwest Africa 2543"|"Official"|"2003"|"(Northwest Africa)"|"Eucrite"|"33.9 g"|" "
"Northwest Africa 2544"|"Official"|"2003"|"(Northwest Africa)"|"L(LL)3"|"15 g"|" "
"Northwest Africa 2545"|"Official"|"2003"|"(Northwest Africa)"|"L3-6"|"19.7 g"|" "
"Northwest Africa 2546"|"Official"|"2003"|"(Northwest Africa)"|"H5"|"185 g"|" "
"Northwest Africa 2547"|"Official"|"2003"|"(Northwest Africa)"|"L3-5"|"287 g"|" "
"Northwest Africa 2548"|"Official"|"2003"|"(Northwest Africa)"|"H4"|"28.8 g"|" "
