"Name"|"Status"|"Fall"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Grove Mountains 130378"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.28 g"|" CARE"|"(-72.778610, 75.325830)  "
"Grove Mountains 130379"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.24 g"|" CARE"|"(-72.778330, 75.326110)  "
"Grove Mountains 130380"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.26 g"|" CARE"|"(-72.778330, 75.325830)  "
"Grove Mountains 130381"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.24 g"|" CARE"|"(-72.778330, 75.325560)  "
"Grove Mountains 130382"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.2 g"|" CARE"|"(-72.778330, 75.325280)  "
"Grove Mountains 130383"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.11 g"|" CARE"|"(-72.778330, 75.324720)  "
"Grove Mountains 130384"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.24 g"|" CARE"|"(-72.778060, 75.325000)  "
"Grove Mountains 130385"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.13 g"|" CARE"|"(-72.778330, 75.327500)  "
"Grove Mountains 130386"|"Official"|" "|"2014"|"Antarctica"|"H5"|"3.57 g"|" CARE"|"(-72.780280, 75.322220)  "
"Grove Mountains 130388"|"Official"|" "|"2014"|"Antarctica"|"H6"|"1.52 g"|" CARE"|"(-72.779720, 75.324720)  "
"Grove Mountains 130389"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.14 g"|" CARE"|"(-72.777780, 75.328610)  "
"Grove Mountains 130390"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.9 g"|" CARE"|"(-72.778890, 75.329170)  "
"Grove Mountains 130391"|"Official"|" "|"2014"|"Antarctica"|"H4"|"1.1 g"|" CARE"|"(-72.779170, 75.330560)  "
"Grove Mountains 130392"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.15 g"|" CARE"|"(-72.777500, 75.330830)  "
"Grove Mountains 130393"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.65 g"|" CARE"|"(-72.776670, 75.330000)  "
"Grove Mountains 130394"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.8 g"|" CARE"|"(-72.776110, 75.330560)  "
"Grove Mountains 130395"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.59 g"|" CARE"|"(-72.776390, 75.330830)  "
"Grove Mountains 130396"|"Official"|" "|"2014"|"Antarctica"|"L4"|"0.5 g"|" CARE"|"(-72.776940, 75.331670)  "
"Grove Mountains 130398"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.65 g"|" CARE"|"(-72.774170, 75.339720)  "
"Grove Mountains 130399"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.63 g"|" CARE"|"(-72.773890, 75.340280)  "
"Grove Mountains 130400"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.47 g"|" CARE"|"(-72.773890, 75.340560)  "
"Grove Mountains 130401"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.4 g"|" CARE"|"(-72.774170, 75.338890)  "
"Grove Mountains 130402"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.45 g"|" CARE"|"(-72.773610, 75.340560)  "
"Grove Mountains 130403"|"Official"|" "|"2014"|"Antarctica"|"H6"|"0.25 g"|" CARE"|"(-72.773610, 75.340560)  "
"Grove Mountains 130404"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.31 g"|" CARE"|"(-72.773610, 75.341670)  "
"Grove Mountains 130405"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.36 g"|" CARE"|"(-72.773330, 75.341110)  "
"Grove Mountains 130406"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.2 g"|" CARE"|"(-72.773330, 75.339170)  "
"Grove Mountains 130407"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.34 g"|" CARE"|"(-72.773330, 75.339720)  "
"Grove Mountains 130408"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.25 g"|" CARE"|"(-72.773060, 75.339440)  "
"Grove Mountains 130409"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.23 g"|" CARE"|"(-72.773330, 75.338610)  "
"Grove Mountains 130410"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.23 g"|" CARE"|"(-72.773610, 75.338330)  "
"Grove Mountains 130411"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.18 g"|" CARE"|"(-72.773330, 75.338890)  "
"Grove Mountains 130412"|"Official"|" "|"2014"|"Antarctica"|"H4"|"0.21 g"|" CARE"|"(-72.773060, 75.338330)  "
"Grove Mountains 130413"|"Official"|" "|"2014"|"Antarctica"|"L4"|"0.61 g"|" CARE"|"(-72.773330, 75.338610)  "
"Grove Mountains 130414"|"Official"|" "|"2014"|"Antarctica"|"L4"|"0.21 g"|" CARE"|"(-72.773060, 75.338890)  "
"Grove Mountains 130415"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.2 g"|" CARE"|"(-72.773890, 75.338890)  "
"Grove Mountains 130416"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.15 g"|" CARE"|"(-72.774440, 75.338610)  "
"Grove Mountains 130417"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.12 g"|" CARE"|"(-72.773330, 75.338330)  "
"Grove Mountains 130418"|"Official"|" "|"2014"|"Antarctica"|"H4"|"0.18 g"|" CARE"|"(-72.773890, 75.338890)  "
"Grove Mountains 130419"|"Official"|" "|"2014"|"Antarctica"|"L4"|"60 mg"|" CARE"|"(-72.773610, 75.339720)  "
"Grove Mountains 130420"|"Official"|" "|"2014"|"Antarctica"|"L5"|"80 mg"|" CARE"|"(-72.773610, 75.337500)  "
"Grove Mountains 130421"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.14 g"|" CARE"|"(-72.774720, 75.338060)  "
"Grove Mountains 130422"|"Official"|" "|"2014"|"Antarctica"|"H4"|"0.1 g"|" CARE"|"(-72.778610, 75.333610)  "
"Grove Mountains 130423"|"Official"|" "|"2014"|"Antarctica"|"H4"|"0.9 g"|" CARE"|"(-72.778890, 75.336670)  "
"Grove Mountains 130424"|"Official"|" "|"2014"|"Antarctica"|"H4"|"0.66 g"|" CARE"|"(-72.777220, 75.335830)  "
"Grove Mountains 130425"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.22 g"|" CARE"|"(-72.776670, 75.337220)  "
"Grove Mountains 130426"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.17 g"|" CARE"|"(-72.779170, 75.337500)  "
"Grove Mountains 130427"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.16 g"|" CARE"|"(-72.777500, 75.336390)  "
"Grove Mountains 130428"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.17 g"|" CARE"|"(-72.778060, 75.335280)  "
"Grove Mountains 130429"|"Official"|" "|"2014"|"Antarctica"|"H4"|"0.1 g"|" CARE"|"(-72.780560, 75.335560)  "
"Grove Mountains 130430"|"Official"|" "|"2014"|"Antarctica"|"L6"|"12.2 g"|" CARE"|"(-72.966940, 75.205830)  "
"Grove Mountains 130431"|"Official"|" "|"2014"|"Antarctica"|"H5"|"1.06 g"|" CARE"|"(-72.966940, 75.206110)  "
"Grove Mountains 130432"|"Official"|" "|"2014"|"Antarctica"|"H5"|"1.08 g"|" CARE"|"(-72.955560, 75.225830)  "
"Grove Mountains 130433"|"Official"|" "|"2014"|"Antarctica"|"H6"|"1.88 g"|" CARE"|"(-72.937780, 75.306670)  "
"Grove Mountains 130435"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.35 g"|" CARE"|"(-72.937500, 75.297220)  "
"Grove Mountains 130436"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.11 g"|" CARE"|"(-72.938060, 75.298060)  "
"Grove Mountains 130437"|"Official"|" "|"2014"|"Antarctica"|"L5"|"5.3 g"|" CARE"|"(-72.976940, 75.243610)  "
"Grove Mountains 130438"|"Official"|" "|"2014"|"Antarctica"|"L6"|"52.8 g"|" CARE"|"(-72.780830, 75.317500)  "
"Grove Mountains 130439"|"Official"|" "|"2014"|"Antarctica"|"L5"|"28.6 g"|" CARE"|"(-72.780000, 75.316670)  "
"Grove Mountains 130440"|"Official"|" "|"2014"|"Antarctica"|"L6"|"12.6 g"|" CARE"|"(-72.780000, 75.310280)  "
"Grove Mountains 130441"|"Official"|" "|"2014"|"Antarctica"|"L6"|"12.2 g"|" CARE"|"(-72.782220, 75.311670)  "
"Grove Mountains 130442"|"Official"|" "|"2014"|"Antarctica"|"L6"|"9 g"|" CARE"|"(-72.781390, 75.301110)  "
"Grove Mountains 130443"|"Official"|" "|"2014"|"Antarctica"|"L6"|"8.3 g"|" CARE"|"(-72.780280, 75.300830)  "
"Grove Mountains 130444"|"Official"|" "|"2014"|"Antarctica"|"L6"|"6 g"|" CARE"|"(-72.782780, 75.303890)  "
"Grove Mountains 130445"|"Official"|" "|"2014"|"Antarctica"|"L5"|"5.2 g"|" CARE"|"(-72.783890, 75.297500)  "
"Grove Mountains 130446"|"Official"|" "|"2014"|"Antarctica"|"L4"|"6 g"|" CARE"|"(-72.784170, 75.295830)  "
"Grove Mountains 130447"|"Official"|" "|"2014"|"Antarctica"|"L6"|"6.5 g"|" CARE"|"(-72.783610, 75.297500)  "
"Grove Mountains 130448"|"Official"|" "|"2014"|"Antarctica"|"L6"|"5.1 g"|" CARE"|"(-72.781940, 75.305830)  "
"Grove Mountains 130449"|"Official"|" "|"2014"|"Antarctica"|"L6"|"4.9 g"|" CARE"|"(-72.782500, 75.305280)  "
"Grove Mountains 130450"|"Official"|" "|"2014"|"Antarctica"|"L6"|"4.03 g"|" CARE"|"(-72.782500, 75.305560)  "
"Grove Mountains 130451"|"Official"|" "|"2014"|"Antarctica"|"L6"|"4.35 g"|" CARE"|"(-72.781940, 75.305560)  "
"Grove Mountains 130452"|"Official"|" "|"2014"|"Antarctica"|"L5"|"4.57 g"|" CARE"|"(-72.782500, 75.305000)  "
"Grove Mountains 130453"|"Official"|" "|"2014"|"Antarctica"|"L5"|"3.35 g"|" CARE"|"(-72.782780, 75.305000)  "
"Grove Mountains 130454"|"Official"|" "|"2014"|"Antarctica"|"L6"|"2.8 g"|" CARE"|"(-72.782220, 75.304170)  "
"Grove Mountains 130455"|"Official"|" "|"2014"|"Antarctica"|"H6"|"2.11 g"|" CARE"|"(-72.782220, 75.306670)  "
"Grove Mountains 130456"|"Official"|" "|"2014"|"Antarctica"|"L5"|"2.4 g"|" CARE"|"(-72.781670, 75.304720)  "
"Grove Mountains 130457"|"Official"|" "|"2014"|"Antarctica"|"H5"|"2.84 g"|" CARE"|"(-72.781940, 75.302780)  "
"Grove Mountains 130458"|"Official"|" "|"2014"|"Antarctica"|"L6"|"2.2 g"|" CARE"|"(-72.781670, 75.300830)  "
"Grove Mountains 130459"|"Official"|" "|"2014"|"Antarctica"|"L5"|"2.3 g"|" CARE"|"(-72.782220, 75.301670)  "
"Grove Mountains 130460"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.85 g"|" CARE"|"(-72.783060, 75.300560)  "
"Grove Mountains 130461"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.4 g"|" CARE"|"(-72.782780, 75.308060)  "
"Grove Mountains 130462"|"Official"|" "|"2014"|"Antarctica"|"H5"|"1.94 g"|" CARE"|"(-72.780830, 75.308330)  "
"Grove Mountains 130463"|"Official"|" "|"2014"|"Antarctica"|"H4"|"1.7 g"|" CARE"|"(-72.780280, 75.308890)  "
"Grove Mountains 130464"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.16 g"|" CARE"|"(-72.780560, 75.305560)  "
"Grove Mountains 130465"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.61 g"|" CARE"|"(-72.780000, 75.315830)  "
"Grove Mountains 130466"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.66 g"|" CARE"|"(-72.781940, 75.309720)  "
"Grove Mountains 130467"|"Official"|" "|"2014"|"Antarctica"|"L5"|"1.38 g"|" CARE"|"(-72.780830, 75.312220)  "
"Grove Mountains 130468"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.05 g"|" CARE"|"(-72.780560, 75.312220)  "
"Grove Mountains 130469"|"Official"|" "|"2014"|"Antarctica"|"H4"|"1.14 g"|" CARE"|"(-72.780560, 75.311670)  "
"Grove Mountains 130470"|"Official"|" "|"2014"|"Antarctica"|"L5"|"1.24 g"|" CARE"|"(-72.780000, 75.311390)  "
"Grove Mountains 130471"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.97 g"|" CARE"|"(-72.779720, 75.312220)  "
"Grove Mountains 130472"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.85 g"|" CARE"|"(-72.779440, 75.311670)  "
"Grove Mountains 130473"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.95 g"|" CARE"|"(-72.777780, 75.311670)  "
"Grove Mountains 130474"|"Official"|" "|"2014"|"Antarctica"|"H4"|"0.45 g"|" CARE"|"(-72.777780, 75.314170)  "
"Grove Mountains 130475"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.57 g"|" CARE"|"(-72.780560, 75.315280)  "
"Grove Mountains 130476"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.36 g"|" CARE"|"(-72.777780, 75.311670)  "
"Grove Mountains 130477"|"Official"|" "|"2014"|"Antarctica"|"H4"|"0.7 g"|" CARE"|"(-72.777780, 75.314170)  "
"Grove Mountains 130478"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.3 g"|" CARE"|"(-72.780280, 75.315280)  "
"Grove Mountains 130479"|"Official"|" "|"2014"|"Antarctica"|"L6"|"12.4 g"|" CARE"|"(-72.776940, 75.328060)  "
"Grove Mountains 130480"|"Official"|" "|"2014"|"Antarctica"|"L5"|"10.3 g"|" CARE"|"(-72.777220, 75.322780)  "
"Grove Mountains 130481"|"Official"|" "|"2014"|"Antarctica"|"L6"|"11.5 g"|" CARE"|"(-72.777780, 75.325280)  "
"Grove Mountains 130482"|"Official"|" "|"2014"|"Antarctica"|"L5"|"5.2 g"|" CARE"|"(-72.778610, 75.317220)  "
"Grove Mountains 130484"|"Official"|" "|"2014"|"Antarctica"|"L6"|"4.9 g"|" CARE"|"(-72.779170, 75.322500)  "
"Grove Mountains 130485"|"Official"|" "|"2014"|"Antarctica"|"L6"|"4.6 g"|" CARE"|"(-72.778890, 75.320280)  "
"Grove Mountains 130486"|"Official"|" "|"2014"|"Antarctica"|"L6"|"4.4 g"|" CARE"|"(-72.783330, 75.296940)  "
"Grove Mountains 130487 **"|"Official"|" "|"2014"|"Antarctica"|"L3"|"1.55 g"|" CARE"|"(-72.783890, 75.295830)  "
"Grove Mountains 130488"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.66 g"|" CARE"|"(-72.784440, 75.297220)  "
"Grove Mountains 130489"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.38 g"|" CARE"|"(-72.782220, 75.305000)  "
"Grove Mountains 130490"|"Official"|" "|"2014"|"Antarctica"|"L5"|"13.6 g"|" CARE"|"(-72.782500, 75.304720)  "
"Grove Mountains 130491"|"Official"|" "|"2014"|"Antarctica"|"L6"|"4.65 g"|" CARE"|"(-72.782220, 75.304170)  "
"Grove Mountains 130492"|"Official"|" "|"2014"|"Antarctica"|"L6"|"3.47 g"|" CARE"|"(-72.782500, 75.303890)  "
"Grove Mountains 130493"|"Official"|" "|"2014"|"Antarctica"|"L6"|"4.52 g"|" CARE"|"(-72.782780, 75.305560)  "
"Grove Mountains 130494"|"Official"|" "|"2014"|"Antarctica"|"L6"|"6.9 g"|" CARE"|"(-72.782220, 75.305830)  "
"Grove Mountains 130495"|"Official"|" "|"2014"|"Antarctica"|"L6"|"3.27 g"|" CARE"|"(-72.782500, 75.303330)  "
"Grove Mountains 130496"|"Official"|" "|"2014"|"Antarctica"|"L6"|"2.8 g"|" CARE"|"(-72.781670, 75.306390)  "
"Grove Mountains 130497"|"Official"|" "|"2014"|"Antarctica"|"LL6"|"2.9 g"|" CARE"|"(-72.781670, 75.303330)  "
"Grove Mountains 130498"|"Official"|" "|"2014"|"Antarctica"|"H5"|"1.93 g"|" CARE"|"(-72.781940, 75.305560)  "
"Grove Mountains 130499"|"Official"|" "|"2014"|"Antarctica"|"L5"|"1.57 g"|" CARE"|"(-72.781940, 75.306940)  "
"Grove Mountains 130500"|"Official"|" "|"2014"|"Antarctica"|"L6"|"7 g"|" CARE"|"(-72.782220, 75.300280)  "
"Grove Mountains 130501"|"Official"|" "|"2014"|"Antarctica"|"L5"|"3.78 g"|" CARE"|"(-72.782780, 75.302780)  "
"Grove Mountains 130502"|"Official"|" "|"2014"|"Antarctica"|"L6"|"2.75 g"|" CARE"|"(-72.782220, 75.305000)  "
"Grove Mountains 130503"|"Official"|" "|"2014"|"Antarctica"|"L5"|"1.33 g"|" CARE"|"(-72.781110, 75.307500)  "
"Grove Mountains 130504"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.06 g"|" CARE"|"(-72.780560, 75.306670)  "
"Grove Mountains 130505"|"Official"|" "|"2014"|"Antarctica"|"L6"|"3.18 g"|" CARE"|"(-72.780830, 75.307220)  "
"Grove Mountains 130506"|"Official"|" "|"2014"|"Antarctica"|"L6"|"2.02 g"|" CARE"|"(-72.780000, 75.312500)  "
"Grove Mountains 130507"|"Official"|" "|"2014"|"Antarctica"|"L5"|"1.3 g"|" CARE"|"(-72.780560, 75.318610)  "
"Grove Mountains 130508"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.84 g"|" CARE"|"(-72.780000, 75.317500)  "
"Grove Mountains 130509"|"Official"|" "|"2014"|"Antarctica"|"L6"|"1.92 g"|" CARE"|"(-72.780830, 75.311390)  "
"Grove Mountains 130510"|"Official"|" "|"2014"|"Antarctica"|"L5"|"4.31 g"|" CARE"|"(-72.780560, 75.314440)  "
"Grove Mountains 130511"|"Official"|" "|"2014"|"Antarctica"|"H6"|"6.1 g"|" CARE"|"(-72.780280, 75.311940)  "
"Grove Mountains 130512"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.61 g"|" CARE"|"(-72.780000, 75.315000)  "
"Grove Mountains 130513"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.93 g"|" CARE"|"(-72.779720, 75.313610)  "
"Grove Mountains 130514"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.93 g"|" CARE"|"(-72.782220, 75.315560)  "
"Grove Mountains 130515"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.91 g"|" CARE"|"(-72.781940, 75.313060)  "
"Grove Mountains 130516"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.8 g"|" CARE"|"(-72.779720, 75.311940)  "
"Grove Mountains 130517"|"Official"|" "|"2014"|"Antarctica"|"L5"|"1.06 g"|" CARE"|"(-72.780000, 75.313060)  "
"Grove Mountains 130518"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.68 g"|" CARE"|"(-72.780000, 75.320280)  "
"Grove Mountains 130519"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.79 g"|" CARE"|"(-72.781110, 75.311110)  "
"Grove Mountains 130520"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.9 g"|" CARE"|"(-72.780830, 75.312500)  "
"Grove Mountains 130521"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.96 g"|" CARE"|"(-72.780000, 75.311390)  "
"Grove Mountains 130522"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.78 g"|" CARE"|"(-72.779720, 75.313060)  "
"Grove Mountains 130523"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.72 g"|" CARE"|"(-72.779720, 75.312780)  "
"Grove Mountains 130524"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.95 g"|" CARE"|"(-72.780560, 75.313890)  "
"Grove Mountains 130525"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.77 g"|" CARE"|"(-72.781390, 75.313610)  "
"Grove Mountains 130526"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.57 g"|" CARE"|"(-72.780000, 75.313330)  "
"Grove Mountains 130527"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.44 g"|" CARE"|"(-72.780830, 75.316940)  "
"Grove Mountains 130528"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.32 g"|" CARE"|"(-72.780000, 75.318890)  "
"Grove Mountains 130529"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.25 g"|" CARE"|"(-72.780830, 75.312500)  "
"Grove Mountains 130530"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.23 g"|" CARE"|"(-72.781110, 75.312780)  "
"Grove Mountains 130531"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.24 g"|" CARE"|"(-72.780280, 75.309170)  "
"Grove Mountains 130532"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.17 g"|" CARE"|"(-72.780000, 75.312220)  "
"Grove Mountains 130533"|"Official"|" "|"2014"|"Antarctica"|"L5"|"4.52 g"|" CARE"|"(-72.783610, 75.295830)  "
"Grove Mountains 130534"|"Official"|" "|"2014"|"Antarctica"|"L6"|"3.09 g"|" CARE"|"(-72.784170, 75.295280)  "
"Grove Mountains 130535"|"Official"|" "|"2014"|"Antarctica"|"L6"|"2.95 g"|" CARE"|"(-72.785000, 75.297780)  "
"Grove Mountains 130536"|"Official"|" "|"2014"|"Antarctica"|"H5"|"3.43 g"|" CARE"|"(-72.785560, 75.297220)  "
"Grove Mountains 130537"|"Official"|" "|"2014"|"Antarctica"|"L6"|"2.2 g"|" CARE"|"(-72.786670, 75.293060)  "
"Grove Mountains 130538"|"Official"|" "|"2014"|"Antarctica"|"LL5"|"1.02 g"|" CARE"|"(-72.778890, 75.298890)  "
"Grove Mountains 130539"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.95 g"|" CARE"|"(-72.779170, 75.300000)  "
"Grove Mountains 130540"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.84 g"|" CARE"|"(-72.779440, 75.300280)  "
"Grove Mountains 130541"|"Official"|" "|"2014"|"Antarctica"|"H4"|"1.09 g"|" CARE"|"(-72.779720, 75.300560)  "
"Grove Mountains 130542"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.82 g"|" CARE"|"(-72.780000, 75.300830)  "
"Grove Mountains 130543"|"Official"|" "|"2014"|"Antarctica"|"H6"|"0.99 g"|" CARE"|"(-72.779720, 75.301110)  "
"Grove Mountains 130545"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.47 g"|" CARE"|"(-72.780830, 75.304170)  "
"Grove Mountains 130546"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.51 g"|" CARE"|"(-72.781940, 75.301940)  "
"Grove Mountains 130547"|"Official"|" "|"2014"|"Antarctica"|"L5"|"0.58 g"|" CARE"|"(-72.781390, 75.305560)  "
"Grove Mountains 130549"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.38 g"|" CARE"|"(-72.781940, 75.302780)  "
"Grove Mountains 130550"|"Official"|" "|"2014"|"Antarctica"|"L6"|"0.25 g"|" CARE"|"(-72.781940, 75.303060)  "
"Grove Mountains 130551"|"Official"|" "|"2014"|"Antarctica"|"L4"|"3.44 g"|" CARE"|"(-72.781670, 75.302780)  "
"Grove Mountains 130552 **"|"Official"|" "|"2014"|"Antarctica"|"H3"|"1.34 g"|" CARE"|"(-72.782780, 75.303610)  "
"Grove Mountains 130553"|"Official"|" "|"2014"|"Antarctica"|"H5"|"1.24 g"|" CARE"|"(-72.783060, 75.303890)  "
"Grove Mountains 130554"|"Official"|" "|"2014"|"Antarctica"|"H5"|"0.9 g"|" CARE"|"(-72.781390, 75.303060)  "
"Grove Mountains 130555"|"Official"|" "|"2014"|"Antarctica"|"H5"|"6.9 g"|" CARE"|"(-72.938330, 75.302780)  "
"Grove Mountains 130556"|"Official"|" "|"2014"|"Antarctica"|"L6"|"4.27 g"|" CARE"|"(-72.938060, 75.301670)  "
"Grove Mountains 130557"|"Official"|" "|"2014"|"Antarctica"|"H5"|"4.61 g"|" CARE"|"(-72.937500, 75.303330)  "
"Grove Mountains 130558"|"Official"|" "|"2014"|"Antarctica"|"H4"|"4.01 g"|" CARE"|"(-72.936670, 75.302500)  "
"Grove Mountains 130559"|"Official"|" "|"2014"|"Antarctica"|"H4"|"2.95 g"|" CARE"|"(-72.936940, 75.303060)  "
"Grove Mountains 130560"|"Official"|" "|"2014"|"Antarctica"|"H4"|"2.91 g"|" CARE"|"(-72.937780, 75.301940)  "
"Grove Mountains 130561"|"Official"|" "|"2014"|"Antarctica"|"H4"|"3.4 g"|" CARE"|"(-72.938890, 75.302780)  "
"Grove Mountains 130563"|"Official"|" "|"2014"|"Antarctica"|"H4"|"2.41 g"|" CARE"|"(-72.937220, 75.300280)  "
"Grove Mountains 130564"|"Official"|" "|"2014"|"Antarctica"|"H5"|"2.09 g"|" CARE"|"(-72.936940, 75.300560)  "
"Grove Mountains 130565"|"Official"|" "|"2014"|"Antarctica"|"H5"|"1.8 g"|" CARE"|"(-72.938330, 75.300000)  "
