"Name"|"Status"|"Fall"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Northwest Africa 14137 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Lunar (basalt)"|"77 g"|" "|" "
"Northwest Africa 14139 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"C3-ung"|"192 g"|" "|" "
"Northwest Africa 14140 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"1488 g"|" "|" "
"Northwest Africa 14141 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"EL4"|"525 g"|" "|" "
"Northwest Africa 14142 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Eucrite-unbr"|"480 g"|" "|" "
"Northwest Africa 14143 **"|"Official"|" "|"2018"|"Morocco"|"L5"|"7.44 kg"|" "|" "
"Northwest Africa 14144 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Mesosiderite"|"1215 g"|" "|" "
"Northwest Africa 14145 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"CK4"|"170 g"|" "|" "
"Northwest Africa 14146 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Eucrite-mmict-an"|"399 g"|" "|" "
"Northwest Africa 14147 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"R3-4"|"1053 g"|" "|" "
"Northwest Africa 14148 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"CK4"|"366 g"|" "|" "
"Northwest Africa 14149 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"CK4"|"600 g"|" "|" "
"Northwest Africa 14150 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L4"|"2.7 kg"|" "|" "
"Northwest Africa 14151"|"Official"|" "|"2021"|"(Northwest Africa)"|"L5"|"1179 g"|" "|" "
"Northwest Africa 14152 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Eucrite-mmict"|"58 g"|" "|" "
"Northwest Africa 14153 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"CVred3"|"379 g"|" "|" "
"Northwest Africa 14154 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L4"|"1047 g"|" "|" "
"Northwest Africa 14155"|"Official"|" "|"2021"|"(Northwest Africa)"|"H6"|"268 g"|" "|" "
"Northwest Africa 14156"|"Official"|" "|"2021"|"(Northwest Africa)"|"L5"|"150 g"|" "|" "
"Northwest Africa 14157"|"Official"|" "|"2021"|"(Northwest Africa)"|"H5"|"202 g"|" "|" "
"Northwest Africa 14158 **"|"Official"|" "|"2018"|"Tunisia"|"L6"|"600 g"|" "|" "
"Northwest Africa 14159"|"Official"|" "|"2018"|"Morocco"|"H4"|"423 g"|" "|" "
"Northwest Africa 14160"|"Official"|" "|"2017"|"(Northwest Africa)"|"H5"|"288 g"|" "|" "
"Northwest Africa 14161 **"|"Official"|" "|"2021"|"Algeria"|"CV3"|"1022 g"|" "|" "
"Northwest Africa 14162 **"|"Official"|" "|"2021"|"Algeria"|"Eucrite-br"|"1610 g"|" "|" "
"Northwest Africa 14163 **"|"Official"|" "|"2019"|"Morocco"|"EL-melt rock"|"139 g"|" "|" "
"Northwest Africa 14164"|"Official"|" "|"2019"|"Morocco"|"H5"|"44.2 g"|" "|" "
"Northwest Africa 14165"|"Official"|" "|"2020"|"(Northwest Africa)"|"L6"|"219 g"|" "|" "
"Northwest Africa 14166 **"|"Official"|" "|"2016"|"Morocco"|"LL7"|"65 g"|" "|" "
"Northwest Africa 14167"|"Official"|" "|"2019"|"Morocco"|"L6"|"2.38 kg"|" "|" "
"Northwest Africa 14168 **"|"Official"|" "|"2017"|"Morocco"|"LL7"|"237 g"|" "|" "
"Northwest Africa 14169 **"|"Official"|" "|"2019"|"(Northwest Africa)"|"CO3"|"1143 g"|" "|" "
"Northwest Africa 14170 **"|"Official"|" "|"2019"|"Niger"|"LL7"|"141 g"|" "|" "
"Northwest Africa 14171 **"|"Official"|" "|"2020"|"Niger"|"L-melt rock"|"271 g"|" "|" "
"Northwest Africa 14172 **"|"Official"|" "|"2020"|"Mali"|"CK5"|"230 g"|" "|" "
"Northwest Africa 14173 **"|"Official"|" "|"2020"|"Mali"|"L4"|"458 g"|" "|" "
"Northwest Africa 14174 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Eucrite-melt breccia"|"1470 g"|" "|" "
"Northwest Africa 14175 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L3"|"4.27 kg"|" "|" "
"Northwest Africa 14176 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Eucrite-an"|"310 g"|" "|" "
"Northwest Africa 14177 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Winonaite"|"930 g"|" "|" "
"Northwest Africa 14178 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Lunar (bas. breccia)"|"440 g"|" "|" "
"Northwest Africa 14179 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"C3-ung"|"265 g"|" "|" "
"Northwest Africa 14180 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"LL6"|"1660 g"|" "|" "
"Northwest Africa 14181 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Pallasite"|"673 g"|" "|" "
"Northwest Africa 14182 **"|"Official"|" "|"2019"|"Niger"|"LL4"|"420 g"|" "|" "
"Northwest Africa 14183 **"|"Official"|" "|"2021"|"Algeria"|"Howardite"|"453 g"|" "|" "
"Northwest Africa 14184 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"L6"|"728 g"|" "|" "
"Northwest Africa 14185 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Aubrite"|"1900 g"|" "|" "
"Northwest Africa 14186 **"|"Official"|" "|"2020"|"Mali"|"LL4"|"390 g"|" "|" "
"Northwest Africa 14187 **"|"Official"|" "|"2021"|"Niger"|"LL6"|"548 g"|" "|" "
"Northwest Africa 14188 **"|"Official"|" "|"2021"|"Niger"|"Lunar (bas. breccia)"|"260 g"|" "|" "
"Northwest Africa 14189 **"|"Official"|" "|"2021"|"Niger"|"LL4"|"397 g"|" "|" "
"Northwest Africa 14190 **"|"Official"|" "|"2021"|"Niger"|"H4"|"266 g"|" "|" "
"Northwest Africa 14194 **"|"Official"|" "|"2019"|"Morocco"|"Eucrite-mmict"|"2.53 kg"|" "|" "
"Northwest Africa 14195 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Eucrite-pmict"|"773 g"|" "|" "
"Northwest Africa 14196 **"|"Official"|" "|"2015"|"Morocco"|"CV3"|"1210 g"|" "|" "
"Northwest Africa 14197 **"|"Official"|" "|"2008"|"(Northwest Africa)"|"H3-6"|"358 g"|" "|" "
"Northwest Africa 14198 **"|"Official"|" "|"2021"|"Tindouf, Algeria"|"Mesosiderite"|"703 g"|" "|" "
"Northwest Africa 14199 **"|"Official"|" "|"2021"|"Guelmim, Morocco"|"Mesosiderite"|"72 g"|" "|" "
"Northwest Africa 14200 **"|"Official"|" "|"2009"|"(Northwest Africa)"|"C3-ung"|"76.8 g"|" "|" "
"Northwest Africa 14201 **"|"Official"|" "|"2020"|"Algeria"|"Howardite"|"33 g"|" "|" "
"Northwest Africa 14202 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Lunar (feldsp. breccia)"|"34 g"|" "|" "
"Northwest Africa 14203 **"|"Official"|" "|"2018"|"Algeria"|"Martian (shergottite)"|"44 g"|" "|" "
"Northwest Africa 14204 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"H5"|"300 g"|" "|" "
"Northwest Africa 14205 **"|"Official"|" "|"2019"|"(Northwest Africa)"|"L5"|"200 g"|" "|" "
"Northwest Africa 14206 **"|"Official"|" "|"2018"|"(Northwest Africa)"|"H4"|"320 g"|" "|" "
"Northwest Africa 14207 **"|"Official"|" "|"2019"|"(Northwest Africa)"|"L4"|"520 g"|" "|" "
"Northwest Africa 14208 **"|"Official"|" "|"2018"|"(Northwest Africa)"|"Pallasite"|"67 g"|" "|" "
"Northwest Africa 14209 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Eucrite-br"|"399 g"|" "|" "
"Northwest Africa 14210 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"CK5"|"1200 g"|" "|" "
"Northwest Africa 14211 **"|"Official"|" "|"2018"|"Algeria"|"LL4"|"840 g"|" "|" "
"Northwest Africa 14212 **"|"Official"|" "|"2019"|"Algeria"|"Eucrite-melt breccia"|"1545 g"|" "|" "
"Northwest Africa 14213 **"|"Official"|" "|"2018"|"Algeria"|"LL4"|"265 g"|" "|" "
"Northwest Africa 14214 **"|"Official"|" "|"2021"|"Mauritania"|"Howardite"|"420 g"|" "|" "
"Northwest Africa 14215 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"L5"|"1100 g"|" "|" "
"Northwest Africa 14216"|"Official"|" "|"2021"|"(Northwest Africa)"|"H6"|"54.4 g"|" "|" "
"Northwest Africa 14217 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"CVox3"|"802 g"|" "|" "
"Northwest Africa 14218"|"Official"|" "|"2021"|"(Northwest Africa)"|"H5"|"243 g"|" "|" "
"Northwest Africa 14219"|"Official"|" "|"2021"|"(Northwest Africa)"|"H5"|"483 g"|" "|" "
"Northwest Africa 14220 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Eucrite-melt breccia"|"158 g"|" "|" "
"Northwest Africa 14221 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"R4"|"60 g"|" "|" "
"Northwest Africa 14222 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Ureilite"|"200 g"|" "|" "
"Northwest Africa 14223 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Eucrite-melt breccia"|"202 g"|" "|" "
"Northwest Africa 14224 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"LL3"|"432 g"|" "|" "
"Northwest Africa 14225"|"Official"|" "|"2021"|"(Northwest Africa)"|"LL6"|"194.7 g"|" "|" "
"Northwest Africa 14226 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Mesosiderite"|"130 g"|" "|" "
"Northwest Africa 14227 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Ureilite"|"40 g"|" "|" "
"Northwest Africa 14228 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Ureilite-pmict"|"98 g"|" "|" "
"Northwest Africa 14229 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L4"|"361 g"|" "|" "
"Northwest Africa 14230 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Diogenite"|"98.8 g"|" "|" "
"Northwest Africa 14231"|"Official"|" "|"2021"|"(Northwest Africa)"|"L5"|"653 g"|" "|" "
"Northwest Africa 14232 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L4"|"599 g"|" "|" "
"Northwest Africa 14233 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L4"|"6 kg"|" "|" "
"Northwest Africa 14234 **"|"Official"|" "|"2019"|"(Northwest Africa)"|"H7"|"278 g"|" "|" "
"Northwest Africa 14235 **"|"Official"|" "|"2019"|"(Northwest Africa)"|"EL-melt rock"|"165 g"|" "|" "
"Northwest Africa 14236 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"CH3"|"74.3 g"|" "|" "
"Northwest Africa 14237 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"R4-6"|"51.9 g"|" "|" "
"Northwest Africa 14238 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Mesosiderite"|"54.8 g"|" "|" "
"Northwest Africa 14239"|"Official"|" "|"2020"|"(Northwest Africa)"|"L6"|"121 g"|" "|" "
"Northwest Africa 14240 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"H6"|"7.45 kg"|" "|" "
"Northwest Africa 14241 **"|"Official"|" "|"2017"|"(Northwest Africa)"|"H5"|"702 g"|" "|" "
"Northwest Africa 14242 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Iron, IAB-ung"|"21 g"|" "|" "
"Northwest Africa 14243 **"|"Official"|" "|"2019"|"(Northwest Africa)"|"Martian (shergottite)"|"3.28 kg"|" "|" "
"Northwest Africa 14244 **"|"Official"|" "|"2015"|"Morocco"|"Eucrite"|"15.4 g"|" "|" "
"Northwest Africa 14245 **"|"Official"|" "|"2020"|"Morocco"|"Eucrite"|"69.2 g"|" "|" "
"Northwest Africa 14246 **"|"Official"|" "|"2021"|"Morocco"|"Eucrite"|"67.8 g"|" "|" "
"Northwest Africa 14247 **"|"Official"|" "|"2021"|"Morocco"|"H6"|"32.9 g"|" "|" "
"Northwest Africa 14248 **"|"Official"|" "|"2015"|"Morocco"|"EL-melt rock"|"3 kg"|" "|" "
"Northwest Africa 14249"|"Official"|" "|"2019"|"(Northwest Africa)"|"L6-melt breccia"|"3.11 kg"|" "|" "
"Northwest Africa 14250 **"|"Official"|" "|"2018"|"(Northwest Africa)"|"CR2"|"265 g"|" "|" "
"Northwest Africa 14251 **"|"Official"|" "|"2015"|"Morocco"|"LL4-7"|"194 g"|" "|" "
"Northwest Africa 14252 **"|"Official"|" "|"2019"|"(Northwest Africa)"|"Eucrite"|"240 g"|" "|" "
"Northwest Africa 14253 **"|"Official"|" "|"2018"|"(Northwest Africa)"|"Eucrite-br"|"1290 g"|" "|" "
"Northwest Africa 14254"|"Official"|" "|"2018"|"Morocco"|"L6"|"421 g"|" "|" "
"Northwest Africa 14255"|"Official"|" "|"2019"|"(Northwest Africa)"|"H5"|"1711 g"|" "|" "
"Northwest Africa 14256 **"|"Official"|" "|"2018"|"(Northwest Africa)"|"Eucrite-melt breccia"|"209 g"|" "|" "
"Northwest Africa 14257 **"|"Official"|" "|"2013"|"Morocco"|"Eucrite"|"68.8 g"|" "|" "
"Northwest Africa 14258 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Lunar (Feldsp. breccia)"|"668 g"|" "|" "
"Northwest Africa 14260 **"|"Official"|" "|"2017"|"(Northwest Africa)"|"R3-5"|"314 g"|" "|" "
"Northwest Africa 14261 **"|"Official"|" "|"2014"|"(Northwest Africa)"|"L3-5"|"2.29 kg"|" "|" "
"Northwest Africa 14262 **"|"Official"|" "|"2009"|"(Northwest Africa)"|"H6"|"232 g"|" "|" "
"Northwest Africa 14263 **"|"Official"|" "|"2009"|"(Northwest Africa)"|"H6"|"140 g"|" "|" "
"Northwest Africa 14264 **"|"Official"|" "|"2010"|"(Northwest Africa)"|"L6"|"330 g"|" "|" "
"Northwest Africa 14265 **"|"Official"|" "|"2002"|"(Northwest Africa)"|"H4"|"23 g"|" "|" "
"Northwest Africa 14266 **"|"Official"|" "|"2019"|"Mali"|"L4/5"|"475 g"|" "|" "
"Northwest Africa 14267 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Howardite"|"1978 g"|" "|" "
"Northwest Africa 14268 **"|"Official"|" "|"2020"|"Algeria"|"LL5"|"417 g"|" "|" "
"Northwest Africa 14269 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Martian (shergottite)"|"2.85 kg"|" "|" "
"Northwest Africa 14270 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Achondrite-ung"|"20 g"|" "|" "
"Northwest Africa 14271 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"R3-4"|"179 g"|" "|" "
"Northwest Africa 14272 **"|"Official"|" "|"2018"|"(Northwest Africa)"|"Eucrite-mmict"|"5.16 kg"|" "|" "
"Northwest Africa 14273 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Achondrite-ung"|"1200 g"|" "|" "
"Northwest Africa 14274 **"|"Official"|" "|"2017"|"(Northwest Africa)"|"Ureilite"|"220 g"|" "|" "
"Northwest Africa 14275 **"|"Official"|" "|"2020"|"Algeria"|"H4"|"789 g"|" "|" "
"Northwest Africa 14276 **"|"Official"|" "|"2020"|"Morocco"|"L3-5"|"250 g"|" "|" "
"Northwest Africa 14277 **"|"Official"|" "|"2020"|"Morocco"|"L5"|"350 g"|" "|" "
"Northwest Africa 14278 **"|"Official"|" "|"2020"|"Morocco"|"L5-melt breccia"|"4.4 kg"|" "|" "
"Northwest Africa 14279 **"|"Official"|" "|"2021"|"Algeria"|"Winonaite"|"3.4 kg"|" "|" "
"Northwest Africa 14280 **"|"Official"|" "|"2020"|"Algeria"|"Lunar (feldsp. breccia)"|"26 g"|" "|" "
"Northwest Africa 14281 **"|"Official"|" "|"2019"|"Algeria"|"Ureilite"|"1786 g"|" "|" "
"Northwest Africa 14282 **"|"Official"|" "|"2016"|"Morocco"|"Ureilite"|"67 g"|" "|" "
"Northwest Africa 14283 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Iron, IIAB"|"650 g"|" "|" "
"Northwest Africa 14284 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Iron, IAB-sLH"|"178 g"|" "|" "
"Northwest Africa 14285 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"Iron, IAB-sLH"|"383 g"|" "|" "
"Northwest Africa 14286 **"|"Official"|" "|"2021"|"Algeria"|"CO3"|"750 g"|" "|" "
"Northwest Africa 14288 **"|"Official"|" "|"2018"|"Niger"|"H4"|"411 g"|" "|" "
"Northwest Africa 14289 **"|"Official"|" "|"2019"|"(Northwest Africa)"|"Eucrite-br"|"1100 g"|" "|" "
"Northwest Africa 14290 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L3"|"11.5 kg"|" "|" "
"Northwest Africa 14291 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"H5-melt breccia"|"1100 g"|" "|" "
"Northwest Africa 14292 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"CK4"|"150 g"|" "|" "
"Northwest Africa 14293 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L4"|"860 g"|" "|" "
"Northwest Africa 14294 **"|"Official"|" "|"2019"|"Niger"|"CO3"|"1889 g"|" "|" "
"Northwest Africa 14295 **"|"Official"|" "|"2019"|"Niger"|"Eucrite-mmict"|"719 g"|" "|" "
"Northwest Africa 14296 **"|"Official"|" "|"2020"|"Mali"|"L4"|"230 g"|" "|" "
"Northwest Africa 14297"|"Official"|" "|"2019"|"(Northwest Africa)"|"H5"|"33 g"|" "|" "
"Northwest Africa 14298 **"|"Official"|" "|"2008"|"(Northwest Africa)"|"EL6"|"163 g"|" "|" "
"Northwest Africa 14299"|"Official"|" "|"2020"|"(Northwest Africa)"|"L6"|"1800 g"|" "|" "
"Northwest Africa 14300"|"Official"|" "|"2020"|"(Northwest Africa)"|"L5"|"152 g"|" "|" "
"Northwest Africa 14301"|"Official"|" "|"2020"|"(Northwest Africa)"|"H4"|"430 g"|" "|" "
"Northwest Africa 14307"|"Official"|" "|"2020"|"Morocco"|"L5"|"36.7 g"|" "|" "
"Northwest Africa 14308"|"Official"|" "|"2020"|"Morocco"|"L5"|"323 g"|" "|" "
"Northwest Africa 14309"|"Official"|" "|"2020"|"Morocco"|"L5"|"2.22 kg"|" "|" "
"Northwest Africa 14310"|"Official"|" "|"2020"|"Morocco"|"L6"|"42.4 g"|" "|" "
"Northwest Africa 14311"|"Official"|" "|"2020"|"Morocco"|"L5"|"400 g"|" "|" "
"Northwest Africa 14312"|"Official"|" "|"2021"|"Morocco"|"L6"|"1488 g"|" "|" "
"Northwest Africa 14313"|"Official"|" "|"2021"|"Morocco"|"L5"|"716 g"|" "|" "
"Northwest Africa 14314"|"Official"|" "|"2021"|"Morocco"|"H4"|"745 g"|" "|" "
"Northwest Africa 14315"|"Official"|" "|"2021"|"Morocco"|"H4"|"339 g"|" "|" "
"Northwest Africa 14316 **"|"Official"|" "|"2018"|"(Northwest Africa)"|"CM2"|"712 g"|" "|" "
"Northwest Africa 14317 **"|"Official"|" "|"2020"|"(Northwest Africa)"|"CO3"|"1450 g"|" "|" "
"Northwest Africa 14318 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Eucrite"|"1019 g"|" "|" "
"Northwest Africa 14319 **"|"Official"|" "|"2021"|"Morocco"|"CM2"|"76 g"|" "|" "
"Northwest Africa 14320 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L4"|"618 g"|" "|" "
"Northwest Africa 14321 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Eucrite-cm"|"2.2 kg"|" "|" "
"Northwest Africa 14322 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Eucrite-pmict"|"373 g"|" "|" "
"Northwest Africa 14323 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Lunar (troct)"|"52 g"|" "|" "
"Northwest Africa 14324 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Eucrite-melt breccia"|"6 g"|" "|" "
"Northwest Africa 14325 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"CVox3"|"127 g"|" "|" "
"Northwest Africa 14326 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Ureilite"|"1988 g"|" "|" "
"Northwest Africa 14327 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Ureilite"|"597 g"|" "|" "
"Northwest Africa 14328 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"L-melt rock"|"670 g"|" "|" "
"Northwest Africa 14329 **"|"Official"|" "|"2021"|"(Northwest Africa)"|"Eucrite"|"583 g"|" "|" "
