"Name"|"Status"|"Fall"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Denader 001 **"|"Official"|" "|"2022"|"Gao, Mali"|"H4-melt breccia"|"5.33 kg"|" "|"(20.713120, -5.094050)  "
"Hassi Khebi 001 **"|"Official"|" "|"2022"|"Tindouf, Algeria"|"C3-ung"|"500 g"|" "|"(29.157860, -4.928690)  "
"Qaen 001"|"Official"|" "|"2016"|"Khorasan, Iran"|"L6"|"21 kg"|" "|"(33.237950, 59.718630)  "
"Aachen **"|"Official"|"Y"|"1880"|"Nordrhein-Westfalen, Germany"|"L5"|"21 g"|" "|"(50.775000, 6.083330)  "
"Aammiq **"|"Official"|" "|"2000"|"Al Biqa', Lebanon"|"H6"|"596 g"|" "|"(33.700000, 35.833330)  "
"Aarhus **"|"Official"|"Y"|"1951"|"Region Midtjylland, Denmark"|"H6"|"720 g"|" "|"(56.183330, 10.233330)  "
"Aba Panu **"|"Official"|"Yc"|"2018"|"Oyo, Nigeria"|"L3"|"160 kg"|" "|"(8.282180, 3.567140)  "
"Abadla **"|"Official"|" "|"2015"|"Bechar, Algeria"|"Eucrite-cm"|"222 g"|" "|"(30.936960, -2.715670)  "
"Abadla 002 **"|"Official"|" "|"2022"|"Bechar, Algeria"|"CM2"|"800 g"|" "|"(30.482800, -1.621040)  "
"Abadla 003 **"|"Official"|" "|"2022"|"Bechar, Algeria"|"CM2"|"75.4 g"|" "|"(30.482800, -1.621040)  "
"Abai **"|"Official"|" "|"2016"|"Chimkent, Kazakhstan"|"Iron, IIAB"|"666 g"|" "|"(42.685170, 70.072500)  "
"Abajo **"|"Official"|" "|"1982"|"Chihuahua, Mexico"|"H5"|"331 g"|" "|"(26.800000, -105.416670)  "
"Abar al' Uj 001"|"Official"|" "|"2008"|"Ash Sharqiyah, Saudi Arabia"|"H3.8"|"194.3 g"|" "|"(22.721920, 48.959370)  "
"Abar al' Uj 002"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H5"|"224 g"|" "|"(22.541880, 48.723720)  "
"Abar al' Uj 003"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"795 g"|" "|"(22.541570, 48.634120)  "
"Abar al' Uj 004"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H6"|"284 g"|" "|"(22.542200, 48.771380)  "
"Abar al' Uj 005"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4-6"|"57.4 g"|" "|"(22.475430, 48.626100)  "
"Abar al' Uj 006"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"L5"|"83.7 g"|" "|"(22.458080, 48.591820)  "
"Abar al' Uj 007"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"L6"|"952 g"|" "|"(22.451900, 48.579930)  "
"Abar al' Uj 008"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H5"|"37.1 g"|" "|"(22.413870, 48.521400)  "
"Abar al' Uj 009"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H5"|"94 g"|" "|"(22.418580, 48.582230)  "
"Abar al' Uj 010"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"L6"|"386 g"|" "|"(22.522480, 48.785020)  "
"Abar al' Uj 011"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"61.6 g"|" "|"(22.479380, 48.768920)  "
"Abar al' Uj 012 **"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"Lunar"|"122.8 g"|" "|"(22.399980, 48.706820)  "
"Abar al' Uj 013"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4-5"|"185.6 g"|" "|"(22.392420, 48.696370)  "
"Abar al' Uj 014 **"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"CO3"|"429 g"|" "|"(22.439670, 48.870830)  "
"Abar al' Uj 015"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"L5"|"53 g"|" "|"(22.737420, 48.816500)  "
"Abar al' Uj 016"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"L6"|"269 g"|" "|"(22.858630, 48.904250)  "
"Abar al' Uj 017"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"42.7 g"|" "|"(22.943930, 48.948680)  "
"Abar al' Uj 018"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"26.9 g"|" "|"(22.947900, 48.949850)  "
"Abar al' Uj 019"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4/5"|"48.7 g"|" "|"(22.948920, 48.950330)  "
"Abar al' Uj 020"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4/5"|"17.3 g"|" "|"(22.951100, 48.951580)  "
"Abar al' Uj 021"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4/5"|"8.8 g"|" "|"(22.953080, 48.952550)  "
"Abar al' Uj 022"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"18.3 g"|" "|"(22.953830, 48.953020)  "
"Abar al' Uj 023"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"11.5 g"|" "|"(22.958150, 48.953420)  "
"Abar al' Uj 024"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4/5"|"6.2 g"|" "|"(22.961070, 48.950520)  "
"Abar al' Uj 025"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4/5"|"9.1 g"|" "|"(22.961150, 48.950380)  "
"Abar al' Uj 026"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4/5"|"6.9 g"|" "|"(22.961070, 48.947530)  "
"Abar al' Uj 027"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"11.6 g"|" "|"(22.961020, 48.947500)  "
"Abar al' Uj 028"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"3.78 g"|" "|"(22.961770, 48.945550)  "
"Abar al' Uj 029"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4/5"|"10.1 g"|" "|"(22.962900, 48.944920)  "
"Abar al' Uj 030"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"53.9 g"|" "|"(22.954170, 48.947870)  "
"Abar al' Uj 031"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4/5"|"19.9 g"|" "|"(22.954120, 48.948580)  "
"Abar al' Uj 032"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"49 g"|" "|"(22.949630, 48.949420)  "
"Abar al' Uj 033"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4/5"|"77.1 g"|" "|"(22.949820, 48.949470)  "
"Abar al' Uj 034"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"44.2 g"|" "|"(22.948880, 48.948880)  "
"Abar al' Uj 035"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"119.5 g"|" "|"(22.946720, 48.951050)  "
"Abar al' Uj 036"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"70.9 g"|" "|"(22.943370, 48.949820)  "
"Abar al' Uj 037"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"93.4 g"|" "|"(22.939120, 48.951330)  "
"Abar al' Uj 038"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"186.9 g"|" "|"(22.938080, 48.949930)  "
"Abar al' Uj 039"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"23.3 g"|" "|"(22.942180, 48.950900)  "
"Abar al' Uj 040"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"L6"|"106.4 g"|" "|"(22.939080, 48.835920)  "
"Abar al' Uj 041"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"H4"|"1374 g"|" "|"(22.920870, 48.950530)  "
"Abar al' Uj 042"|"Official"|" "|"2012"|"Ash Sharqiyah, Saudi Arabia"|"L6"|"137.5 g"|" "|"(22.906180, 48.949030)  "
"Abarkouh 001 **"|"Official"|" "|"2014"|"Fars, Iran"|"L5"|"1800 g"|" "|"(31.304330, 53.171670)  "
"Abarkouh 002"|"Official"|" "|"2014"|"Fars, Iran"|"H5/6"|"950 g"|" "|"(31.301000, 53.181830)  "
"Abarkouh 003"|"Official"|" "|"2014"|"Fars, Iran"|"H5"|"2.2 kg"|" "|"(31.293830, 53.191170)  "
"Abarkouh 004 **"|"Official"|" "|"2016"|"Fars, Iran"|"L5"|"1530 g"|" "|"(31.263470, 53.420600)  "
"Abarkouh 005"|"Official"|" "|"2018"|"Yazd, Iran"|"H6"|"4.84 kg"|" "|"(31.876330, 52.998290)  "
"Abarkouh 006"|"Official"|" "|"2018"|"Esfahan, Iran"|"H5"|"652 g"|" "|"(31.824690, 52.502560)  "
"Abarkouh 007 **"|"Official"|" "|"2020"|"Yazd, Iran"|"L6"|"1050 g"|" "|"(31.396530, 53.841480)  "
"Abbans-Dessous **"|"Official"|" "|"2015"|"Franche-Comté, France"|"LL6"|"3.12 g"|" "|"(47.131750, 5.875550)  "
"Abbott **"|"Official"|" "|"1951"|"New Mexico, USA"|"H3-6"|"21.1 kg"|" "|"(36.300000, -104.283330)  "
"Abee **"|"Official"|"Y"|"1952"|"Alberta, Canada"|"EH4"|"107 kg"|" "|"(54.216670, -113.000000)  "
"Abernathy"|"Official"|" "|"1941"|"Texas, USA"|"L6"|"2.91 kg"|" "|"(33.850000, -101.800000)  "
"Ablaketka **"|"Official"|"Yc"|"2018"|"East Kazakhstan, Kazakhstan"|"H5"|"5.5 kg"|" "|"(49.854500, 82.814830)  "
"Abo"|"Official"|" "|"1840"|"Turku Ja Pori, Finland"|"H"|"1.2 g"|" "|"(60.433330, 22.300000)  "
"Abu Moharek"|"Official"|" "|"1997"|"Al Wadi al Jadid, Egypt"|"H4"|"4.5 kg"|" "|"(27.239440, 29.835830)  "
"Acapulco **"|"Official"|"Y"|"1976"|"Guerrero, Mexico"|"Acapulcoite"|"1914 g"|" "|"(16.883330, -99.900000)  "
"Acfer 001"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"6.7 kg"|" "|"(27.500000, 3.616670)  "
"Acfer 002"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"228 g"|" "|"(27.616670, 3.850000)  "
"Acfer 003"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"145 g"|" "|"(27.816670, 4.033330)  "
"Acfer 004"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"1020 g"|" "|"(27.583330, 3.816670)  "
"Acfer 005"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H3.9/4"|"115 g"|" "|"(27.600000, 3.833330)  "
"Acfer 006"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H3.9/4"|"561 g"|" "|"(27.633330, 3.966670)  "
"Acfer 007"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L5"|"542 g"|" "|"(27.516670, 3.650000)  "
"Acfer 008"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"205 g"|" "|"(27.533330, 3.700000)  "
"Acfer 009"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"127 g"|" "|"(27.733330, 4.083330)  "
"Acfer 010"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"276 g"|" "|"(27.750000, 4.100000)  "
"Acfer 011"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"3.8 kg"|" "|"(27.750000, 4.166670)  "
"Acfer 012"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H6"|"98 g"|" "|"(27.800000, 4.166670)  "
"Acfer 013"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"490 g"|" "|"(27.833330, 4.283330)  "
"Acfer 014"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"307 g"|" "|"(27.800000, 4.466670)  "
"Acfer 015"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"98 g"|" "|"(27.783330, 4.283330)  "
"Acfer 016"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H4-5"|"111 g"|" "|"(27.716670, 4.483330)  "
"Acfer 017"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L5"|"446 g"|" "|"(27.733330, 4.400000)  "
"Acfer 018"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"207 g"|" "|"(27.700000, 4.083330)  "
"Acfer 019"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"581 g"|" "|"(27.700000, 4.066670)  "
"Acfer 020"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"708 g"|" "|"(27.700000, 4.066670)  "
"Acfer 021"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H6"|"2.14 kg"|" "|"(27.550000, 3.616670)  "
"Acfer 022"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H3.7"|"192 g"|" "|"(27.516670, 3.833330)  "
"Acfer 023"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H3.8"|"118 g"|" "|"(27.516670, 3.916670)  "
"Acfer 024"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"1464 g"|" "|"(27.550000, 3.933330)  "
"Acfer 025"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"920 g"|" "|"(27.583330, 3.966670)  "
"Acfer 026"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5/6"|"88 g"|" "|"(27.616670, 4.050000)  "
"Acfer 027"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"206 g"|" "|"(27.666670, 4.200000)  "
"Acfer 028"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H3.8"|"3.13 kg"|" "|"(27.666670, 4.250000)  "
"Acfer 029"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H4"|"98 g"|" "|"(27.683330, 4.333330)  "
"Acfer 030"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"LL6"|"123 g"|" "|"(27.683330, 4.416670)  "
"Acfer 031"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"2.02 kg"|" "|"(27.666670, 4.350000)  "
"Acfer 032"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"495 g"|" "|"(27.650000, 4.466670)  "
"Acfer 033"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"93 g"|" "|"(27.650000, 4.433330)  "
"Acfer 034"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"184 g"|" "|"(27.633330, 4.350000)  "
"Acfer 035"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H6"|"36 g"|" "|"(27.600000, 4.300000)  "
"Acfer 036"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L5/6"|"112 g"|" "|"(27.583330, 4.250000)  "
"Acfer 037"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"LL4-6"|"385 g"|" "|"(27.550000, 4.133330)  "
"Acfer 038"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"962 g"|" "|"(27.533330, 4.000000)  "
"Acfer 039"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L3.8"|"225 g"|" "|"(27.533330, 3.916670)  "
"Acfer 040"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L5-6"|"146 g"|" "|"(27.466670, 3.783330)  "
"Acfer 041"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L/LL6"|"134 g"|" "|"(27.433330, 3.716670)  "
"Acfer 042"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"246 g"|" "|"(27.466670, 3.833330)  "
"Acfer 043 **"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H4"|"120 g"|" "|"(27.516670, 3.916670)  "
"Acfer 044"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L6"|"195 g"|" "|"(27.550000, 4.000000)  "
"Acfer 045 **"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"LL5"|"294 g"|" "|"(27.750000, 4.700000)  "
"Acfer 046"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"1066 g"|" "|"(27.783330, 4.700000)  "
"Acfer 047"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L4"|"1440 g"|" "|"(27.833330, 4.700000)  "
"Acfer 048"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H4-5"|"115 g"|" "|"(27.550000, 4.083330)  "
"Acfer 049 **"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"82.9 g"|" "|"(27.416670, 3.716670)  "
"Acfer 050"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H6"|"1394 g"|" "|"(27.650000, 4.500000)  "
"Acfer 051"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L5"|"905 g"|" "|"(27.616670, 4.416670)  "
"Acfer 052"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L5"|"58 g"|" "|"(27.750000, 4.150000)  "
"Acfer 053"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H6"|"1937 g"|" "|"(27.733330, 4.050000)  "
"Acfer 054"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"2.05 kg"|" "|"(27.700000, 3.933330)  "
"Acfer 055"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"1338 g"|" "|"(27.500000, 3.983330)  "
"Acfer 056"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L4"|"129 g"|" "|"(27.466670, 3.883330)  "
"Acfer 058"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"LL5-6"|"277 g"|" "|"(27.383330, 3.716670)  "
"Acfer 059"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"CR2"|"281 g"|" "|"(27.516670, 4.066670)  "
"Acfer 060"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H4"|"226 g"|" "|"(27.566670, 4.166670)  "
"Acfer 061"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H4-5"|"105 g"|" "|"(27.600000, 4.250000)  "
"Acfer 062"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H5"|"283 g"|" "|"(27.600000, 4.416670)  "
"Acfer 063"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"Mesosiderite"|"716 g"|" "|"(27.616670, 4.566670)  "
"Acfer 064"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"L5"|"854 g"|" "|"(27.616670, 4.566670)  "
"Acfer 065"|"Official"|" "|"1989"|"Tamanghasset, Algeria"|"H4-5"|"1539 g"|" "|"(27.500000, 4.283330)  "
"Acfer 066"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"LL3.8-6"|"517 g"|" "|"(27.633330, 4.066670)  "
"Acfer 067"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"383 g"|" "|"(27.716670, 4.783330)  "
"Acfer 068"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"1805 g"|" "|"(27.550000, 3.700000)  "
"Acfer 069"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"941 g"|" "|"(27.533330, 3.833330)  "
"Acfer 070"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H4/5"|"138 g"|" "|"(27.683330, 4.483330)  "
"Acfer 071"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"1379 g"|" "|"(27.633330, 4.283330)  "
"Acfer 072"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L5/6"|"162 g"|" "|"(27.633330, 4.250000)  "
"Acfer 073"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"2.01 kg"|" "|"(27.533330, 3.850000)  "
"Acfer 074"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"384 g"|" "|"(27.483330, 3.833330)  "
"Acfer 075"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"1453 g"|" "|"(27.516670, 3.733330)  "
"Acfer 076"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"183 g"|" "|"(27.700000, 4.350000)  "
"Acfer 077"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"2.54 kg"|" "|"(27.633330, 4.516670)  "
"Acfer 078"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"105 g"|" "|"(27.566670, 4.150000)  "
"Acfer 079"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"387 g"|" "|"(27.500000, 3.683330)  "
"Acfer 080"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L3.9"|"574 g"|" "|"(27.633330, 4.516670)  "
"Acfer 081"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"LL5-6"|"110 g"|" "|"(27.533330, 3.866670)  "
"Acfer 082"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"CV3"|"208 g"|" "|"(27.500000, 3.483330)  "
"Acfer 083"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"690 g"|" "|"(27.483330, 3.633330)  "
"Acfer 084"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"6.3 kg"|" "|"(27.550000, 3.866670)  "
"Acfer 085"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"293 g"|" "|"(27.583330, 3.950000)  "
"Acfer 086"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"CV3"|"173 g"|" "|"(27.666670, 4.183330)  "
"Acfer 087"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"CR2"|"163 g"|" "|"(27.700000, 4.266670)  "
"Acfer 088"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"200 g"|" "|"(27.750000, 4.433330)  "
"Acfer 089"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"682 g"|" "|"(27.633330, 4.300000)  "
"Acfer 090"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"290 g"|" "|"(27.500000, 3.833330)  "
"Acfer 091"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"LL5-6"|"3.49 kg"|" "|"(27.450000, 4.116670)  "
"Acfer 092"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"244 g"|" "|"(27.666670, 4.516670)  "
"Acfer 093"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L5"|"420 g"|" "|"(27.716670, 4.133330)  "
"Acfer 094"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"C2-ung"|"82 g"|" "|"(27.733330, 4.433330)  "
"Acfer 095"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H3.7"|"104 g"|" "|"(27.716670, 4.383330)  "
"Acfer 096"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L4-5"|"572 g"|" "|"(27.616670, 4.200000)  "
"Acfer 097"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"CR2"|"63 g"|" "|"(27.516670, 3.966670)  "
"Acfer 098"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"5.5 kg"|" "|"(27.466670, 3.883330)  "
"Acfer 099"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"313 g"|" "|"(27.450000, 3.833330)  "
"Acfer 100"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H6"|"140 g"|" "|"(27.466670, 3.950000)  "
"Acfer 101"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"452 g"|" "|"(27.533330, 4.166670)  "
"Acfer 102"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L3-5"|"346 g"|" "|"(27.666670, 4.466670)  "
"Acfer 103"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H5"|"665 g"|" "|"(27.800000, 4.500000)  "
"Acfer 104"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H4/5"|"992 g"|" "|"(27.633330, 4.366670)  "
"Acfer 105"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"392 g"|" "|"(27.550000, 4.133330)  "
"Acfer 106"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"LL6"|"1390 g"|" "|"(27.500000, 3.900000)  "
"Acfer 107"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"105 g"|" "|"(27.450000, 3.750000)  "
"Acfer 108"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H6"|"828 g"|" "|"(27.500000, 3.883330)  "
"Acfer 109"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H4/5"|"236 g"|" "|"(27.550000, 3.766670)  "
"Acfer 110"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"107 g"|" "|"(27.483330, 3.800000)  "
"Acfer 111"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H3-6"|"987 g"|" "|"(27.483330, 3.800000)  "
"Acfer 112"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"LL4/5"|"216 g"|" "|"(27.650000, 4.033330)  "
"Acfer 113"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"LL6"|"2.91 kg"|" "|"(27.566670, 4.033330)  "
"Acfer 114"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"CR2"|"43 g"|" "|"(27.600000, 3.966670)  "
"Acfer 115"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H6"|"287 g"|" "|"(27.733330, 4.166670)  "
"Acfer 116"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"345 g"|" "|"(27.733330, 4.166670)  "
"Acfer 117"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H4"|"178 g"|" "|"(27.733330, 4.200000)  "
"Acfer 118"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"752 g"|" "|"(27.666670, 4.200000)  "
"Acfer 119"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H3.8"|"121 g"|" "|"(27.650000, 4.233330)  "
"Acfer 120"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"LL6"|"861 g"|" "|"(27.650000, 4.300000)  "
"Acfer 121"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L5-6"|"427 g"|" "|"(27.683330, 4.333330)  "
"Acfer 122"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L4/5"|"235 g"|" "|"(27.500000, 3.666670)  "
"Acfer 123"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"H3.9"|"452 g"|" "|"(27.466670, 3.766670)  "
"Acfer 124"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"LL5-6"|"542 g"|" "|"(27.600000, 4.050000)  "
"Acfer 125"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"3.38 kg"|" "|"(27.683330, 4.350000)  "
"Acfer 126"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"LL5-6"|"280 g"|" "|"(27.516670, 3.800000)  "
"Acfer 127"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"699 g"|" "|"(27.700000, 4.300000)  "
"Acfer 128"|"Official"|" "|"1990"|"Tamanghasset, Algeria"|"L6"|"163 g"|" "|"(27.500000, 4.300000)  "
