"Name"|"Status"|"Fall"|"Year"|"Place"|"Type"|"Mass"|"Antarctic"|"(Lat,Long)"
"Yamato 983934 **"|"Official"|" "|"1998"|"Antarctica"|"Iron, ungrouped"|"7.5 g"|"J28 NIPR"|" "
"Yamato 983935"|"Official"|" "|"1998"|"Antarctica"|"H5"|"295 g"|"J21 NIPR"|" "
"Yamato 983936"|"Official"|" "|"1998"|"Antarctica"|"H5"|"162.4 g"|"J21 NIPR"|" "
"Yamato 983937"|"Official"|" "|"1998"|"Antarctica"|"H5"|"19.8 g"|"J21 NIPR"|" "
"Yamato 983938"|"Official"|" "|"1998"|"Antarctica"|"H4"|"20.7 g"|"J21 NIPR"|" "
"Yamato 983940"|"Official"|" "|"1998"|"Antarctica"|"H6"|"8.5 g"|"J21 NIPR"|" "
"Yamato 983941"|"Official"|" "|"1998"|"Antarctica"|"H6"|"46.4 g"|"J21 NIPR"|" "
"Yamato 983942"|"Official"|" "|"1998"|"Antarctica"|"H5"|"4.47 g"|"J21 NIPR"|" "
"Yamato 983944"|"Official"|" "|"1998"|"Antarctica"|"H6"|"11.9 g"|"J21 NIPR"|" "
"Yamato 983945"|"Official"|" "|"1998"|"Antarctica"|"H6"|"3.89 g"|"J21 NIPR"|" "
"Yamato 983946"|"Official"|" "|"1998"|"Antarctica"|"H5"|"7.9 g"|"J21 NIPR"|" "
"Yamato 983947"|"Official"|" "|"1998"|"Antarctica"|"L6"|"3.35 g"|"J21 NIPR"|" "
"Yamato 983948"|"Official"|" "|"1998"|"Antarctica"|"H5"|"4.65 g"|"J21 NIPR"|" "
"Yamato 983950"|"Official"|" "|"1998"|"Antarctica"|"H5"|"21.9 g"|"J21 NIPR"|" "
"Yamato 983951"|"Official"|" "|"1998"|"Antarctica"|"H5"|"7 g"|"J21 NIPR"|" "
"Yamato 983955"|"Official"|" "|"1998"|"Antarctica"|"H5"|"184.3 g"|"J21 NIPR"|" "
"Yamato 983956"|"Official"|" "|"1998"|"Antarctica"|"H5"|"14.2 g"|"J21 NIPR"|" "
"Yamato 983957"|"Official"|" "|"1998"|"Antarctica"|"H5"|"7.1 g"|"J21 NIPR"|" "
"Yamato 983960"|"Official"|" "|"1998"|"Antarctica"|"H6"|"6.8 g"|"J21 NIPR"|" "
"Yamato 983964"|"Official"|" "|"1998"|"Antarctica"|"LL5"|"4.25 g"|"J21 NIPR"|" "
"Yamato 983965"|"Official"|" "|"1998"|"Antarctica"|"H5"|"94.7 g"|"J21 NIPR"|" "
"Yamato 983966"|"Official"|" "|"1998"|"Antarctica"|"H4"|"40.4 g"|"J21 NIPR"|" "
"Yamato 983967"|"Official"|" "|"1998"|"Antarctica"|"H3"|"27.7 g"|"J21 NIPR"|" "
"Yamato 983970"|"Official"|" "|"1998"|"Antarctica"|"L6"|"75.7 g"|"J21 NIPR"|" "
"Yamato 983971"|"Official"|" "|"1998"|"Antarctica"|"L4"|"16.8 g"|"J21 NIPR"|" "
"Yamato 983975"|"Official"|" "|"1998"|"Antarctica"|"L4"|"15.1 g"|"J21 NIPR"|" "
"Yamato 983977"|"Official"|" "|"1998"|"Antarctica"|"H5"|"400 g"|"J28 NIPR"|" "
"Yamato 983978"|"Official"|" "|"1998"|"Antarctica"|"H5"|"250 g"|"J27 NIPR"|" "
"Yamato 983979"|"Official"|" "|"1998"|"Antarctica"|"H4"|"194.5 g"|"J21 NIPR"|" "
"Yamato 983980"|"Official"|" "|"1998"|"Antarctica"|"H4"|"77.3 g"|"J21 NIPR"|" "
"Yamato 983981"|"Official"|" "|"1998"|"Antarctica"|"H4"|"60.5 g"|"J21 NIPR"|" "
"Yamato 983982"|"Official"|" "|"1998"|"Antarctica"|"H4"|"22.4 g"|"J21 NIPR"|" "
"Yamato 983983"|"Official"|" "|"1998"|"Antarctica"|"H4"|"13.7 g"|"J21 NIPR"|" "
"Yamato 983984"|"Official"|" "|"1998"|"Antarctica"|"H4"|"17.2 g"|"J21 NIPR"|" "
"Yamato 983985"|"Official"|" "|"1998"|"Antarctica"|"H4"|"8 g"|"J21 NIPR"|" "
"Yamato 983986"|"Official"|" "|"1998"|"Antarctica"|"H4"|"7.5 g"|"J21 NIPR"|" "
"Yamato 983987"|"Official"|" "|"1998"|"Antarctica"|"H4"|"9.2 g"|"J21 NIPR"|" "
"Yamato 983988"|"Official"|" "|"1998"|"Antarctica"|"H4"|"6.2 g"|"J21 NIPR"|" "
"Yamato 983989"|"Official"|" "|"1998"|"Antarctica"|"H4"|"4.98 g"|"J21 NIPR"|" "
"Yamato 983990"|"Official"|" "|"1998"|"Antarctica"|"H4"|"3.48 g"|"J21 NIPR"|" "
"Yamato 983991"|"Official"|" "|"1998"|"Antarctica"|"H4"|"35.1 g"|"J21 NIPR"|" "
"Yamato 983992"|"Official"|" "|"1998"|"Antarctica"|"H4"|"82.2 g"|"J21 NIPR"|" "
"Yamato 983993"|"Official"|" "|"1998"|"Antarctica"|"H5"|"56.8 g"|"J28 NIPR"|" "
"Yamato 983994"|"Official"|" "|"1998"|"Antarctica"|"H4"|"48.3 g"|"J28 NIPR"|" "
"Yamato 983995"|"Official"|" "|"1998"|"Antarctica"|"H4"|"6.7 g"|"J21 NIPR"|" "
"Yamato 983996"|"Official"|" "|"1998"|"Antarctica"|"H5"|"33.3 g"|"J28 NIPR"|" "
"Yamato 983999"|"Official"|" "|"1998"|"Antarctica"|"H5"|"6.3 g"|"J21 NIPR"|" "
"Yamato 984000"|"Official"|" "|"1998"|"Antarctica"|"L6"|"5.9 g"|"J21 NIPR"|" "
"Yamato 984001"|"Official"|" "|"1998"|"Antarctica"|"L6"|"15.7 g"|"J28 NIPR"|" "
"Yamato 984002"|"Official"|" "|"1998"|"Antarctica"|"L6"|"21.2 g"|"J21 NIPR"|" "
"Yamato 984003"|"Official"|" "|"1998"|"Antarctica"|"L6"|"6.1 g"|"J21 NIPR"|" "
"Yamato 984004"|"Official"|" "|"1998"|"Antarctica"|"L6"|"12.4 g"|"J21 NIPR"|" "
"Yamato 984005"|"Official"|" "|"1998"|"Antarctica"|"H6"|"8.8 g"|"J21 NIPR"|" "
"Yamato 984006"|"Official"|" "|"1998"|"Antarctica"|"H4"|"7 g"|"J21 NIPR"|" "
"Yamato 984007"|"Official"|" "|"1998"|"Antarctica"|"L6"|"12.4 g"|"J21 NIPR"|" "
"Yamato 984008"|"Official"|" "|"1998"|"Antarctica"|"L6"|"41.2 g"|"J21 NIPR"|" "
"Yamato 984009"|"Official"|" "|"1998"|"Antarctica"|"H4"|"9.5 g"|"J21 NIPR"|" "
"Yamato 984010"|"Official"|" "|"1998"|"Antarctica"|"H5"|"808 g"|"J28 NIPR"|" "
"Yamato 984011"|"Official"|" "|"1998"|"Antarctica"|"H4"|"320 g"|"J28 NIPR"|" "
"Yamato 984012"|"Official"|" "|"1998"|"Antarctica"|"H4"|"191.4 g"|"J28 NIPR"|" "
"Yamato 984013"|"Official"|" "|"1998"|"Antarctica"|"H5"|"102.2 g"|"J28 NIPR"|" "
"Yamato 984014"|"Official"|" "|"1998"|"Antarctica"|"H5"|"55.9 g"|"J28 NIPR"|" "
"Yamato 984015"|"Official"|" "|"1998"|"Antarctica"|"H5"|"67.7 g"|"J28 NIPR"|" "
"Yamato 984016"|"Official"|" "|"1998"|"Antarctica"|"H5"|"57.5 g"|"J28 NIPR"|" "
"Yamato 984017"|"Official"|" "|"1998"|"Antarctica"|"H4"|"41.3 g"|"J21 NIPR"|" "
"Yamato 984018"|"Official"|" "|"1998"|"Antarctica"|"H4"|"16 g"|"J21 NIPR"|" "
"Yamato 984019"|"Official"|" "|"1998"|"Antarctica"|"H4"|"4.69 g"|"J21 NIPR"|" "
"Yamato 984021"|"Official"|" "|"1998"|"Antarctica"|"H4"|"49.2 g"|"J21 NIPR"|" "
"Yamato 984022"|"Official"|" "|"1998"|"Antarctica"|"H4"|"3.56 g"|"J21 NIPR"|" "
"Yamato 984025"|"Official"|" "|"1998"|"Antarctica"|"H4"|"6.6 g"|"J21 NIPR"|" "
"Yamato 984026"|"Official"|" "|"1998"|"Antarctica"|"H4"|"10.1 g"|"J21 NIPR"|" "
"Yamato 984027"|"Official"|" "|"1998"|"Antarctica"|"H5"|"13.9 g"|"J21 NIPR"|" "
"Yamato 984028 **"|"Official"|" "|"1998"|"Antarctica"|"Martian (shergottite)"|"12.3 g"|"J17 NIPR"|" "
"Yamato 984029"|"Official"|" "|"1998"|"Antarctica"|"L4"|"54.9 g"|"J21 NIPR"|" "
"Yamato 984030"|"Official"|" "|"1998"|"Antarctica"|"H4"|"16.7 g"|"J21 NIPR"|" "
"Yamato 984031"|"Official"|" "|"1998"|"Antarctica"|"L4"|"12.1 g"|"J21 NIPR"|" "
"Yamato 984032"|"Official"|" "|"1998"|"Antarctica"|"L4"|"8.1 g"|"J21 NIPR"|" "
"Yamato 984034"|"Official"|" "|"1998"|"Antarctica"|"L4"|"24.9 g"|"J21 NIPR"|" "
"Yamato 984035"|"Official"|" "|"1998"|"Antarctica"|"L4"|"13.7 g"|"J21 NIPR"|" "
"Yamato 984036"|"Official"|" "|"1998"|"Antarctica"|"L4"|"10.1 g"|"J21 NIPR"|" "
"Yamato 984039"|"Official"|" "|"1998"|"Antarctica"|"H4"|"39.2 g"|"J21 NIPR"|" "
"Yamato 984040"|"Official"|" "|"1998"|"Antarctica"|"L4"|"7.4 g"|"J21 NIPR"|" "
"Yamato 984041"|"Official"|" "|"1998"|"Antarctica"|"H4-6"|"9 g"|"J21 NIPR"|" "
"Yamato 984043"|"Official"|" "|"1998"|"Antarctica"|"H5"|"21.7 g"|"J21 NIPR"|" "
"Yamato 984044"|"Official"|" "|"1998"|"Antarctica"|"CM"|"62.2 g"|"J21 NIPR"|" "
"Yamato 984045"|"Official"|" "|"1998"|"Antarctica"|"L3"|"15.2 g"|"J21 NIPR"|" "
"Yamato 984046"|"Official"|" "|"1998"|"Antarctica"|"H4"|"3.17 g"|"J21 NIPR"|" "
"Yamato 984047"|"Official"|" "|"1998"|"Antarctica"|"H4"|"19.3 g"|"J21 NIPR"|" "
"Yamato 984048"|"Official"|" "|"1998"|"Antarctica"|"H4"|"14.2 g"|"J21 NIPR"|" "
"Yamato 984049"|"Official"|" "|"1998"|"Antarctica"|"H4"|"5.3 g"|"J21 NIPR"|" "
"Yamato 984051"|"Official"|" "|"1998"|"Antarctica"|"H4"|"216 g"|"J21 NIPR"|" "
"Yamato 984052"|"Official"|" "|"1998"|"Antarctica"|"H4"|"126.5 g"|"J21 NIPR"|" "
"Yamato 984053"|"Official"|" "|"1998"|"Antarctica"|"H4"|"49.9 g"|"J21 NIPR"|" "
"Yamato 984054"|"Official"|" "|"1998"|"Antarctica"|"H4"|"23 g"|"J21 NIPR"|" "
"Yamato 984055"|"Official"|" "|"1998"|"Antarctica"|"H4"|"21.6 g"|"J21 NIPR"|" "
"Yamato 984057"|"Official"|" "|"1998"|"Antarctica"|"EL6"|"6.8 g"|"J21 NIPR"|" "
"Yamato 984058"|"Official"|" "|"1998"|"Antarctica"|"EL6"|"3.34 g"|"J21 NIPR"|" "
"Yamato 984062"|"Official"|" "|"1998"|"Antarctica"|"H6"|"62.7 g"|"J21 NIPR"|" "
"Yamato 984063"|"Official"|" "|"1998"|"Antarctica"|"H4"|"12.9 g"|"J21 NIPR"|" "
"Yamato 984064"|"Official"|" "|"1998"|"Antarctica"|"L6"|"4.95 g"|"J21 NIPR"|" "
"Yamato 984065"|"Official"|" "|"1998"|"Antarctica"|"H5"|"7 g"|"J21 NIPR"|" "
"Yamato 984068"|"Official"|" "|"1998"|"Antarctica"|"L6"|"57.4 g"|"J21 NIPR"|" "
"Yamato 984069"|"Official"|" "|"1998"|"Antarctica"|"H6"|"5.1 g"|"J21 NIPR"|" "
"Yamato 984072"|"Official"|" "|"1998"|"Antarctica"|"H5"|"6.8 g"|"J21 NIPR"|" "
"Yamato 984074"|"Official"|" "|"1998"|"Antarctica"|"L6"|"10.3 g"|"J21 NIPR"|" "
"Yamato 984075"|"Official"|" "|"1998"|"Antarctica"|"H5"|"9.8 g"|"J21 NIPR"|" "
"Yamato 984077"|"Official"|" "|"1998"|"Antarctica"|"L6"|"53.1 g"|"J21 NIPR"|" "
"Yamato 984079"|"Official"|" "|"1998"|"Antarctica"|"Howardite"|"7.9 g"|"J21 NIPR"|" "
"Yamato 984082"|"Official"|" "|"1998"|"Antarctica"|"LL5"|"3.32 g"|"J21 NIPR"|" "
"Yamato 984083"|"Official"|" "|"1998"|"Antarctica"|"L5"|"10.2 g"|"J21 NIPR"|" "
"Yamato 984084 **"|"Official"|" "|"1998"|"Antarctica"|"R4-5"|"3.9 g"|"J22 NIPR"|" "
"Yamato 984085"|"Official"|" "|"1998"|"Antarctica"|"L6"|"82.6 g"|"J21 NIPR"|" "
"Yamato 984086"|"Official"|" "|"1998"|"Antarctica"|"Diogenite"|"38.7 g"|"J21 NIPR"|" "
"Yamato 984087"|"Official"|" "|"1998"|"Antarctica"|"Diogenite"|"10.2 g"|"J28 NIPR"|" "
"Yamato 984090"|"Official"|" "|"1998"|"Antarctica"|"H5"|"3.94 g"|"J21 NIPR"|" "
"Yamato 984092"|"Official"|" "|"1998"|"Antarctica"|"H6"|"7.9 g"|"J21 NIPR"|" "
"Yamato 984094"|"Official"|" "|"1998"|"Antarctica"|"H5"|"15.4 g"|"J21 NIPR"|" "
"Yamato 984096"|"Official"|" "|"1998"|"Antarctica"|"L4"|"27 g"|"J21 NIPR"|" "
"Yamato 984098"|"Official"|" "|"1998"|"Antarctica"|"L6"|"3.11 g"|"J21 NIPR"|" "
"Yamato 984099"|"Official"|" "|"1998"|"Antarctica"|"L5"|"6.8 g"|"J21 NIPR"|" "
"Yamato 984100"|"Official"|" "|"1998"|"Antarctica"|"H5"|"5.1 g"|"J21 NIPR"|" "
"Yamato 984102"|"Official"|" "|"1998"|"Antarctica"|"H5"|"7.2 g"|"J21 NIPR"|" "
"Yamato 984103"|"Official"|" "|"1998"|"Antarctica"|"H5"|"6.9 g"|"J21 NIPR"|" "
"Yamato 984105"|"Official"|" "|"1998"|"Antarctica"|"H5"|"11.7 g"|"J21 NIPR"|" "
"Yamato 984107"|"Official"|" "|"1998"|"Antarctica"|"L5"|"11.9 g"|"J21 NIPR"|" "
"Yamato 984110"|"Official"|" "|"1998"|"Antarctica"|"CO3"|"3.72 g"|"J21 NIPR"|" "
"Yamato 984111"|"Official"|" "|"1998"|"Antarctica"|"EH3"|"6.1 g"|"J21 NIPR"|" "
"Yamato 984113"|"Official"|" "|"1998"|"Antarctica"|"H6"|"3.64 g"|"J21 NIPR"|" "
"Yamato 984114"|"Official"|" "|"1998"|"Antarctica"|"L6"|"8.9 g"|"J21 NIPR"|" "
"Yamato 984117"|"Official"|" "|"1998"|"Antarctica"|"Diogenite"|"27.8 g"|"J24 NIPR"|" "
"Yamato 984119 **"|"Official"|" "|"1998"|"Antarctica"|"Eucrite-pmict"|"18.2 g"|"J21 NIPR"|" "
"Yamato 984127"|"Official"|" "|"1998"|"Antarctica"|"L6"|"36.2 g"|"J21 NIPR"|" "
"Yamato 984128"|"Official"|" "|"1998"|"Antarctica"|"Diogenite"|"16.7 g"|"J28 NIPR"|" "
"Yamato 984129"|"Official"|" "|"1998"|"Antarctica"|"L6"|"3.42 g"|"J21 NIPR"|" "
"Yamato 984131"|"Official"|" "|"1998"|"Antarctica"|"H3"|"8.2 g"|"J21 NIPR"|" "
"Yamato 984132"|"Official"|" "|"1998"|"Antarctica"|"H3"|"11.4 g"|"J21 NIPR"|" "
"Yamato 984133"|"Official"|" "|"1998"|"Antarctica"|"L4"|"8.9 g"|"J21 NIPR"|" "
"Yamato 984134"|"Official"|" "|"1998"|"Antarctica"|"H3"|"47.7 g"|"J21 NIPR"|" "
"Yamato 984135"|"Official"|" "|"1998"|"Antarctica"|"L5"|"28.7 g"|"J21 NIPR"|" "
"Yamato 984136"|"Official"|" "|"1998"|"Antarctica"|"Eucrite-pmict"|"11.5 g"|"J21 NIPR"|" "
"Yamato 984140"|"Official"|" "|"1998"|"Antarctica"|"L6"|"15.7 g"|"J21 NIPR"|" "
"Yamato 984141"|"Official"|" "|"1998"|"Antarctica"|"L5"|"5.5 g"|"J21 NIPR"|" "
"Yamato 984144"|"Official"|" "|"1998"|"Antarctica"|"H6"|"37.4 g"|"J21 NIPR"|" "
"Yamato 984145"|"Official"|" "|"1998"|"Antarctica"|"L6"|"54.8 g"|"J21 NIPR"|" "
"Yamato 984146"|"Official"|" "|"1998"|"Antarctica"|"H3"|"19.3 g"|"J21 NIPR"|" "
"Yamato 984147"|"Official"|" "|"1998"|"Antarctica"|"LL6"|"118.9 g"|"J21 NIPR"|" "
"Yamato 984148"|"Official"|" "|"1998"|"Antarctica"|"L5"|"4.59 g"|"J21 NIPR"|" "
"Yamato 000001"|"Official"|" "|"2000"|"Antarctica"|"L5"|"50.1 g"|"J22 NIPR"|" "
"Yamato 000002"|"Official"|" "|"2000"|"Antarctica"|"L4"|"19.3 g"|"J22 NIPR"|" "
"Yamato 000003"|"Official"|" "|"2000"|"Antarctica"|"L6"|"79 g"|"J22 NIPR"|" "
"Yamato 000004"|"Official"|" "|"2000"|"Antarctica"|"L6"|"491 g"|"J22 NIPR"|" "
"Yamato 000005"|"Official"|" "|"2000"|"Antarctica"|"H4"|"34.4 g"|"J22 NIPR"|" "
"Yamato 000007"|"Official"|" "|"2000"|"Antarctica"|"L5"|"34.6 g"|"J22 NIPR"|" "
"Yamato 000008"|"Official"|" "|"2000"|"Antarctica"|"H4"|"2.59 g"|"J26 NIPR"|" "
"Yamato 000016"|"Official"|" "|"2000"|"Antarctica"|"H5"|"19.6 g"|"J22 NIPR"|" "
"Yamato 000017"|"Official"|" "|"2000"|"Antarctica"|"H5"|"5.6 g"|"J22 NIPR"|" "
"Yamato 000019"|"Official"|" "|"2000"|"Antarctica"|"H5"|"13.2 g"|"J22 NIPR"|" "
"Yamato 000020"|"Official"|" "|"2000"|"Antarctica"|"H4"|"11.3 g"|"J22 NIPR"|" "
"Yamato 000024"|"Official"|" "|"2000"|"Antarctica"|"H5"|"5.2 g"|"J22 NIPR"|" "
"Yamato 000027 **"|"Official"|" "|"2000"|"Antarctica"|"Martian (shergottite)"|"9.7 g"|"J14(1) NIPR"|" "
